start_record,end_record,start_global_step,end_global_step,loss_mean,loss_min,loss_max,batch_time_mean,num_records
318318,322451,79579,80613,3.0882068214804064,2.454,3.685,0.8558251088534107,4134
322452,326585,80613,81646,3.086624092888244,2.445,3.584,0.8556282051282051,4134
326586,330719,81646,82680,3.0910532172230285,2.411,3.664,0.8558001935171746,4134
330720,334853,82680,83713,3.0862525399129175,2.516,3.653,0.8559179970972424,4134
334854,338987,83713,84747,3.083125060474117,2.602,3.699,0.8559404934687953,4134
338988,343121,84747,85780,3.084069908079342,2.591,3.687,0.8556896468311562,4134
343122,347255,85780,86814,3.0817914852443153,2.514,3.783,0.8555227382680213,4134
347256,351389,86814,87847,3.0729927431059507,2.563,4.225,0.8555549104983067,4134
351390,355523,87847,88881,3.0764337203676826,2.49,3.645,0.855589259796807,4134
355524,359657,88881,89914,3.07574068698597,2.525,3.717,0.8557215771649733,4134
359658,363791,89914,90948,3.076747701983551,2.548,3.601,0.855611030478955,4134
363792,367925,90948,91981,3.071978229317852,2.462,3.744,0.855707305273343,4134
367926,372059,91981,93015,3.070933962264151,2.505,3.619,0.8564458151910982,4134
372060,376193,93015,94048,3.0681115142718918,2.508,3.816,0.8556236090953072,4134
376194,380327,94048,95082,3.067032656023222,2.512,3.638,0.8554576681180455,4134
380328,384461,95082,96115,3.065693275278181,2.488,3.634,0.8552435897435897,4134
384462,388595,96115,97149,3.0630159651669087,2.507,3.632,0.8556049830672472,4134
388596,392729,97149,98182,3.062513062409289,2.412,3.734,0.8556369134010643,4134
392730,396863,98182,99216,3.065029511369134,2.439,3.61,0.8556792452830189,4134
396864,400997,99216,100249,3.0632735849056605,2.581,3.618,0.8555691823899371,4134
400998,405131,100249,101283,3.0569528301886795,2.536,3.702,0.855562167392356,4134
405132,409265,101283,102316,3.0552714078374454,2.499,3.627,0.8555174165457184,4134
409266,413399,102316,103350,3.0561557813255926,2.522,3.586,0.8552917271407837,4134
413400,413472,103350,103368,3.0546164383561645,2.744,3.388,0.8545479452054794,73
