key,kind,left_pattern_id,right_pattern_id,gap_bucket,left_pattern,right_pattern,train_support,valid_support,npmi,heldout_log_rate_diff,document_count,document_coverage
327888,hetero,5,26,0,' ' --d=1--> '2','0' --d=1--> '1',3503,851,0.47208773,0.04942852,2520,0.25200000
327744,hetero,5,8,0,' ' --d=1--> '2','0' --d=1--> '0',3048,675,0.36929856,0.14199385,2050,0.20500000
1376312,hetero,21,7,0,"',' --d=1--> ' '",'2' --d=1--> '0',2918,686,0.44923718,0.08224173,2359,0.23590000
1376480,hetero,21,28,0,"',' --d=1--> ' '",'2' --d=2--> '1',1625,387,0.40794411,0.06930403,1470,0.14700000
3473616,hetero,53,26,0,"',' --d=2--> '2'",'0' --d=1--> '1',1620,389,0.47015126,0.06106771,1464,0.14640000
1376465,hetero,21,26,1,"',' --d=1--> ' '",'0' --d=1--> '1',1619,385,0.43181525,0.07078624,1464,0.14640000
1376321,hetero,21,8,1,"',' --d=1--> ' '",'0' --d=1--> '0',1245,281,0.33098082,0.12300176,926,0.09260000
1376528,hetero,21,34,0,"',' --d=1--> ' '",'2' --d=2--> '0',1213,268,0.38630213,0.14433055,886,0.08860000
3473472,hetero,53,8,0,"',' --d=2--> '2'",'0' --d=1--> '0',1206,268,0.34768491,0.13854302,878,0.08780000
196650,hetero,3,5,2,' ' --d=1--> '1',' ' --d=1--> '2',1206,268,0.21289893,0.13854302,1090,0.10900000
196658,hetero,3,6,2,' ' --d=1--> '1',' ' --d=2--> '0',1135,247,0.23634416,0.15946522,1031,0.10310000
327722,self,5,5,2,' ' --d=1--> '2',' ' --d=1--> '2',1133,280,0.21405212,0.03230028,1079,0.10790000
196666,hetero,3,7,2,' ' --d=1--> '1','2' --d=1--> '0',1121,263,0.19089644,0.08428801,1036,0.10360000
327730,hetero,5,6,2,' ' --d=1--> '2',' ' --d=2--> '0',1101,272,0.24277860,0.03263769,1053,0.10530000
4849720,hetero,74,7,0,'1' --d=3--> ' ','2' --d=1--> '0',1094,251,0.34706636,0.10660867,1003,0.10030000
329720,hetero,5,255,0,' ' --d=1--> '2','0' --d=3--> '\n\n',1055,261,0.38471758,0.03124126,1170,0.11700000
327738,hetero,5,7,2,' ' --d=1--> '2','2' --d=1--> '0',1054,256,0.19236059,0.04963591,1008,0.10080000
9895992,hetero,151,7,0,'2' --d=3--> ' ','2' --d=1--> '0',991,259,0.38993102,0.02364790,964,0.09640000
2097696,hetero,32,68,0,' ' --d=1--> ' ','1' --d=1--> '.',968,285,0.56507565,0.14279147,948,0.09480000
196849,hetero,3,30,1,' ' --d=1--> '1',"',' --d=3--> '0'",935,223,0.33872824,0.06784038,887,0.08870000
196777,hetero,3,21,1,' ' --d=1--> '1',"',' --d=1--> ' '",914,238,0.30051189,0.01997448,859,0.08590000
327992,hetero,5,39,0,' ' --d=1--> '2','0' --d=2--> '0',905,218,0.29791550,0.05790550,811,0.08110000
329104,hetero,5,178,0,' ' --d=1--> '2','0' --d=2--> '2',874,219,0.35718171,0.01847427,750,0.07500000
327849,hetero,5,21,1,' ' --d=1--> '2',"',' --d=1--> ' '",873,228,0.28393863,0.02294445,851,0.08510000
327921,hetero,5,30,1,' ' --d=1--> '2',"',' --d=3--> '0'",842,210,0.31083476,0.02313811,818,0.08180000
197033,hetero,3,53,1,' ' --d=1--> '1',"',' --d=2--> '2'",818,187,0.33824583,0.11021934,772,0.07720000
198152,hetero,3,193,0,' ' --d=1--> '1','9' --d=1--> '9',816,233,0.39879876,0.11215847,617,0.06170000
1378297,hetero,21,255,1,"',' --d=1--> ' '",'0' --d=3--> '\n\n',815,217,0.49783098,0.04224362,931,0.09310000
3475448,hetero,53,255,0,"',' --d=2--> '2'",'0' --d=3--> '\n\n',815,218,0.49116947,0.04684133,932,0.09320000
328808,hetero,5,141,0,' ' --d=1--> '2','0' --d=2--> '1',815,231,0.33366848,0.10476397,715,0.07150000
198704,hetero,3,262,0,' ' --d=1--> '1','9' --d=2--> '0',785,189,0.43202265,0.05840233,610,0.06100000
328105,hetero,5,53,1,' ' --d=1--> '2',"',' --d=2--> '2'",778,198,0.32090294,0.00292512,763,0.07630000
8192248,hetero,125,31,0,' in' --d=1--> ' ','1' --d=1--> '9',761,226,0.49098545,0.15143602,636,0.06360000
196672,hetero,3,8,0,' ' --d=1--> '1','0' --d=1--> '0',760,164,0.10914243,0.16791763,673,0.06730000
2097808,hetero,32,82,0,' ' --d=1--> ' ','2' --d=1--> '.',748,233,0.53583541,0.19916985,781,0.07810000
459328,hetero,7,72,0,'2' --d=1--> '0','1' --d=1--> '2',740,191,0.35680542,0.01115762,602,0.06020000
2555968,hetero,39,8,0,'0' --d=2--> '0','0' --d=1--> '0',736,193,0.37407511,0.02699445,512,0.05120000
461896,hetero,7,393,0,'2' --d=1--> '0','1' --d=2--> '\n\n',722,175,0.42770840,0.05170479,803,0.08030000
12714120,hetero,194,17,0,'\n' --d=1--> ' ',' ' --d=2--> '.',711,205,0.64183206,0.12187193,227,0.02270000
329656,hetero,5,247,0,' ' --d=1--> '2','0' --d=2--> '3',709,153,0.34836982,0.16788323,600,0.06000000
459360,hetero,7,76,0,'2' --d=1--> '0','1' --d=1--> '1',706,173,0.35012756,0.04078927,564,0.05640000
396360,hetero,6,393,0,' ' --d=2--> '0','1' --d=2--> '\n\n',702,169,0.41568762,0.05850031,782,0.07820000
330825,hetero,5,393,1,' ' --d=1--> '2','1' --d=2--> '\n\n',701,170,0.38919514,0.05117507,783,0.07830000
459632,hetero,7,110,0,'2' --d=1--> '0','1' --d=1--> '3',686,134,0.37094728,0.26750345,481,0.04810000
5898296,hetero,90,7,0,' ' --d=3--> ' ','2' --d=1--> '0',686,164,0.32814313,0.06547682,667,0.06670000
327906,hetero,5,28,2,' ' --d=1--> '2','2' --d=2--> '1',663,171,0.23003318,0.01042294,650,0.06500000
524354,self,8,8,2,'0' --d=1--> '0','0' --d=1--> '0',657,185,0.20789929,0.09820618,373,0.03730000
8192056,hetero,125,7,0,' in' --d=1--> ' ','2' --d=1--> '0',649,150,0.28606194,0.09926305,596,0.05960000
196834,hetero,3,28,2,' ' --d=1--> '1','2' --d=2--> '1',636,147,0.21262172,0.09923160,623,0.06230000
330560,hetero,5,360,0,' ' --d=1--> '2','0' --d=2--> '7',631,143,0.37050675,0.11892686,534,0.05340000
330056,hetero,5,297,0,' ' --d=1--> '2','0' --d=2--> '4',630,130,0.35333211,0.21265099,525,0.05250000
393282,hetero,6,8,2,' ' --d=2--> '0','0' --d=1--> '0',630,141,0.20547273,0.13142555,454,0.04540000
2098272,hetero,32,140,0,' ' --d=1--> ' ','3' --d=1--> '.',619,189,0.53226679,0.17917612,647,0.06470000
458968,hetero,7,27,0,'2' --d=1--> '0','1' --d=1--> '0',617,169,0.29745946,0.07056407,546,0.05460000
196674,hetero,3,8,2,' ' --d=1--> '1','0' --d=1--> '0',617,140,0.11288092,0.11769223,449,0.04490000
328257,hetero,5,72,1,' ' --d=1--> '2','1' --d=1--> '2',616,171,0.31138055,0.08395097,545,0.05450000
4849888,hetero,74,28,0,'1' --d=3--> ' ','2' --d=2--> '1',614,142,0.32056069,0.09863349,593,0.05930000
393792,hetero,6,72,0,' ' --d=2--> '0','1' --d=1--> '2',610,171,0.31532353,0.09373898,540,0.05400000
4849873,hetero,74,26,1,'1' --d=3--> ' ','0' --d=1--> '1',607,142,0.37195342,0.08716736,587,0.05870000
330232,hetero,5,319,0,' ' --d=1--> '2','0' --d=2--> '5',593,105,0.36086702,0.36569967,494,0.04940000
328289,hetero,5,76,1,' ' --d=1--> '2','1' --d=1--> '1',593,138,0.30665809,0.09240634,521,0.05210000
9896160,hetero,151,28,0,'2' --d=3--> ' ','2' --d=2--> '1',591,163,0.37149775,0.07746856,602,0.06020000
9896145,hetero,151,26,1,'2' --d=3--> ' ','0' --d=1--> '1',588,161,0.42368355,0.07021179,598,0.05980000
327891,hetero,5,26,3,' ' --d=1--> '2','0' --d=1--> '1',581,152,0.39904780,0.02466414,583,0.05830000
393824,hetero,6,76,0,' ' --d=2--> '0','1' --d=1--> '1',579,134,0.30818608,0.09792830,513,0.05130000
330856,hetero,5,397,0,' ' --d=1--> '2','0' --d=2--> '8',574,119,0.35966193,0.20797153,505,0.05050000
461384,hetero,7,329,0,'2' --d=1--> '0','0' --d=1--> '8',570,119,0.38928463,0.20097849,475,0.04750000
196810,hetero,3,25,2,' ' --d=1--> '1',' ' --d=3--> '1',566,151,0.33205246,0.04422013,545,0.05450000
330808,hetero,5,391,0,' ' --d=1--> '2','0' --d=2--> '6',557,142,0.36148515,0.00120381,491,0.04910000
327882,hetero,5,25,2,' ' --d=1--> '2',' ' --d=3--> '1',557,146,0.33998984,0.02657576,559,0.05590000
196819,hetero,3,26,3,' ' --d=1--> '1','0' --d=1--> '1',555,133,0.37107265,0.06308461,546,0.05460000
327897,hetero,5,27,1,' ' --d=1--> '2','1' --d=1--> '0',550,151,0.26702567,0.07289593,511,0.05110000
199432,hetero,3,353,0,' ' --d=1--> '1','9' --d=1--> '8',549,145,0.37656482,0.03416968,440,0.04400000
22610056,hetero,345,17,0,'.\n' --d=1--> ' ',' ' --d=2--> '.',548,192,0.64472644,0.31675446,212,0.02120000
1379402,hetero,21,393,2,"',' --d=1--> ' '",'1' --d=2--> '\n\n',544,137,0.48184501,0.01343395,623,0.06230000
393432,hetero,6,27,0,' ' --d=2--> '0','1' --d=1--> '0',542,147,0.26899244,0.06070096,504,0.05040000
3476553,hetero,53,393,1,"',' --d=2--> '2'",'1' --d=2--> '\n\n',541,134,0.50402140,0.03004510,619,0.06190000
1969224,hetero,30,393,0,"',' --d=3--> '0'",'1' --d=2--> '\n\n',541,134,0.49598089,0.03004510,619,0.06190000
461560,hetero,7,351,0,'2' --d=1--> '0','0' --d=1--> '9',528,126,0.37865950,0.06728000,474,0.04740000
328561,hetero,5,110,1,' ' --d=1--> '2','1' --d=1--> '3',509,93,0.31117551,0.33431415,416,0.04160000
394096,hetero,6,110,0,' ' --d=2--> '0','1' --d=1--> '3',507,86,0.31057935,0.40862933,411,0.04110000
2098168,hetero,32,127,0,' ' --d=1--> ' ','1' --d=2--> '.',499,129,0.48631163,0.01274068,155,0.01550000
196675,hetero,3,8,3,' ' --d=1--> '1','0' --d=1--> '0',495,106,0.29192575,0.17558429,435,0.04350000
262145,hetero,4,0,1,' in' --d=1--> ' the',' of' --d=1--> ' the',494,128,0.25785394,0.01502912,585,0.05850000
331520,hetero,5,480,0,' ' --d=1--> '2','0' --d=2--> '9',489,114,0.34698709,0.09062967,452,0.04520000
330313,hetero,5,329,1,' ' --d=1--> '2','0' --d=1--> '8',482,99,0.35098163,0.21728989,427,0.04270000
395848,hetero,6,329,0,' ' --d=2--> '0','0' --d=1--> '8',480,96,0.35211927,0.24390354,425,0.04250000
2098720,hetero,32,196,0,' ' --d=1--> ' ','4' --d=1--> '.',477,153,0.50241828,0.22845581,523,0.05230000
1376504,hetero,21,31,0,"',' --d=1--> ' '",'1' --d=1--> '9',473,142,0.27407771,0.16226605,317,0.03170000
396024,hetero,6,351,0,' ' --d=2--> '0','0' --d=1--> '9',468,110,0.35097102,0.08245355,433,0.04330000
330489,hetero,5,351,1,' ' --d=1--> '2','0' --d=1--> '9',468,111,0.34686243,0.07340372,435,0.04350000
461520,hetero,7,346,0,'2' --d=1--> '0','0' --d=1--> '7',460,74,0.36261611,0.46162702,355,0.03550000
460040,hetero,7,161,0,'2' --d=1--> '0','1' --d=1--> '4',447,96,0.33210143,0.17267603,381,0.03810000
5898464,hetero,90,28,0,' ' --d=3--> ' ','2' --d=2--> '1',447,106,0.32957407,0.07358512,461,0.04610000
200530,hetero,3,490,2,' ' --d=1--> '1','0' --d=1--> 's',444,102,0.41728981,0.10531737,366,0.03660000
393456,hetero,6,30,0,' ' --d=2--> '0',"',' --d=3--> '0'",444,109,0.17277831,0.03894230,458,0.04580000
5898449,hetero,90,26,1,' ' --d=3--> ' ','0' --d=1--> '1',442,104,0.38642699,0.08138461,457,0.04570000
7995448,hetero,122,7,0,'0' --d=3--> ' ','2' --d=1--> '0',439,97,0.23609682,0.14425406,402,0.04020000
196882,hetero,3,34,2,' ' --d=1--> '1','2' --d=2--> '0',439,102,0.18698431,0.09399222,378,0.03780000
327954,hetero,5,34,2,' ' --d=1--> '2','2' --d=2--> '0',437,94,0.19664269,0.17110404,396,0.03960000
393274,hetero,6,7,2,' ' --d=2--> '0','2' --d=1--> '0',437,109,0.13861800,0.02305094,462,0.04620000
4849729,hetero,74,8,1,'1' --d=3--> ' ','0' --d=1--> '0',422,95,0.26937215,0.12559405,365,0.03650000
4849936,hetero,74,34,0,'1' --d=3--> ' ','2' --d=2--> '0',421,97,0.29079976,0.10238748,367,0.03670000
327747,hetero,5,8,3,' ' --d=1--> '2','0' --d=1--> '0',420,92,0.27767211,0.15293176,401,0.04010000
200168,hetero,3,445,0,' ' --d=1--> '1','9' --d=1--> '7',416,114,0.34818278,0.07104756,360,0.03600000
458778,hetero,7,3,2,'2' --d=1--> '0',' ' --d=1--> '1',415,99,0.12622358,0.06762429,319,0.03190000
9961528,hetero,152,7,0,'1' --d=2--> ' ','2' --d=1--> '0',409,113,0.24516192,0.07920704,451,0.04510000
2035537,hetero,31,490,1,'1' --d=1--> '9','0' --d=1--> 's',402,83,0.60280106,0.21207710,326,0.03260000
13107256,hetero,200,7,0,'0' --d=2--> ' ','2' --d=1--> '0',398,82,0.26425775,0.21419838,404,0.04040000
1769538,hetero,27,8,2,'1' --d=1--> '0','0' --d=1--> '0',397,83,0.20162852,0.19956130,280,0.02800000
9896001,hetero,151,8,1,'2' --d=3--> ' ','0' --d=1--> '0',395,94,0.31331815,0.07005661,375,0.03750000
524353,self,8,8,1,'0' --d=1--> '0','0' --d=1--> '0',395,119,0.21299686,0.16577210,283,0.02830000
196738,hetero,3,16,2,' ' --d=1--> '1',' ' --d=3--> '0',394,89,0.27686338,0.12218016,338,0.03380000
204984,hetero,3,1047,0,' ' --d=1--> '1','9' --d=3--> 's',393,79,0.47898977,0.23882738,321,0.03210000
2428753,hetero,37,490,1,' ' --d=2--> '9','0' --d=1--> 's',392,79,0.60334194,0.23627961,320,0.03200000
1377192,hetero,21,117,0,"',' --d=1--> ' '",'2' --d=3--> '2',390,107,0.27264374,0.07221647,365,0.03650000
393265,self,6,6,1,' ' --d=2--> '0',' ' --d=2--> '0',388,94,0.16660641,0.05217618,414,0.04140000
2490369,hetero,38,0,1,' at' --d=1--> ' the',' of' --d=1--> ' the',384,104,0.38919047,0.05928272,446,0.04460000
1377681,hetero,21,178,1,"',' --d=1--> ' '",'0' --d=2--> '2',383,103,0.32983961,0.05222837,355,0.03550000
395984,hetero,6,346,0,' ' --d=2--> '0','0' --d=1--> '7',382,64,0.32470252,0.42100315,314,0.03140000
330449,hetero,5,346,1,' ' --d=1--> '2','0' --d=1--> '7',382,63,0.31992675,0.43675151,313,0.03130000
202424,hetero,3,727,0,' ' --d=1--> '1','9' --d=3--> '.',381,114,0.37241448,0.15893345,348,0.03480000
327810,hetero,5,16,2,' ' --d=1--> '2',' ' --d=3--> '0',381,82,0.28183961,0.17054575,352,0.03520000
3474832,hetero,53,178,0,"',' --d=2--> '2'",'0' --d=2--> '2',379,103,0.35575971,0.06272716,351,0.03510000
589825,hetero,9,0,1,' to' --d=1--> ' the',' of' --d=1--> ' the',379,89,0.29639417,0.08336546,443,0.04430000
9896208,hetero,151,34,0,'2' --d=3--> ' ','2' --d=2--> '0',377,94,0.32729292,0.02341603,360,0.03600000
4915264,hetero,75,8,0,'0' --d=3--> '0','0' --d=1--> '0',373,101,0.26409749,0.05907647,268,0.02680000
15073336,hetero,230,7,0,'2' --d=2--> ' ','2' --d=1--> '0',368,83,0.26408019,0.12370795,375,0.03750000
328969,hetero,5,161,1,' ' --d=1--> '2','1' --d=1--> '4',364,82,0.29738594,0.12490024,322,0.03220000
1377368,hetero,21,139,0,"',' --d=1--> ' '",'2' --d=3--> '1',362,101,0.27751952,0.08901068,348,0.03480000
1377385,hetero,21,141,1,"',' --d=1--> ' '",'0' --d=2--> '1',360,101,0.31313139,0.09455086,347,0.03470000
394504,hetero,6,161,0,' ' --d=2--> '0','1' --d=1--> '4',359,82,0.28962926,0.11106877,317,0.03170000
393242,hetero,6,3,2,' ' --d=2--> '0',' ' --d=1--> '1',358,74,0.11958761,0.21093352,316,0.03160000
76417385,hetero,1166,301,1,""" '"" --d=1--> '1'",' at' --d=1--> ' ',355,115,0.71744880,0.23834871,108,0.01080000
3474536,hetero,53,141,0,"',' --d=2--> '2'",'0' --d=2--> '1',355,101,0.33545175,0.10853710,340,0.03400000
2099088,hetero,32,242,0,' ' --d=1--> ' ','5' --d=1--> '.',353,110,0.46465999,0.19954668,387,0.03870000
459664,hetero,7,114,0,'2' --d=1--> '0','1' --d=1--> '5',348,75,0.28996178,0.16917999,307,0.03070000
8650960,hetero,132,26,0,'1' --d=3--> '2','0' --d=1--> '1',347,100,0.31374771,0.12137978,345,0.03450000
459344,hetero,7,74,0,'2' --d=1--> '0','1' --d=3--> ' ',347,101,0.24179325,0.13133011,247,0.02470000
462304,hetero,7,444,0,'2' --d=1--> '0','0' --d=1--> '6',345,87,0.33301250,0.01210192,289,0.02890000
21299256,hetero,325,7,0,'3' --d=2--> ' ','2' --d=1--> '0',343,79,0.28431011,0.10274822,334,0.03340000
464304,hetero,7,694,0,'2' --d=1--> '0','0' --d=2--> '\n\n',342,96,0.35130196,0.09507183,385,0.03850000
8192065,hetero,125,8,1,' in' --d=1--> ' ','0' --d=1--> '0',339,89,0.25100435,0.02817064,341,0.03410000
49483624,hetero,755,493,0,' the' --d=1--> ' U','.S' --d=1--> '.',336,70,0.97680780,0.20308154,275,0.02750000
524601,hetero,8,39,1,'0' --d=1--> '0','0' --d=2--> '0',332,95,0.27098712,0.11427630,246,0.02460000
398768,hetero,6,694,0,' ' --d=2--> '0','0' --d=2--> '\n\n',331,94,0.33989515,0.10671078,371,0.03710000
328656,hetero,5,122,0,' ' --d=1--> '2','0' --d=3--> ' ',330,79,0.16042667,0.06411043,272,0.02720000
1376834,hetero,21,72,2,"',' --d=1--> ' '",'1' --d=1--> '2',329,96,0.26516942,0.13382482,306,0.03060000
333233,hetero,5,694,1,' ' --d=1--> '2','0' --d=2--> '\n\n',328,89,0.32470056,0.06115714,369,0.03690000
8192272,hetero,125,34,0,' in' --d=1--> ' ','2' --d=2--> '0',327,83,0.28151729,0.00558519,325,0.03250000
25886720,hetero,395,0,0,' the' --d=1--> ' end',' of' --d=1--> ' the',321,81,0.54166057,0.01145759,364,0.03640000
201600,hetero,3,624,0,' ' --d=1--> '1','9' --d=2--> '9',321,101,0.34399854,0.20921377,305,0.03050000
1378968,hetero,21,339,0,"',' --d=1--> ' '",'2' --d=3--> '7',321,58,0.33006608,0.34546374,274,0.02740000
13500624,hetero,206,26,0,'0' --d=3--> '2','0' --d=1--> '1',321,86,0.31196950,0.04844055,314,0.03140000
393257,hetero,6,5,1,' ' --d=2--> '0',' ' --d=1--> '2',321,74,0.13547426,0.10184165,348,0.03480000
917505,hetero,14,0,1,' on' --d=1--> ' the',' of' --d=1--> ' the',319,77,0.29648876,0.05585130,360,0.03600000
459968,hetero,7,152,0,'2' --d=1--> '0','1' --d=2--> ' ',319,46,0.25276981,0.57101533,195,0.01950000
3473985,hetero,53,72,1,"',' --d=2--> '2'",'1' --d=1--> '2',316,87,0.35445712,0.07570028,293,0.02930000
1966656,hetero,30,72,0,"',' --d=3--> '0'",'1' --d=1--> '2',316,87,0.32931204,0.07570028,293,0.02930000
3476288,hetero,53,360,0,"',' --d=2--> '2'",'0' --d=2--> '7',315,61,0.39145865,0.27616440,271,0.02710000
1379137,hetero,21,360,1,"',' --d=1--> ' '",'0' --d=2--> '7',315,58,0.36087115,0.32659525,269,0.02690000
27983928,hetero,427,7,0,'5' --d=2--> ' ','2' --d=1--> '0',314,59,0.30608276,0.30632117,325,0.03250000
1376866,hetero,21,76,2,"',' --d=1--> ' '",'1' --d=1--> '1',314,75,0.26941726,0.06637050,294,0.02940000
196635,self,3,3,3,' ' --d=1--> '1',' ' --d=1--> '1',312,118,0.17924875,0.39321581,282,0.02820000
1378040,hetero,21,223,0,"',' --d=1--> ' '",'2' --d=3--> '3',311,66,0.28001507,0.18460379,281,0.02810000
328593,hetero,5,114,1,' ' --d=1--> '2','1' --d=1--> '5',309,60,0.26516525,0.27346234,277,0.02770000
1376569,hetero,21,39,1,"',' --d=1--> ' '",'0' --d=2--> '0',306,78,0.18321662,0.00134190,318,0.03180000
331233,hetero,5,444,1,' ' --d=1--> '2','0' --d=1--> '6',305,73,0.30529367,0.06431796,262,0.02620000
396768,hetero,6,444,0,' ' --d=2--> '0','0' --d=1--> '6',304,73,0.30649863,0.06103388,261,0.02610000
35258424,hetero,538,7,0,'7' --d=2--> ' ','2' --d=1--> '0',304,68,0.30429563,0.13198562,325,0.03250000
29491256,hetero,450,7,0,'4' --d=2--> ' ','2' --d=1--> '0',304,75,0.30125293,0.03400521,332,0.03320000
394128,hetero,6,114,0,' ' --d=2--> '0','1' --d=1--> '5',304,60,0.26274798,0.25714876,272,0.02720000
1377352,hetero,21,137,0,"',' --d=1--> ' '",'2' --d=3--> '0',303,79,0.26340282,0.02124942,313,0.03130000
1,self,0,0,1,' of' --d=1--> ' the',' of' --d=1--> ' the',303,68,0.17527626,0.12869072,331,0.03310000
393384,hetero,6,21,0,' ' --d=2--> '0',"',' --d=1--> ' '",303,76,0.12701577,0.01746509,325,0.03250000
3474017,hetero,53,76,1,"',' --d=2--> '2'",'1' --d=1--> '1',302,64,0.34870994,0.18600956,283,0.02830000
1966688,hetero,30,76,0,"',' --d=3--> '0'",'1' --d=1--> '1',301,64,0.32322834,0.18269281,282,0.02820000
36307000,hetero,554,7,0,'9' --d=2--> ' ','2' --d=1--> '0',301,81,0.30257546,0.05287327,344,0.03440000
54462048,hetero,831,204,0,'1' --d=2--> ' at',' ' --d=3--> ':',300,107,0.57446077,0.33458074,128,0.01280000
1378233,hetero,21,247,1,"',' --d=1--> ' '",'0' --d=2--> '3',300,68,0.30937995,0.11874039,273,0.02730000
460024,hetero,7,159,0,'2' --d=1--> '0','1' --d=1--> '6',300,89,0.29045467,0.15038827,254,0.02540000
1048640,hetero,16,8,0,' ' --d=3--> '0','0' --d=1--> '0',300,60,0.19739544,0.24390354,268,0.02680000
64684088,hetero,987,7,0,'/' --d=3--> '/','2' --d=1--> '0',299,78,0.35868244,0.02179963,147,0.01470000
462032,hetero,7,410,0,'2' --d=1--> '0','0' --d=1--> '5',299,48,0.31427846,0.46370819,240,0.02400000
1376298,hetero,21,5,2,"',' --d=1--> ' '",' ' --d=1--> '2',298,69,0.10016177,0.09745261,241,0.02410000
8192224,hetero,125,28,0,' in' --d=1--> ' ','2' --d=2--> '1',297,63,0.23418540,0.18506304,290,0.02900000
1376306,hetero,21,6,2,"',' --d=1--> ' '",' ' --d=2--> '0',297,62,0.12811939,0.20106338,234,0.02340000
3475384,hetero,53,247,0,"',' --d=2--> '2'",'0' --d=2--> '3',296,65,0.34164904,0.15043781,267,0.02670000
1378633,hetero,21,297,1,"',' --d=1--> ' '",'0' --d=2--> '4',296,51,0.33780008,0.39299945,241,0.02410000
38404152,hetero,586,7,0,'8' --d=2--> ' ','2' --d=1--> '0',296,68,0.30798407,0.10531737,323,0.03230000
8192209,hetero,125,26,1,' in' --d=1--> ' ','0' --d=1--> '1',296,62,0.26667536,0.19769069,289,0.02890000
459728,hetero,7,122,0,'2' --d=1--> '0','0' --d=3--> ' ',296,60,0.20272053,0.23048052,213,0.02130000
201288,hetero,3,585,0,' ' --d=1--> '1','9' --d=1--> '6',295,86,0.30914044,0.13290632,261,0.02610000
9306170,hetero,142,7,2,' ' --d=1--> '0','2' --d=1--> '0',295,65,0.19624606,0.14705371,268,0.02680000
1378680,hetero,21,303,0,"',' --d=1--> ' '",'2' --d=3--> '4',294,54,0.30347420,0.32906134,242,0.02420000
466098,hetero,7,918,2,'2' --d=1--> '0','-' --d=3--> '-',293,57,0.53955294,0.27158697,134,0.01340000
333744,hetero,5,758,0,' ' --d=1--> '2','0' --d=3--> '-',292,56,0.36338086,0.28586774,176,0.01760000
3475784,hetero,53,297,0,"',' --d=2--> '2'",'0' --d=2--> '4',292,50,0.36331442,0.39919642,236,0.02360000
7995457,hetero,122,8,1,'0' --d=3--> ' ','0' --d=1--> '0',292,53,0.25990271,0.34092751,238,0.02380000
393816,hetero,6,75,0,' ' --d=2--> '0','0' --d=3--> '0',291,64,0.18165934,0.14890581,231,0.02310000
3473720,hetero,53,39,0,"',' --d=2--> '2'",'0' --d=2--> '0',290,78,0.25480958,0.05236228,304,0.03040000
459320,hetero,7,71,0,'2' --d=1--> '0','1' --d=3--> '0',290,51,0.22915589,0.37252091,162,0.01620000
394192,hetero,6,122,0,' ' --d=2--> '0','0' --d=3--> ' ',290,50,0.19387457,0.39232354,220,0.02200000
202632,hetero,3,753,0,' ' --d=1--> '1','9' --d=2--> '8',289,85,0.35302913,0.14175894,276,0.02760000
34078776,hetero,520,7,0,'6' --d=2--> ' ','2' --d=1--> '0',289,98,0.29689999,0.28407517,348,0.03480000
3145786,hetero,48,7,2,' ' --d=2--> '1','2' --d=1--> '0',288,86,0.23108861,0.15692119,330,0.03300000
4852224,hetero,74,320,0,'1' --d=3--> ' ','1' --d=2--> ':',287,109,0.38523674,0.39740004,161,0.01610000
65554,hetero,1,2,2,' the' --d=2--> ' of',"',' --d=1--> ' and'",287,90,0.13187770,0.20586183,351,0.03510000
462328,hetero,7,447,0,'2' --d=1--> '0','0' --d=1--> '4',286,55,0.31349774,0.28312425,224,0.02240000
202840,hetero,3,779,0,' ' --d=1--> '1','9' --d=2--> '3',280,70,0.33284381,0.02075999,268,0.02680000
203472,hetero,3,858,0,' ' --d=1--> '1','9' --d=2--> '4',279,57,0.33690861,0.22262614,251,0.02510000
9306162,hetero,142,6,2,' ' --d=1--> '0',' ' --d=2--> '0',279,62,0.22477702,0.13854302,254,0.02540000
5443128,hetero,83,455,0,"',' --d=1--> ' as'",' well' --d=1--> ' as',278,79,0.80086982,0.10736111,331,0.03310000
9306154,hetero,142,5,2,' ' --d=1--> '0',' ' --d=1--> '2',278,64,0.19609212,0.10320365,256,0.02560000
107492168,hetero,1640,1641,0,'|' --d=1--> 'im','prove' --d=1--> ' this',276,81,0.77839227,0.13958266,128,0.01280000
460344,hetero,7,199,0,'2' --d=1--> '0','1' --d=1--> '7',276,94,0.27726729,0.28842829,245,0.02450000
786433,hetero,12,0,1,' to' --d=2--> ' the',' of' --d=1--> ' the',276,82,0.27155507,0.15185276,323,0.03230000
460386,hetero,7,204,2,'2' --d=1--> '0',' ' --d=3--> ':',274,56,0.39490289,0.22224204,186,0.01860000
108933792,hetero,1662,1620,0,'share' --d=1--> '|','im' --d=1--> 'prove',273,79,0.83714376,0.12551043,127,0.01270000
203896,hetero,3,911,0,' ' --d=1--> '1','9' --d=2--> '7',273,84,0.34932589,0.18687938,263,0.02630000
108933961,hetero,1662,1641,1,'share' --d=1--> '|','prove' --d=1--> ' this',272,79,0.83885971,0.12918016,127,0.01270000
108934024,hetero,1662,1649,0,'share' --d=1--> '|','im' --d=2--> ' this',272,79,0.83694275,0.12918016,127,0.01270000
108999496,hetero,1663,1641,0,'share' --d=2--> 'im','prove' --d=1--> ' this',272,79,0.77645142,0.12918016,127,0.01270000
34210000,hetero,522,26,0,'/' --d=1--> '2','0' --d=1--> '1',272,64,0.35210884,0.08138461,153,0.01530000
464386,hetero,7,704,2,'2' --d=1--> '0','-' --d=1--> '0',272,50,0.33389333,0.32824468,128,0.01280000
