centered_active_experts,centered_active_experts_ratio,centered_effective_experts,centered_gini_load,centered_max_load,centered_routing_entropy,common_margin,common_winner_agreement,delta_max_load,dominance_ratio,gate_reconstruction_max_error,hidden_checkpoint_token_count,layer,log_dominance_ratio,model_seed,raw_active_experts,raw_active_experts_ratio,raw_effective_experts,raw_gini_load,raw_max_load,raw_routing_entropy,replay_a_step,replay_b_step,residual_margin,token_count,variant
8,1.0,7.9733076095581055,0.04519987106323242,0.1386098861694336,0.9983927607536316,0.1760886311531067,0.3067445755004883,0.1681346893310547,0.7442077366920258,,2097152,5,-0.2954350526123326,0,8,1.0,6.579095840454102,0.34469830989837646,0.3067445755004883,0.905963122844696,5,0,0.2366122017701855,2097152,normal
8,1.0,7.90585470199585,0.08256816864013672,0.16155672073364258,0.9943071603775024,0.34854811429977417,0.43174123764038086,0.2701845169067383,1.3880527562680798,,2097152,0,0.32790185906756397,0,8,1.0,5.440566539764404,0.46258115768432617,0.43174123764038086,0.8145856261253357,10,0,0.2511058118834626,2097152,normal
8,1.0,7.926634788513184,0.05498778820037842,0.14017629623413086,0.9955695271492004,0.02538469433784485,0.24964475631713867,0.10946846008300781,0.11097045596182938,,2097152,1,-2.198490925380777,0,8,1.0,6.867081642150879,0.3059922456741333,0.24964475631713867,0.9265657067298889,10,0,0.228751825139625,2097152,normal
8,1.0,7.85625696182251,0.10778772830963135,0.16895675659179688,0.991280734539032,0.48077479004859924,0.5587587356567383,0.3898019790649414,2.0830149473118693,,2097152,2,0.7338163155844732,0,8,1.0,4.288938045501709,0.5632960796356201,0.5587587356567383,0.7002068161964417,10,0,0.2308071723964531,2097152,normal
8,1.0,7.835394382476807,0.10135352611541748,0.18457937240600586,0.9900019764900208,0.2173977494239807,0.38236331939697266,0.1977839469909668,0.9388076282831275,,2097152,3,-0.06314468665563355,0,8,1.0,5.972993850708008,0.406413197517395,0.38236331939697266,0.8594847321510315,10,0,0.23156794094393263,2097152,normal
8,1.0,7.937662124633789,0.06630432605743408,0.15985918045043945,0.9962380528450012,0.012327969074249268,0.25100135803222656,0.09114217758178711,0.05083005856026876,,2097152,4,-2.979266625511361,0,8,1.0,6.720118999481201,0.32634925842285156,0.25100135803222656,0.9161622524261475,10,0,0.2425330488185864,2097152,normal
8,1.0,7.95203161239624,0.06024026870727539,0.15307903289794922,0.9971078038215637,0.11276277899742126,0.29698848724365234,0.14390945434570312,0.4695987645929637,,2097152,5,-0.7558765941993646,0,8,1.0,6.32813024520874,0.37458038330078125,0.29698848724365234,0.8872597813606262,10,0,0.24012579993723193,2097152,normal
8,1.0,7.893179416656494,0.08770990371704102,0.16579008102416992,0.9935355186462402,0.4360075294971466,0.4798722267150879,0.31408214569091797,1.7120892784115669,,2097152,0,0.5377144086327061,0,8,1.0,5.116954803466797,0.48189008235931396,0.4798722267150879,0.7850951552391052,20,0,0.2546640148939332,2097152,normal
8,1.0,7.918289661407471,0.05767035484313965,0.13825130462646484,0.9950629472732544,0.06402587890625,0.28321075439453125,0.1449594497680664,0.2777785410432748,,2097152,1,-1.2809309849085704,0,8,1.0,6.313366413116455,0.3795950412750244,0.28321075439453125,0.8861364722251892,20,0,0.23049253072531428,2097152,normal
8,1.0,7.807009696960449,0.12047719955444336,0.18830490112304688,0.9882566928863525,0.6083940863609314,0.6415090560913086,0.4532041549682617,2.5651047871733432,,2097152,2,0.9419993047622632,0,8,1.0,3.5615453720092773,0.6286100149154663,0.6415090560913086,0.6108344197273254,20,0,0.23718098746030591,2097152,normal
8,1.0,7.7978386878967285,0.1111377477645874,0.19421768188476562,0.9876914024353027,0.2605186700820923,0.43741893768310547,0.24320125579833984,1.113748734600196,,2097152,3,0.10773155927455536,0,8,1.0,5.579933166503906,0.44057977199554443,0.43741893768310547,0.8267492651939392,20,0,0.23391152958356543,2097152,normal
8,1.0,7.940264701843262,0.06165933609008789,0.16281652450561523,0.9963957071304321,0.12884292006492615,0.2485971450805664,0.08578062057495117,0.5340425771668771,,2097152,4,-0.6272796745134039,0,8,1.0,6.986006259918213,0.2860710620880127,0.2485971450805664,0.9348226189613342,20,0,0.24125964028644376,2097152,normal
8,1.0,7.9655609130859375,0.051455020904541016,0.14344501495361328,0.997925341129303,0.2518428564071655,0.3442697525024414,0.20082473754882812,1.057735636664954,,2097152,5,0.05613042909358934,0,8,1.0,6.339112758636475,0.36513733863830566,0.3442697525024414,0.8880936503410339,20,0,0.23809621958207572,2097152,normal
8,1.0,7.783320903778076,0.1284923553466797,0.18147659301757812,0.9867953062057495,0.4294821321964264,0.5674586296081543,0.38598203659057617,1.533677581779628,,2097152,0,0.42766848705858107,0,8,1.0,3.8711001873016357,0.6176164150238037,0.5674586296081543,0.6509145498275757,50,0,0.28003417230502237,2097152,normal
8,1.0,7.930920124053955,0.07094383239746094,0.14749813079833984,0.9958294034004211,0.059811294078826904,0.31247806549072266,0.1649799346923828,0.25758159798491553,,2097152,1,-1.3564185995708222,0,8,1.0,5.939382076263428,0.4246499538421631,0.31247806549072266,0.856770932674408,50,0,0.2322032883821521,2097152,normal
8,1.0,7.929072856903076,0.07550179958343506,0.1552600860595703,0.9957174062728882,0.28865674138069153,0.4108304977416992,0.2555704116821289,1.2303763486639183,,2097152,2,0.2073200891261997,0,8,1.0,5.453030586242676,0.44426167011260986,0.4108304977416992,0.8156861066818237,50,0,0.23460849332332145,2097152,normal
8,1.0,7.888058662414551,0.08977627754211426,0.1689295768737793,0.9932234287261963,0.0762571394443512,0.30319881439208984,0.13426923751831055,0.33193987656716717,,2097152,3,-1.102801333536245,0,8,1.0,6.81684684753418,0.30781519412994385,0.30319881439208984,0.9230348467826843,50,0,0.2297317822522018,2097152,normal
8,1.0,7.935024738311768,0.061379313468933105,0.16593503952026367,0.9960781931877136,0.18916401267051697,0.2939291000366211,0.12799406051635742,0.7828513134490297,,2097152,4,-0.2448124829679592,0,8,1.0,6.985775470733643,0.2718707323074341,0.2939291000366211,0.934806764125824,50,0,0.2416346621903358,2097152,normal
8,1.0,7.970224857330322,0.0471416711807251,0.1397252082824707,0.9982067942619324,0.11852055788040161,0.3109006881713867,0.17117547988891602,0.49729396649948293,,2097152,5,-0.6985739034365788,0,8,1.0,6.451236248016357,0.3564218282699585,0.3109006881713867,0.8965252041816711,50,0,0.23833097898750566,2097152,normal
8,1.0,7.638410568237305,0.1665111780166626,0.19018936157226562,0.9777575135231018,0.3588874936103821,0.5309000015258789,0.3407106399536133,1.1399384404604043,,2097152,0,0.1309742574530084,0,8,1.0,3.8851311206817627,0.613956093788147,0.5309000015258789,0.6526544094085693,100,0,0.3148305916110985,2097152,normal
8,1.0,7.902880668640137,0.07673954963684082,0.17422199249267578,0.9941262006759644,0.09027314186096191,0.2985649108886719,0.1243429183959961,0.36864043383766265,,2097152,1,-0.9979334741165791,0,8,1.0,5.807656288146973,0.4368213415145874,0.2985649108886719,0.8459853529930115,100,0,0.24488128152734134,2097152,normal
8,1.0,7.889516353607178,0.09383761882781982,0.1573500633239746,0.9933122992515564,0.2730156183242798,0.410430908203125,0.2530808448791504,1.1089453018948283,,2097152,2,0.10340938115495102,0,8,1.0,5.412328720092773,0.4461261034011841,0.410430908203125,0.8120831847190857,100,0,0.24619394469482359,2097152,normal
8,1.0,7.890904426574707,0.08813059329986572,0.16801691055297852,0.9933968782424927,0.03105175495147705,0.2818732261657715,0.11385631561279297,0.1351414593727284,,2097152,3,-2.0014329234254107,0,8,1.0,6.684778690338135,0.3346515893936157,0.2818732261657715,0.9136266112327576,100,0,0.2297722334478749,2097152,normal
8,1.0,7.949696063995361,0.05743598937988281,0.1576685905456543,0.996966540813446,0.17787379026412964,0.28054380416870117,0.12287521362304688,0.7294148772905947,,2097152,4,-0.3155125889888981,0,8,1.0,6.831250190734863,0.30525100231170654,0.28054380416870117,0.9240498542785645,100,0,0.24385818798327819,2097152,normal
8,1.0,7.963550090789795,0.05386185646057129,0.14377927780151367,0.9978038668632507,0.09932276606559753,0.31322717666625977,0.1694478988647461,0.4039220739491798,,2097152,5,-0.9065332458761164,0,8,1.0,6.28867244720459,0.37985360622406006,0.31322717666625977,0.8842518329620361,100,0,0.24589586078946013,2097152,normal
8,1.0,7.621621608734131,0.1670389175415039,0.1955699920654297,0.9766993522644043,0.44067996740341187,0.5092220306396484,0.31365203857421875,1.324868026286207,,2097152,0,0.2813128443026627,0,8,1.0,4.318880081176758,0.574962854385376,0.5092220306396484,0.7035524249076843,200,0,0.33262178470613435,2097152,normal
8,1.0,7.901400089263916,0.0861433744430542,0.16554641723632812,0.994036078453064,0.28834131360054016,0.4685688018798828,0.3030223846435547,1.1667230280967285,,2097152,1,0.1541989826754322,0,8,1.0,4.803553581237793,0.5354859828948975,0.4685688018798828,0.7547006607055664,200,0,0.24713775819691364,2097152,normal
8,1.0,7.877188205718994,0.09822022914886475,0.1573028564453125,0.9925602674484253,0.33688217401504517,0.46068716049194336,0.30338430404663086,1.3650832883140418,,2097152,2,0.3112154330182202,0,8,1.0,5.028132438659668,0.4920541048049927,0.46068716049194336,0.776674211025238,200,0,0.24678506937925704,2097152,normal
8,1.0,7.904286861419678,0.0828481912612915,0.1655101776123047,0.994211733341217,0.02133387327194214,0.28110790252685547,0.11559772491455078,0.09285147615109349,,2097152,3,-2.376753667860081,0,8,1.0,6.715248107910156,0.3267533779144287,0.28110790252685547,0.9158135652542114,200,0,0.2297634260248742,2097152,normal
8,1.0,7.953641414642334,0.054810285568237305,0.15725135803222656,0.9972051382064819,0.11680388450622559,0.25808238983154297,0.1008310317993164,0.4842236874871795,,2097152,4,-0.72520827064333,0,8,1.0,6.978318691253662,0.28344976902008057,0.25808238983154297,0.9342931509017944,200,0,0.2412188571615843,2097152,normal
8,1.0,7.951809883117676,0.062490105628967285,0.14548063278198242,0.9970943927764893,0.08327305316925049,0.27304792404174805,0.12756729125976562,0.3431972722847361,,2097152,5,-1.0694497804148375,0,8,1.0,6.632147789001465,0.34262728691101074,0.27304792404174805,0.9098253846168518,200,0,0.24263902977691032,2097152,normal
8,1.0,7.587461948394775,0.171311616897583,0.20399093627929688,0.9745391011238098,0.40966323018074036,0.47365570068359375,0.2696647644042969,1.1747925941273967,,2097152,0,0.1610916121124072,0,8,1.0,4.579981803894043,0.5533438920974731,0.47365570068359375,0.7317805886268616,300,0,0.3487111105641816,2097152,normal
8,1.0,7.903926849365234,0.08351016044616699,0.16160964965820312,0.9941898584365845,0.30395588278770447,0.47726964950561523,0.3156599998474121,1.2323767132379941,,2097152,1,0.208944584459126,0,8,1.0,4.798684597015381,0.5339332818984985,0.47726964950561523,0.7542129755020142,300,0,0.24664202067651786,2097152,normal
8,1.0,7.85138463973999,0.10700333118438721,0.16374969482421875,0.9909823536872864,0.4106227457523346,0.5062575340270996,0.34250783920288086,1.6335097641260385,,2097152,2,0.4907309140395082,0,8,1.0,4.719969749450684,0.5124683380126953,0.5062575340270996,0.7462592124938965,300,0,0.25137452788476367,2097152,normal
8,1.0,7.892163276672363,0.08634841442108154,0.1668076515197754,0.9934735894203186,0.025741636753082275,0.2870826721191406,0.12027502059936523,0.11188230651515724,,2097152,3,-2.1903074498749526,0,8,1.0,6.678572177886963,0.33013999462127686,0.2870826721191406,0.913179874420166,300,0,0.23007781618798617,2097152,normal
8,1.0,7.948286056518555,0.058583855628967285,0.15691804885864258,0.9968812465667725,0.12043553590774536,0.27428483963012695,0.11736679077148438,0.5012628805140703,,2097152,4,-0.6906245624942158,0,8,1.0,6.843927383422852,0.3071173429489136,0.27428483963012695,0.9249414801597595,300,0,0.24026422180759255,2097152,normal
8,1.0,7.948634624481201,0.06410789489746094,0.14916181564331055,0.996902346611023,0.1253529191017151,0.28258275985717773,0.1334209442138672,0.5157935496184319,,2097152,5,-0.6620486525722329,0,8,1.0,6.708179473876953,0.3325023651123047,0.28258275985717773,0.9153071045875549,300,0,0.24302924919174984,2097152,normal
8,1.0,7.933210372924805,0.07008397579193115,0.15195751190185547,0.9959682822227478,0.1302536129951477,0.2973151206970215,0.14535760879516602,0.5328553327018317,,2097152,0,-0.629505276615433,0,8,1.0,6.396196365356445,0.36445319652557373,0.2973151206970215,0.8924047350883484,0,1,0.2444446081353817,2097152,normal
8,1.0,7.923458576202393,0.07282829284667969,0.14927291870117188,0.9953767657279968,0.08702529966831207,0.2747650146484375,0.12549209594726562,0.38920361018137095,,2097152,1,-0.9436525826244393,0,8,1.0,7.013166427612305,0.27948427200317383,0.2747650146484375,0.9366886615753174,0,1,0.2235983875580132,2097152,normal
8,1.0,7.931046962738037,0.0742119550704956,0.15137052536010742,0.9958370923995972,0.23755186796188354,0.48852062225341797,0.33715009689331055,1.094499838033275,,2097152,2,0.09029748602030874,0,8,1.0,4.7779951095581055,0.5355116128921509,0.48852062225341797,0.7521350979804993,0,1,0.21704148297430947,2097152,normal
8,1.0,7.824272155761719,0.11368405818939209,0.16777753829956055,0.98931884765625,0.03371703624725342,0.2590603828430176,0.09128284454345703,0.14787340260733084,,2097152,3,-1.911398506330468,0,8,1.0,6.240999221801758,0.37979745864868164,0.2590603828430176,0.8805923461914062,0,1,0.22801285189052578,2097152,normal
8,1.0,7.897158622741699,0.08745098114013672,0.16949987411499023,0.993777871131897,0.2508300244808197,0.39952802658081055,0.2300281524658203,1.1014711341177723,,2097152,4,0.09664667689576945,0,8,1.0,5.655251502990723,0.44685792922973633,0.39952802658081055,0.8331970572471619,0,1,0.22772273980808677,2097152,normal
8,1.0,7.827611923217773,0.11406195163726807,0.16785240173339844,0.9895240664482117,0.3215639591217041,0.4574298858642578,0.2895774841308594,1.334572451788121,,2097152,5,0.288610969320354,0,8,1.0,5.135351181030273,0.4976940155029297,0.4574298858642578,0.7868209481239319,0,1,0.24094904603407485,2097152,normal
8,1.0,7.928660869598389,0.07204842567443848,0.1523914337158203,0.9956924319267273,0.14076730608940125,0.30218982696533203,0.14979839324951172,0.5747077335066835,0.0,2097152,0,-0.5538936267488757,0,8,1.0,6.310450553894043,0.3753303289413452,0.30218982696533203,0.8859143257141113,1,1,0.24493720526515972,2097152,normal
8,1.0,7.920334815979004,0.07316172122955322,0.1465163230895996,0.9951871037483215,0.07310452312231064,0.2433910369873047,0.09687471389770508,0.3275272697245297,0.0,2097152,1,-1.116183869051004,0,8,1.0,7.178369998931885,0.2557382583618164,0.2433910369873047,0.9478853940963745,1,1,0.22320133277389687,2097152,normal
8,1.0,7.915830135345459,0.0822756290435791,0.15659570693969727,0.9949135780334473,0.2896924316883087,0.5277786254882812,0.371182918548584,1.328439619846744,0.0,2097152,2,0.284005023976603,0,8,1.0,4.512909412384033,0.5517849922180176,0.5277786254882812,0.7246859073638916,1,1,0.2180697017465718,2097152,normal
8,1.0,7.805783271789551,0.11988437175750732,0.17332220077514648,0.9881811141967773,0.0013636350631713867,0.2479238510131836,0.10589981079101562,0.005933165711132425,0.0,2097152,3,-5.127190071880494,0,8,1.0,6.130458354949951,0.39710164070129395,0.2792220115661621,0.8719983100891113,1,1,0.2298326272284612,2097152,normal
8,1.0,7.897887706756592,0.08782649040222168,0.16755008697509766,0.9938222765922546,0.23507075011730194,0.3918461799621582,0.22429609298706055,1.0347661445964689,0.0,2097152,4,0.034175452458653055,0,8,1.0,5.62109899520874,0.4541749954223633,0.3918461799621582,0.830284059047699,1,1,0.2271728267733124,2097152,normal
8,1.0,7.805874347686768,0.12128698825836182,0.17426824569702148,0.9881867170333862,0.32344722747802734,0.45370960235595703,0.27944135665893555,1.3307164345900675,0.0,2097152,5,0.285717459601015,0,8,1.0,5.104682922363281,0.5025055408477783,0.45370960235595703,0.7839404344558716,1,1,0.2430624730186537,2097152,normal
8,1.0,7.924546718597412,0.07406151294708252,0.15325498580932617,0.995442807674408,0.15123096108436584,0.3098635673522949,0.15660858154296875,0.6157647210689893,,2097152,0,-0.48489030931808386,0,8,1.0,6.2262067794799805,0.38618993759155273,0.3098635673522949,0.8794511556625366,2,1,0.24559861244051717,2097152,normal
8,1.0,7.91675329208374,0.07372117042541504,0.14529180526733398,0.9949696063995361,0.04151609539985657,0.2301011085510254,0.0848093032836914,0.1858873660406401,,2097152,1,-1.6826141515194457,0,8,1.0,7.214548587799072,0.24949193000793457,0.2301011085510254,0.9503030180931091,2,1,0.2233400595432613,2097152,normal
8,1.0,7.909274578094482,0.08514022827148438,0.16004180908203125,0.9945151209831238,0.3061683773994446,0.5490174293518066,0.3889756202697754,1.3979733125065317,,2097152,2,0.3350235408644664,0,8,1.0,4.343420028686523,0.5659613609313965,0.5490174293518066,0.7062771320343018,2,1,0.21900874262792058,2097152,normal
8,1.0,7.792320728302002,0.12447404861450195,0.17771291732788086,0.9873510003089905,0.019234061241149902,0.2955913543701172,0.11787843704223633,0.08325776782454196,,2097152,3,-2.485813370648489,0,8,1.0,6.026782512664795,0.4117950201034546,0.2955913543701172,0.8637959957122803,2,1,0.23101821900490904,2097152,normal
8,1.0,7.893068313598633,0.09051799774169922,0.16576004028320312,0.9935287237167358,0.21148356795310974,0.3753929138183594,0.20963287353515625,0.928532844255063,,2097152,4,-0.0741495219784214,0,8,1.0,5.618649959564209,0.4587329626083374,0.3753929138183594,0.8300744891166687,2,1,0.22776099872135092,2097152,normal
8,1.0,7.788033962249756,0.12730622291564941,0.17840147018432617,0.9870864152908325,0.34151479601860046,0.46278905868530273,0.28438758850097656,1.3954817466375709,,2097152,5,0.33323968216908084,0,8,1.0,5.006190299987793,0.5100780725479126,0.46278905868530273,0.7745710611343384,2,1,0.2447289596166229,2097152,normal
8,1.0,7.921958923339844,0.07520830631256104,0.1538715362548828,0.9952857494354248,0.16103322803974152,0.31566524505615234,0.16179370880126953,0.6542182389183535,,2097152,0,-0.42431426306533826,0,8,1.0,6.17764139175415,0.3920590877532959,0.31566524505615234,0.8756853938102722,3,1,0.2461460388294654,2097152,normal
8,1.0,7.917221546173096,0.07117736339569092,0.1441817283630371,0.994998037815094,0.0463644415140152,0.22330045700073242,0.07911872863769531,0.20739719211080093,,2097152,1,-1.5731193508485293,0,8,1.0,7.2687087059021,0.24118685722351074,0.22330045700073242,0.9538996815681458,3,1,0.22355385356058832,2097152,normal
