model_seed,step,set_name,split_id,layer,token_count,c_norm,cos_to_set_global,common_margin,common_winner,set_global_margin,set_global_winner,winner_matches_set_global
0,10,secondary,0,4,32768,22.30694007873535,0.9994500279426575,0.7000802755355835,1,0.7171268463134766,1,1
0,10,secondary,1,4,32768,22.245134353637695,0.999928891658783,0.7181771397590637,1,0.7171268463134766,1,1
0,10,secondary,2,4,32768,22.126802444458008,0.9998354911804199,0.714329183101654,1,0.7171268463134766,1,1
0,10,secondary,3,4,32768,22.2172794342041,0.9998680949211121,0.7127039432525635,1,0.7171268463134766,1,1
0,10,secondary,4,4,32768,22.15945816040039,0.9999343752861023,0.7149715423583984,1,0.7171268463134766,1,1
0,10,secondary,5,4,32768,22.12697982788086,0.9999091029167175,0.7221788167953491,1,0.7171268463134766,1,1
0,10,secondary,6,4,32768,22.204721450805664,0.9999029636383057,0.7198116183280945,1,0.7171268463134766,1,1
0,10,secondary,7,4,32768,22.213333129882812,0.9998854398727417,0.7347617149353027,1,0.7171268463134766,1,1
0,10,secondary,0,5,32768,22.34547996520996,0.9996118545532227,1.2170602083206177,6,1.1740305423736572,6,1
0,10,secondary,1,5,32768,22.287710189819336,0.9999504685401917,1.1977434158325195,6,1.1740305423736572,6,1
0,10,secondary,2,5,32768,22.188474655151367,0.9998785853385925,1.1501456499099731,6,1.1740305423736572,6,1
0,10,secondary,3,5,32768,22.26015853881836,0.9999041557312012,1.1365841627120972,6,1.1740305423736572,6,1
0,10,secondary,4,5,32768,22.195423126220703,0.9999527335166931,1.1456536054611206,6,1.1740305423736572,6,1
0,10,secondary,5,5,32768,22.166229248046875,0.99993497133255,1.1777102947235107,6,1.1740305423736572,6,1
0,10,secondary,6,5,32768,22.24122428894043,0.9999337196350098,1.1766647100448608,6,1.1740305423736572,6,1
0,10,secondary,7,5,32768,22.255685806274414,0.9999208450317383,1.1906821727752686,6,1.1740305423736572,6,1
0,300,primary,0,0,32768,9.755731582641602,0.9968023300170898,0.39990508556365967,4,0.313809871673584,4,1
0,300,primary,1,0,32768,9.852705955505371,0.9891101121902466,0.5109277963638306,4,0.313809871673584,4,1
0,300,primary,2,0,32768,10.088069915771484,0.9986766576766968,0.30964207649230957,4,0.313809871673584,4,1
