size,method,step,layer,expert,activation_count,activation_share
M,baseline,152000,14,4,11827,0.09023284912109375
M,baseline,152000,14,5,17596,0.134246826171875
M,baseline,152000,14,6,17759,0.13549041748046875
M,baseline,152000,14,7,16551,0.12627410888671875
M,baseline,152000,15,0,15160,0.11566162109375
M,baseline,152000,15,1,15665,0.11951446533203125
M,baseline,152000,15,2,26554,0.2025909423828125
M,baseline,152000,15,3,14117,0.10770416259765625
M,baseline,152000,15,4,13896,0.10601806640625
M,baseline,152000,15,5,11709,0.08933258056640625
M,baseline,152000,15,6,15949,0.12168121337890625
M,baseline,152000,15,7,18022,0.1374969482421875
M,baseline,152000,16,0,16323,0.12453460693359375
M,baseline,152000,16,1,18580,0.141754150390625
M,baseline,152000,16,2,17817,0.13593292236328125
M,baseline,152000,16,3,18944,0.14453125
M,baseline,152000,16,4,17435,0.13301849365234375
M,baseline,152000,16,5,12219,0.09322357177734375
M,baseline,152000,16,6,15888,0.1212158203125
M,baseline,152000,16,7,13866,0.1057891845703125
M,baseline,152000,17,0,21118,0.1611175537109375
M,baseline,152000,17,1,17684,0.134918212890625
M,baseline,152000,17,2,13362,0.1019439697265625
M,baseline,152000,17,3,15669,0.11954498291015625
M,baseline,152000,17,4,17867,0.13631439208984375
M,baseline,152000,17,5,15170,0.1157379150390625
M,baseline,152000,17,6,14719,0.11229705810546875
M,baseline,152000,17,7,15483,0.11812591552734375
M,baseline,152000,18,0,18689,0.14258575439453125
M,baseline,152000,18,1,17567,0.13402557373046875
M,baseline,152000,18,2,14173,0.10813140869140625
M,baseline,152000,18,3,17898,0.1365509033203125
M,baseline,152000,18,4,16991,0.12963104248046875
M,baseline,152000,18,5,14960,0.1141357421875
M,baseline,152000,18,6,15544,0.11859130859375
M,baseline,152000,18,7,15250,0.1163482666015625
M,baseline,152000,19,0,17148,0.130828857421875
M,baseline,152000,19,1,15417,0.11762237548828125
M,baseline,152000,19,2,18809,0.14350128173828125
M,baseline,152000,19,3,12701,0.09690093994140625
M,baseline,152000,19,4,15713,0.11988067626953125
M,baseline,152000,19,5,17838,0.1360931396484375
M,baseline,152000,19,6,16897,0.12891387939453125
M,baseline,152000,19,7,16549,0.12625885009765625
M,baseline,152000,20,0,15641,0.11933135986328125
M,baseline,152000,20,1,16397,0.12509918212890625
M,baseline,152000,20,2,15641,0.11933135986328125
M,baseline,152000,20,3,18548,0.141510009765625
M,baseline,152000,20,4,16135,0.12310028076171875
M,baseline,152000,20,5,17721,0.13520050048828125
M,baseline,152000,20,6,16461,0.12558746337890625
M,baseline,152000,20,7,14528,0.11083984375
M,baseline,152000,21,0,17357,0.13242340087890625
M,baseline,152000,21,1,14438,0.1101531982421875
M,baseline,152000,21,2,18640,0.1422119140625
M,baseline,152000,21,3,11555,0.08815765380859375
M,baseline,152000,21,4,16046,0.1224212646484375
M,baseline,152000,21,5,18532,0.141387939453125
M,baseline,152000,21,6,16936,0.12921142578125
M,baseline,152000,21,7,17568,0.134033203125
M,baseline,152000,22,0,20462,0.1561126708984375
M,baseline,152000,22,1,13656,0.10418701171875
M,baseline,152000,22,2,15612,0.119110107421875
M,baseline,152000,22,3,18149,0.13846588134765625
M,baseline,152000,22,4,13117,0.10007476806640625
M,baseline,152000,22,5,16771,0.12795257568359375
M,baseline,152000,22,6,14593,0.11133575439453125
M,baseline,152000,22,7,18712,0.14276123046875
M,baseline,152000,23,0,23640,0.18035888671875
M,baseline,152000,23,1,12789,0.09757232666015625
M,baseline,152000,23,2,15625,0.11920928955078125
M,baseline,152000,23,3,12950,0.0988006591796875
M,baseline,152000,23,4,13717,0.10465240478515625
M,baseline,152000,23,5,17118,0.1305999755859375
M,baseline,152000,23,6,17932,0.136810302734375
M,baseline,152000,23,7,17301,0.13199615478515625
M,proposed,152000,0,0,8165,0.06229400634765625
M,proposed,152000,0,1,12845,0.09799957275390625
M,proposed,152000,0,2,12529,0.09558868408203125
M,proposed,152000,0,3,14764,0.112640380859375
M,proposed,152000,0,4,26945,0.20557403564453125
M,proposed,152000,0,5,19836,0.151336669921875
M,proposed,152000,0,6,24766,0.1889495849609375
M,proposed,152000,0,7,11222,0.0856170654296875
M,proposed,152000,1,0,8214,0.0626678466796875
M,proposed,152000,1,1,35231,0.26879119873046875
M,proposed,152000,1,2,38251,0.29183197021484375
M,proposed,152000,1,3,18336,0.139892578125
M,proposed,152000,1,4,11883,0.09066009521484375
M,proposed,152000,1,5,2954,0.0225372314453125
M,proposed,152000,1,6,9425,0.07190704345703125
M,proposed,152000,1,7,6778,0.0517120361328125
M,proposed,152000,2,0,9143,0.06975555419921875
M,proposed,152000,2,1,11349,0.08658599853515625
M,proposed,152000,2,2,32201,0.24567413330078125
M,proposed,152000,2,3,18413,0.14048004150390625
M,proposed,152000,2,4,11801,0.09003448486328125
M,proposed,152000,2,5,13043,0.09951019287109375
M,proposed,152000,2,6,18790,0.1433563232421875
M,proposed,152000,2,7,16332,0.124603271484375
M,proposed,152000,3,0,30406,0.2319793701171875
M,proposed,152000,3,1,11997,0.09152984619140625
M,proposed,152000,3,2,14280,0.10894775390625
M,proposed,152000,3,3,34853,0.26590728759765625
M,proposed,152000,3,4,9643,0.07357025146484375
M,proposed,152000,3,5,356,0.002716064453125
M,proposed,152000,3,6,13095,0.09990692138671875
M,proposed,152000,3,7,16442,0.1254425048828125
M,proposed,152000,4,0,29492,0.225006103515625
M,proposed,152000,4,1,2661,0.02030181884765625
M,proposed,152000,4,2,5232,0.0399169921875
M,proposed,152000,4,3,9223,0.07036590576171875
M,proposed,152000,4,4,26020,0.198516845703125
M,proposed,152000,4,5,19821,0.15122222900390625
M,proposed,152000,4,6,16170,0.1233673095703125
M,proposed,152000,4,7,22453,0.17130279541015625
M,proposed,152000,5,0,28409,0.21674346923828125
M,proposed,152000,5,1,4244,0.032379150390625
M,proposed,152000,5,2,3541,0.02701568603515625
M,proposed,152000,5,3,11003,0.08394622802734375
M,proposed,152000,5,4,28259,0.21559906005859375
M,proposed,152000,5,5,24683,0.18831634521484375
M,proposed,152000,5,6,7429,0.05667877197265625
M,proposed,152000,5,7,23504,0.1793212890625
M,proposed,152000,6,0,4674,0.0356597900390625
M,proposed,152000,6,1,26862,0.2049407958984375
M,proposed,152000,6,2,28291,0.21584320068359375
M,proposed,152000,6,3,2382,0.0181732177734375
M,proposed,152000,6,4,14036,0.107086181640625
M,proposed,152000,6,5,29537,0.22534942626953125
M,proposed,152000,6,6,19879,0.15166473388671875
M,proposed,152000,6,7,5411,0.04128265380859375
M,proposed,152000,7,0,10728,0.08184814453125
M,proposed,152000,7,1,2448,0.0186767578125
M,proposed,152000,7,2,48735,0.37181854248046875
M,proposed,152000,7,3,10952,0.08355712890625
M,proposed,152000,7,4,4783,0.03649139404296875
M,proposed,152000,7,5,14844,0.113250732421875
M,proposed,152000,7,6,16511,0.12596893310546875
M,proposed,152000,7,7,22071,0.16838836669921875
M,proposed,152000,8,0,27342,0.2086029052734375
M,proposed,152000,8,1,11271,0.08599090576171875
M,proposed,152000,8,2,7405,0.05649566650390625
M,proposed,152000,8,3,11864,0.09051513671875
M,proposed,152000,8,4,16729,0.12763214111328125
M,proposed,152000,8,5,25442,0.1941070556640625
M,proposed,152000,8,6,11012,0.084014892578125
M,proposed,152000,8,7,20007,0.15264129638671875
M,proposed,152000,9,0,8390,0.0640106201171875
M,proposed,152000,9,1,14438,0.1101531982421875
M,proposed,152000,9,2,13671,0.10430145263671875
M,proposed,152000,9,3,20440,0.15594482421875
M,proposed,152000,9,4,24915,0.19008636474609375
M,proposed,152000,9,5,24462,0.1866302490234375
M,proposed,152000,9,6,9361,0.07141876220703125
M,proposed,152000,9,7,15395,0.11745452880859375
M,proposed,152000,10,0,15496,0.11822509765625
M,proposed,152000,10,1,14501,0.11063385009765625
M,proposed,152000,10,2,10775,0.08220672607421875
M,proposed,152000,10,3,11027,0.08412933349609375
M,proposed,152000,10,4,12148,0.092681884765625
M,proposed,152000,10,5,14726,0.1123504638671875
M,proposed,152000,10,6,30744,0.23455810546875
M,proposed,152000,10,7,21655,0.16521453857421875
M,proposed,152000,11,0,24104,0.18389892578125
M,proposed,152000,11,1,4113,0.03137969970703125
M,proposed,152000,11,2,10064,0.0767822265625
M,proposed,152000,11,3,16710,0.1274871826171875
M,proposed,152000,11,4,18388,0.140289306640625
M,proposed,152000,11,5,12464,0.0950927734375
M,proposed,152000,11,6,24537,0.18720245361328125
M,proposed,152000,11,7,20692,0.157867431640625
M,proposed,152000,12,0,9807,0.07482147216796875
M,proposed,152000,12,1,19075,0.14553070068359375
M,proposed,152000,12,2,25850,0.1972198486328125
M,proposed,152000,12,3,21873,0.16687774658203125
M,proposed,152000,12,4,17957,0.13700103759765625
M,proposed,152000,12,5,13940,0.106353759765625
M,proposed,152000,12,6,10063,0.07677459716796875
M,proposed,152000,12,7,12507,0.09542083740234375
M,proposed,152000,13,0,13842,0.1056060791015625
M,proposed,152000,13,1,26796,0.204437255859375
M,proposed,152000,13,2,15175,0.11577606201171875
M,proposed,152000,13,3,10012,0.076385498046875
M,proposed,152000,13,4,31717,0.24198150634765625
M,proposed,152000,13,5,8660,0.066070556640625
M,proposed,152000,13,6,11678,0.0890960693359375
M,proposed,152000,13,7,13192,0.10064697265625
M,proposed,152000,14,0,25316,0.193145751953125
M,proposed,152000,14,1,10287,0.07848358154296875
M,proposed,152000,14,2,4836,0.036895751953125
M,proposed,152000,14,3,23288,0.17767333984375
M,proposed,152000,14,4,5424,0.0413818359375
M,proposed,152000,14,5,24739,0.18874359130859375
M,proposed,152000,14,6,19353,0.14765167236328125
M,proposed,152000,14,7,17829,0.13602447509765625
M,proposed,152000,15,0,16981,0.12955474853515625
M,proposed,152000,15,1,7552,0.0576171875
M,proposed,152000,15,2,27097,0.20673370361328125
M,proposed,152000,15,3,8737,0.06665802001953125
M,proposed,152000,15,4,14964,0.114166259765625
M,proposed,152000,15,5,13994,0.1067657470703125
M,proposed,152000,15,6,18916,0.144317626953125
M,proposed,152000,15,7,22831,0.17418670654296875
M,proposed,152000,16,0,17616,0.1343994140625
M,proposed,152000,16,1,19660,0.149993896484375
M,proposed,152000,16,2,28232,0.21539306640625
M,proposed,152000,16,3,19501,0.14878082275390625
M,proposed,152000,16,4,5312,0.04052734375
M,proposed,152000,16,5,13947,0.10640716552734375
M,proposed,152000,16,6,16654,0.1270599365234375
M,proposed,152000,16,7,10150,0.0774383544921875
M,proposed,152000,17,0,21472,0.163818359375
M,proposed,152000,17,1,19496,0.14874267578125
M,proposed,152000,17,2,19020,0.145111083984375
M,proposed,152000,17,3,7179,0.05477142333984375
M,proposed,152000,17,4,7871,0.06005096435546875
M,proposed,152000,17,5,12142,0.0926361083984375
M,proposed,152000,17,6,30091,0.22957611083984375
M,proposed,152000,17,7,13801,0.10529327392578125
M,proposed,152000,18,0,19409,0.14807891845703125
M,proposed,152000,18,1,9104,0.0694580078125
M,proposed,152000,18,2,7385,0.05634307861328125
M,proposed,152000,18,3,25757,0.19651031494140625
M,proposed,152000,18,4,27442,0.2093658447265625
M,proposed,152000,18,5,23064,0.17596435546875
M,proposed,152000,18,6,9275,0.07076263427734375
M,proposed,152000,18,7,9636,0.073516845703125
M,proposed,152000,19,0,31350,0.2391815185546875
M,proposed,152000,19,1,13862,0.1057586669921875
M,proposed,152000,19,2,3398,0.0259246826171875
M,proposed,152000,19,3,5236,0.039947509765625
M,proposed,152000,19,4,23382,0.1783905029296875
M,proposed,152000,19,5,13736,0.10479736328125
M,proposed,152000,19,6,19068,0.145477294921875
M,proposed,152000,19,7,21040,0.1605224609375
M,proposed,152000,20,0,17237,0.13150787353515625
M,proposed,152000,20,1,9761,0.07447052001953125
M,proposed,152000,20,2,14587,0.11128997802734375
M,proposed,152000,20,3,32627,0.24892425537109375
M,proposed,152000,20,4,10554,0.0805206298828125
M,proposed,152000,20,5,24508,0.186981201171875
M,proposed,152000,20,6,11201,0.08545684814453125
M,proposed,152000,20,7,10597,0.08084869384765625
M,proposed,152000,21,0,17413,0.13285064697265625
M,proposed,152000,21,1,18978,0.1447906494140625
M,proposed,152000,21,2,16867,0.12868499755859375
M,proposed,152000,21,3,20218,0.1542510986328125
M,proposed,152000,21,4,10414,0.0794525146484375
M,proposed,152000,21,5,27940,0.213165283203125
M,proposed,152000,21,6,8782,0.0670013427734375
M,proposed,152000,21,7,10460,0.079803466796875
M,proposed,152000,22,0,12017,0.09168243408203125
M,proposed,152000,22,1,19402,0.1480255126953125
M,proposed,152000,22,2,40927,0.31224822998046875
M,proposed,152000,22,3,8389,0.06400299072265625
M,proposed,152000,22,4,18584,0.14178466796875
M,proposed,152000,22,5,9097,0.06940460205078125
M,proposed,152000,22,6,14983,0.11431121826171875
M,proposed,152000,22,7,7673,0.05854034423828125
M,proposed,152000,23,0,13579,0.10359954833984375
M,proposed,152000,23,1,32522,0.2481231689453125
M,proposed,152000,23,2,12936,0.09869384765625
M,proposed,152000,23,3,17994,0.1372833251953125
M,proposed,152000,23,4,11737,0.08954620361328125
M,proposed,152000,23,5,15070,0.1149749755859375
M,proposed,152000,23,6,8011,0.06111907958984375
M,proposed,152000,23,7,19223,0.14665985107421875
