size,method,step,task,source_layer,target_layer,target_token_offset,recall_k,correct,total,recall
L,baseline,352000,same_token,17,19,0,2,13136,16384,0.8017578125
L,baseline,352000,same_token,17,19,0,4,14916,16384,0.910400390625
L,baseline,352000,same_token,17,20,0,1,10737,16384,0.65533447265625
L,baseline,352000,same_token,17,20,0,2,12701,16384,0.77520751953125
L,baseline,352000,same_token,17,20,0,4,14632,16384,0.89306640625
L,baseline,352000,same_token,17,21,0,1,10079,16384,0.61517333984375
L,baseline,352000,same_token,17,21,0,2,12134,16384,0.7406005859375
L,baseline,352000,same_token,17,21,0,4,14332,16384,0.874755859375
L,baseline,352000,same_token,17,22,0,1,9717,16384,0.59307861328125
L,baseline,352000,same_token,17,22,0,2,11902,16384,0.7264404296875
L,baseline,352000,same_token,17,22,0,4,14177,16384,0.86529541015625
L,baseline,352000,same_token,17,23,0,1,9886,16384,0.6033935546875
L,baseline,352000,same_token,17,23,0,2,12098,16384,0.7384033203125
L,baseline,352000,same_token,17,23,0,4,14255,16384,0.87005615234375
L,baseline,352000,same_token,17,24,0,1,8616,16384,0.52587890625
L,baseline,352000,same_token,17,24,0,2,11089,16384,0.67681884765625
L,baseline,352000,same_token,17,24,0,4,13846,16384,0.8450927734375
L,baseline,352000,same_token,17,25,0,1,8560,16384,0.5224609375
L,baseline,352000,same_token,17,25,0,2,11137,16384,0.67974853515625
L,baseline,352000,same_token,17,25,0,4,13870,16384,0.8465576171875
L,baseline,352000,same_token,17,26,0,1,7612,16384,0.464599609375
L,baseline,352000,same_token,17,26,0,2,10488,16384,0.64013671875
L,baseline,352000,same_token,17,26,0,4,13609,16384,0.83062744140625
L,baseline,352000,same_token,17,27,0,1,7929,16384,0.48394775390625
L,baseline,352000,same_token,17,27,0,2,10776,16384,0.65771484375
L,baseline,352000,same_token,17,27,0,4,13959,16384,0.85198974609375
L,baseline,352000,same_token,18,19,0,1,11769,16384,0.71832275390625
L,baseline,352000,same_token,18,19,0,2,13542,16384,0.8265380859375
L,baseline,352000,same_token,18,19,0,4,15206,16384,0.9281005859375
L,baseline,352000,same_token,18,20,0,1,11261,16384,0.68731689453125
L,baseline,352000,same_token,18,20,0,2,13092,16384,0.799072265625
L,baseline,352000,same_token,18,20,0,4,14927,16384,0.91107177734375
L,baseline,352000,same_token,18,21,0,1,10592,16384,0.646484375
L,baseline,352000,same_token,18,21,0,2,12597,16384,0.76885986328125
L,baseline,352000,same_token,18,21,0,4,14619,16384,0.89227294921875
L,baseline,352000,same_token,18,22,0,1,10147,16384,0.61932373046875
L,baseline,352000,same_token,18,22,0,2,12313,16384,0.75152587890625
L,baseline,352000,same_token,18,22,0,4,14533,16384,0.88702392578125
L,baseline,352000,same_token,18,23,0,1,10285,16384,0.62774658203125
L,baseline,352000,same_token,18,23,0,2,12442,16384,0.7593994140625
L,baseline,352000,same_token,18,23,0,4,14541,16384,0.88751220703125
L,baseline,352000,same_token,18,24,0,1,8971,16384,0.54754638671875
L,baseline,352000,same_token,18,24,0,2,11459,16384,0.69940185546875
L,baseline,352000,same_token,18,24,0,4,14079,16384,0.85931396484375
L,baseline,352000,same_token,18,25,0,1,8891,16384,0.54266357421875
L,baseline,352000,same_token,18,25,0,2,11495,16384,0.70159912109375
L,baseline,352000,same_token,18,25,0,4,14135,16384,0.86273193359375
L,baseline,352000,same_token,18,26,0,1,7968,16384,0.486328125
L,baseline,352000,same_token,18,26,0,2,10823,16384,0.66058349609375
L,baseline,352000,same_token,18,26,0,4,13889,16384,0.84771728515625
L,baseline,352000,same_token,18,27,0,1,8201,16384,0.50054931640625
L,baseline,352000,same_token,18,27,0,2,11137,16384,0.67974853515625
L,baseline,352000,same_token,18,27,0,4,14150,16384,0.8636474609375
L,baseline,352000,same_token,19,20,0,1,11877,16384,0.72491455078125
L,baseline,352000,same_token,19,20,0,2,13628,16384,0.831787109375
L,baseline,352000,same_token,19,20,0,4,15267,16384,0.93182373046875
L,baseline,352000,same_token,19,21,0,1,11127,16384,0.67913818359375
L,baseline,352000,same_token,19,21,0,2,12989,16384,0.79278564453125
L,baseline,352000,same_token,19,21,0,4,14926,16384,0.9110107421875
L,baseline,352000,same_token,19,22,0,1,10626,16384,0.6485595703125
L,baseline,352000,same_token,19,22,0,2,12696,16384,0.77490234375
L,baseline,352000,same_token,19,22,0,4,14796,16384,0.903076171875
L,baseline,352000,same_token,19,23,0,1,10682,16384,0.6519775390625
L,baseline,352000,same_token,19,23,0,2,12737,16384,0.77740478515625
L,baseline,352000,same_token,19,23,0,4,14667,16384,0.89520263671875
L,baseline,352000,same_token,19,24,0,1,9314,16384,0.5684814453125
L,baseline,352000,same_token,19,24,0,2,11701,16384,0.71417236328125
L,baseline,352000,same_token,19,24,0,4,14274,16384,0.8712158203125
L,baseline,352000,same_token,19,25,0,1,9289,16384,0.56695556640625
L,baseline,352000,same_token,19,25,0,2,11802,16384,0.7203369140625
L,baseline,352000,same_token,19,25,0,4,14289,16384,0.87213134765625
L,baseline,352000,same_token,19,26,0,1,8406,16384,0.5130615234375
L,baseline,352000,same_token,19,26,0,2,11202,16384,0.6837158203125
L,baseline,352000,same_token,19,26,0,4,14162,16384,0.8643798828125
L,baseline,352000,same_token,19,27,0,1,8535,16384,0.52093505859375
L,baseline,352000,same_token,19,27,0,2,11441,16384,0.69830322265625
L,baseline,352000,same_token,19,27,0,4,14356,16384,0.876220703125
L,baseline,352000,same_token,20,21,0,1,11729,16384,0.71588134765625
L,baseline,352000,same_token,20,21,0,2,13575,16384,0.82855224609375
L,baseline,352000,same_token,20,21,0,4,15237,16384,0.92999267578125
L,baseline,352000,same_token,20,22,0,1,11208,16384,0.68408203125
L,baseline,352000,same_token,20,22,0,2,13257,16384,0.80914306640625
L,baseline,352000,same_token,20,22,0,4,15134,16384,0.9237060546875
L,baseline,352000,same_token,20,23,0,1,11077,16384,0.67608642578125
L,baseline,352000,same_token,20,23,0,2,13054,16384,0.7967529296875
L,baseline,352000,same_token,20,23,0,4,14897,16384,0.90924072265625
L,baseline,352000,same_token,20,24,0,1,9812,16384,0.598876953125
L,baseline,352000,same_token,20,24,0,2,12184,16384,0.74365234375
L,baseline,352000,same_token,20,24,0,4,14627,16384,0.89276123046875
L,baseline,352000,same_token,20,25,0,1,9626,16384,0.5875244140625
L,baseline,352000,same_token,20,25,0,2,12053,16384,0.73565673828125
L,baseline,352000,same_token,20,25,0,4,14526,16384,0.8865966796875
L,baseline,352000,same_token,20,26,0,1,8780,16384,0.535888671875
L,baseline,352000,same_token,20,26,0,2,11618,16384,0.7091064453125
L,baseline,352000,same_token,20,26,0,4,14434,16384,0.8809814453125
L,baseline,352000,same_token,20,27,0,1,8981,16384,0.54815673828125
L,baseline,352000,same_token,20,27,0,2,11883,16384,0.72528076171875
L,baseline,352000,same_token,20,27,0,4,14674,16384,0.8956298828125
L,baseline,352000,same_token,21,22,0,1,11891,16384,0.72576904296875
L,baseline,352000,same_token,21,22,0,2,13787,16384,0.84149169921875
L,baseline,352000,same_token,21,22,0,4,15493,16384,0.94561767578125
L,baseline,352000,same_token,21,23,0,1,11547,16384,0.70477294921875
L,baseline,352000,same_token,21,23,0,2,13459,16384,0.82147216796875
L,baseline,352000,same_token,21,23,0,4,15203,16384,0.92791748046875
L,baseline,352000,same_token,21,24,0,1,10283,16384,0.62762451171875
L,baseline,352000,same_token,21,24,0,2,12635,16384,0.77117919921875
L,baseline,352000,same_token,21,24,0,4,14883,16384,0.90838623046875
L,baseline,352000,same_token,21,25,0,1,10213,16384,0.62335205078125
L,baseline,352000,same_token,21,25,0,2,12594,16384,0.7686767578125
L,baseline,352000,same_token,21,25,0,4,14876,16384,0.907958984375
L,baseline,352000,same_token,21,26,0,1,9344,16384,0.5703125
L,baseline,352000,same_token,21,26,0,2,12065,16384,0.73638916015625
L,baseline,352000,same_token,21,26,0,4,14710,16384,0.8978271484375
L,baseline,352000,same_token,21,27,0,1,9460,16384,0.577392578125
L,baseline,352000,same_token,21,27,0,2,12263,16384,0.74847412109375
L,baseline,352000,same_token,21,27,0,4,14890,16384,0.9088134765625
L,baseline,352000,same_token,22,23,0,1,12214,16384,0.7454833984375
L,baseline,352000,same_token,22,23,0,2,13981,16384,0.85333251953125
L,baseline,352000,same_token,22,23,0,4,15556,16384,0.949462890625
L,baseline,352000,same_token,22,24,0,1,10881,16384,0.66412353515625
L,baseline,352000,same_token,22,24,0,2,13240,16384,0.80810546875
L,baseline,352000,same_token,22,24,0,4,15269,16384,0.93194580078125
L,baseline,352000,same_token,22,25,0,1,10691,16384,0.65252685546875
L,baseline,352000,same_token,22,25,0,2,13016,16384,0.79443359375
L,baseline,352000,same_token,22,25,0,4,15163,16384,0.92547607421875
L,baseline,352000,same_token,22,26,0,1,9860,16384,0.601806640625
L,baseline,352000,same_token,22,26,0,2,12591,16384,0.76849365234375
L,baseline,352000,same_token,22,26,0,4,15066,16384,0.9195556640625
L,baseline,352000,same_token,22,27,0,1,9966,16384,0.6082763671875
L,baseline,352000,same_token,22,27,0,2,12760,16384,0.77880859375
L,baseline,352000,same_token,22,27,0,4,15234,16384,0.9298095703125
L,baseline,352000,same_token,23,24,0,1,11590,16384,0.7073974609375
L,baseline,352000,same_token,23,24,0,2,13751,16384,0.83929443359375
L,baseline,352000,same_token,23,24,0,4,15603,16384,0.95233154296875
L,baseline,352000,same_token,23,25,0,1,11356,16384,0.693115234375
L,baseline,352000,same_token,23,25,0,2,13592,16384,0.82958984375
L,baseline,352000,same_token,23,25,0,4,15461,16384,0.94366455078125
L,baseline,352000,same_token,23,26,0,1,10494,16384,0.6405029296875
L,baseline,352000,same_token,23,26,0,2,13079,16384,0.79827880859375
L,baseline,352000,same_token,23,26,0,4,15329,16384,0.93560791015625
L,baseline,352000,same_token,23,27,0,1,10512,16384,0.6416015625
L,baseline,352000,same_token,23,27,0,2,13214,16384,0.8065185546875
L,baseline,352000,same_token,23,27,0,4,15476,16384,0.944580078125
L,baseline,352000,same_token,24,25,0,1,12119,16384,0.73968505859375
L,baseline,352000,same_token,24,25,0,2,14284,16384,0.871826171875
L,baseline,352000,same_token,24,25,0,4,15856,16384,0.9677734375
L,baseline,352000,same_token,24,26,0,1,11145,16384,0.68023681640625
L,baseline,352000,same_token,24,26,0,2,13655,16384,0.83343505859375
L,baseline,352000,same_token,24,26,0,4,15620,16384,0.953369140625
L,baseline,352000,same_token,24,27,0,1,11076,16384,0.676025390625
L,baseline,352000,same_token,24,27,0,2,13702,16384,0.8363037109375
L,baseline,352000,same_token,24,27,0,4,15669,16384,0.95635986328125
L,baseline,352000,same_token,25,26,0,1,11910,16384,0.7269287109375
L,baseline,352000,same_token,25,26,0,2,14288,16384,0.8720703125
L,baseline,352000,same_token,25,26,0,4,15908,16384,0.970947265625
L,baseline,352000,same_token,25,27,0,1,11790,16384,0.7196044921875
L,baseline,352000,same_token,25,27,0,2,14224,16384,0.8681640625
L,baseline,352000,same_token,25,27,0,4,15860,16384,0.968017578125
L,baseline,352000,same_token,26,27,0,1,12316,16384,0.751708984375
L,baseline,352000,same_token,26,27,0,2,14682,16384,0.8961181640625
L,baseline,352000,same_token,26,27,0,4,16043,16384,0.97918701171875
L,baseline,352000,next_token,0,0,1,1,3315,16320,0.203125
L,baseline,352000,next_token,0,0,1,2,6016,16320,0.3686274509803922
L,baseline,352000,next_token,0,0,1,4,10563,16320,0.6472426470588235
L,baseline,352000,next_token,1,0,1,1,3666,16320,0.22463235294117648
L,baseline,352000,next_token,1,0,1,2,6676,16320,0.4090686274509804
L,baseline,352000,next_token,1,0,1,4,11137,16320,0.6824142156862745
L,baseline,352000,next_token,1,1,1,1,4714,16320,0.28884803921568625
L,baseline,352000,next_token,1,1,1,2,7591,16320,0.46513480392156864
L,baseline,352000,next_token,1,1,1,4,11738,16320,0.7192401960784314
L,baseline,352000,next_token,2,0,1,1,3736,16320,0.22892156862745097
L,baseline,352000,next_token,2,0,1,2,6732,16320,0.4125
L,baseline,352000,next_token,2,0,1,4,11272,16320,0.6906862745098039
L,baseline,352000,next_token,2,1,1,1,4780,16320,0.2928921568627451
L,baseline,352000,next_token,2,1,1,2,7646,16320,0.4685049019607843
L,baseline,352000,next_token,2,1,1,4,11789,16320,0.7223651960784314
L,baseline,352000,next_token,2,2,1,1,4575,16320,0.2803308823529412
L,baseline,352000,next_token,2,2,1,2,7384,16320,0.45245098039215687
L,baseline,352000,next_token,2,2,1,4,11207,16320,0.686703431372549
L,baseline,352000,next_token,3,0,1,1,3823,16320,0.23425245098039216
L,baseline,352000,next_token,3,0,1,2,6839,16320,0.4190563725490196
L,baseline,352000,next_token,3,0,1,4,11265,16320,0.6902573529411765
L,baseline,352000,next_token,3,1,1,1,4890,16320,0.29963235294117646
L,baseline,352000,next_token,3,1,1,2,7781,16320,0.47677696078431375
L,baseline,352000,next_token,3,1,1,4,11847,16320,0.7259191176470589
L,baseline,352000,next_token,3,2,1,1,4565,16320,0.27971813725490197
L,baseline,352000,next_token,3,2,1,2,7408,16320,0.453921568627451
L,baseline,352000,next_token,3,2,1,4,11348,16320,0.6953431372549019
L,baseline,352000,next_token,3,3,1,1,3792,16320,0.2323529411764706
L,baseline,352000,next_token,3,3,1,2,6345,16320,0.38878676470588236
L,baseline,352000,next_token,3,3,1,4,10563,16320,0.6472426470588235
L,baseline,352000,next_token,4,0,1,1,3896,16320,0.23872549019607844
L,baseline,352000,next_token,4,0,1,2,6894,16320,0.4224264705882353
L,baseline,352000,next_token,4,0,1,4,11306,16320,0.6927696078431372
L,baseline,352000,next_token,4,1,1,1,4992,16320,0.3058823529411765
L,baseline,352000,next_token,4,1,1,2,7865,16320,0.48192401960784315
L,baseline,352000,next_token,4,1,1,4,11935,16320,0.7313112745098039
L,baseline,352000,next_token,4,2,1,1,4612,16320,0.28259803921568627
L,baseline,352000,next_token,4,2,1,2,7363,16320,0.4511642156862745
L,baseline,352000,next_token,4,2,1,4,11420,16320,0.6997549019607843
L,baseline,352000,next_token,4,3,1,1,3808,16320,0.23333333333333334
L,baseline,352000,next_token,4,3,1,2,6446,16320,0.3949754901960784
L,baseline,352000,next_token,4,3,1,4,10632,16320,0.6514705882352941
L,baseline,352000,next_token,4,4,1,1,4112,16320,0.2519607843137255
L,baseline,352000,next_token,4,4,1,2,6743,16320,0.4131740196078431
L,baseline,352000,next_token,4,4,1,4,10814,16320,0.6626225490196078
L,baseline,352000,next_token,5,0,1,1,3937,16320,0.24123774509803922
L,baseline,352000,next_token,5,0,1,2,6921,16320,0.42408088235294117
L,baseline,352000,next_token,5,0,1,4,11362,16320,0.6962009803921568
L,baseline,352000,next_token,5,1,1,1,5033,16320,0.30839460784313727
L,baseline,352000,next_token,5,1,1,2,8005,16320,0.49050245098039214
L,baseline,352000,next_token,5,1,1,4,12014,16320,0.7361519607843138
L,baseline,352000,next_token,5,2,1,1,4636,16320,0.2840686274509804
L,baseline,352000,next_token,5,2,1,2,7413,16320,0.4542279411764706
L,baseline,352000,next_token,5,2,1,4,11465,16320,0.7025122549019608
L,baseline,352000,next_token,5,3,1,1,3856,16320,0.23627450980392156
L,baseline,352000,next_token,5,3,1,2,6541,16320,0.400796568627451
L,baseline,352000,next_token,5,3,1,4,10677,16320,0.6542279411764705
L,baseline,352000,next_token,5,4,1,1,4222,16320,0.2587009803921569
L,baseline,352000,next_token,5,4,1,2,6818,16320,0.41776960784313727
L,baseline,352000,next_token,5,4,1,4,10895,16320,0.6675857843137255
L,baseline,352000,next_token,5,5,1,1,4259,16320,0.260968137254902
L,baseline,352000,next_token,5,5,1,2,6896,16320,0.42254901960784313
L,baseline,352000,next_token,5,5,1,4,11063,16320,0.6778799019607843
L,baseline,352000,next_token,6,0,1,1,3951,16320,0.24209558823529412
L,baseline,352000,next_token,6,0,1,2,7009,16320,0.42947303921568625
L,baseline,352000,next_token,6,0,1,4,11446,16320,0.7013480392156862
L,baseline,352000,next_token,6,1,1,1,5114,16320,0.3133578431372549
L,baseline,352000,next_token,6,1,1,2,8114,16320,0.4971813725490196
L,baseline,352000,next_token,6,1,1,4,12097,16320,0.7412377450980392
L,baseline,352000,next_token,6,2,1,1,4666,16320,0.285906862745098
L,baseline,352000,next_token,6,2,1,2,7442,16320,0.4560049019607843
L,baseline,352000,next_token,6,2,1,4,11418,16320,0.6996323529411764
L,baseline,352000,next_token,6,3,1,1,3911,16320,0.23964460784313726
L,baseline,352000,next_token,6,3,1,2,6525,16320,0.39981617647058826
L,baseline,352000,next_token,6,3,1,4,10712,16320,0.6563725490196078
L,baseline,352000,next_token,6,4,1,1,4251,16320,0.2604779411764706
L,baseline,352000,next_token,6,4,1,2,6816,16320,0.4176470588235294
L,baseline,352000,next_token,6,4,1,4,10931,16320,0.6697916666666667
L,baseline,352000,next_token,6,5,1,1,4332,16320,0.26544117647058824
L,baseline,352000,next_token,6,5,1,2,6970,16320,0.4270833333333333
L,baseline,352000,next_token,6,5,1,4,11086,16320,0.6792892156862745
L,baseline,352000,next_token,6,6,1,1,4764,16320,0.29191176470588237
L,baseline,352000,next_token,6,6,1,2,7455,16320,0.4568014705882353
L,baseline,352000,next_token,6,6,1,4,11374,16320,0.6969362745098039
L,baseline,352000,next_token,7,0,1,1,3915,16320,0.23988970588235295
L,baseline,352000,next_token,7,0,1,2,6937,16320,0.4250612745098039
L,baseline,352000,next_token,7,0,1,4,11361,16320,0.696139705882353
L,baseline,352000,next_token,7,1,1,1,5053,16320,0.3096200980392157
L,baseline,352000,next_token,7,1,1,2,7996,16320,0.48995098039215684
L,baseline,352000,next_token,7,1,1,4,11985,16320,0.734375
L,baseline,352000,next_token,7,2,1,1,4594,16320,0.2814950980392157
L,baseline,352000,next_token,7,2,1,2,7342,16320,0.44987745098039217
L,baseline,352000,next_token,7,2,1,4,11358,16320,0.6959558823529411
L,baseline,352000,next_token,7,3,1,1,3764,16320,0.2306372549019608
L,baseline,352000,next_token,7,3,1,2,6386,16320,0.39129901960784313
L,baseline,352000,next_token,7,3,1,4,10515,16320,0.6443014705882353
L,baseline,352000,next_token,7,4,1,1,4120,16320,0.25245098039215685
L,baseline,352000,next_token,7,4,1,2,6701,16320,0.4106004901960784
L,baseline,352000,next_token,7,4,1,4,10756,16320,0.6590686274509804
L,baseline,352000,next_token,7,5,1,1,4225,16320,0.25888480392156865
L,baseline,352000,next_token,7,5,1,2,6816,16320,0.4176470588235294
L,baseline,352000,next_token,7,5,1,4,10938,16320,0.6702205882352941
L,baseline,352000,next_token,7,6,1,1,4699,16320,0.2879289215686274
L,baseline,352000,next_token,7,6,1,2,7436,16320,0.4556372549019608
L,baseline,352000,next_token,7,6,1,4,11256,16320,0.6897058823529412
L,baseline,352000,next_token,7,7,1,1,4590,16320,0.28125
L,baseline,352000,next_token,7,7,1,2,7314,16320,0.44816176470588237
L,baseline,352000,next_token,7,7,1,4,11253,16320,0.6895220588235295
L,baseline,352000,next_token,8,0,1,1,4015,16320,0.24601715686274508
L,baseline,352000,next_token,8,0,1,2,7092,16320,0.4345588235294118
L,baseline,352000,next_token,8,0,1,4,11498,16320,0.7045343137254902
L,baseline,352000,next_token,8,1,1,1,5268,16320,0.32279411764705884
L,baseline,352000,next_token,8,1,1,2,8156,16320,0.4997549019607843
L,baseline,352000,next_token,8,1,1,4,12187,16320,0.7467524509803921
L,baseline,352000,next_token,8,2,1,1,4625,16320,0.28339460784313725
L,baseline,352000,next_token,8,2,1,2,7489,16320,0.4588848039215686
L,baseline,352000,next_token,8,2,1,4,11448,16320,0.7014705882352941
L,baseline,352000,next_token,8,3,1,1,3806,16320,0.2332107843137255
L,baseline,352000,next_token,8,3,1,2,6506,16320,0.39865196078431375
L,baseline,352000,next_token,8,3,1,4,10678,16320,0.6542892156862745
L,baseline,352000,next_token,8,4,1,1,4226,16320,0.2589460784313726
L,baseline,352000,next_token,8,4,1,2,6938,16320,0.42512254901960783
L,baseline,352000,next_token,8,4,1,4,10900,16320,0.6678921568627451
L,baseline,352000,next_token,8,5,1,1,4280,16320,0.2622549019607843
L,baseline,352000,next_token,8,5,1,2,6930,16320,0.42463235294117646
L,baseline,352000,next_token,8,5,1,4,11028,16320,0.6757352941176471
L,baseline,352000,next_token,8,6,1,1,4821,16320,0.2954044117647059
L,baseline,352000,next_token,8,6,1,2,7541,16320,0.4620710784313726
L,baseline,352000,next_token,8,6,1,4,11375,16320,0.6969975490196079
L,baseline,352000,next_token,8,7,1,1,4759,16320,0.29160539215686276
L,baseline,352000,next_token,8,7,1,2,7518,16320,0.4606617647058823
L,baseline,352000,next_token,8,7,1,4,11383,16320,0.6974877450980392
L,baseline,352000,next_token,8,8,1,1,4650,16320,0.2849264705882353
L,baseline,352000,next_token,8,8,1,2,7425,16320,0.45496323529411764
L,baseline,352000,next_token,8,8,1,4,11332,16320,0.6943627450980392
L,baseline,352000,next_token,9,0,1,1,4009,16320,0.24564950980392156
L,baseline,352000,next_token,9,0,1,2,7105,16320,0.43535539215686275
L,baseline,352000,next_token,9,0,1,4,11500,16320,0.7046568627450981
L,baseline,352000,next_token,9,1,1,1,5265,16320,0.3226102941176471
L,baseline,352000,next_token,9,1,1,2,8290,16320,0.5079656862745098
L,baseline,352000,next_token,9,1,1,4,12209,16320,0.7481004901960784
L,baseline,352000,next_token,9,2,1,1,4672,16320,0.28627450980392155
L,baseline,352000,next_token,9,2,1,2,7486,16320,0.45870098039215684
L,baseline,352000,next_token,9,2,1,4,11441,16320,0.7010416666666667
L,baseline,352000,next_token,9,3,1,1,3886,16320,0.2381127450980392
L,baseline,352000,next_token,9,3,1,2,6561,16320,0.4020220588235294
L,baseline,352000,next_token,9,3,1,4,10737,16320,0.6579044117647059
L,baseline,352000,next_token,9,4,1,1,4272,16320,0.26176470588235295
L,baseline,352000,next_token,9,4,1,2,6886,16320,0.4219362745098039
L,baseline,352000,next_token,9,4,1,4,10829,16320,0.6635416666666667
L,baseline,352000,next_token,9,5,1,1,4335,16320,0.265625
L,baseline,352000,next_token,9,5,1,2,6991,16320,0.42837009803921566
L,baseline,352000,next_token,9,5,1,4,11140,16320,0.6825980392156863
L,baseline,352000,next_token,9,6,1,1,4846,16320,0.2969362745098039
L,baseline,352000,next_token,9,6,1,2,7617,16320,0.4667279411764706
L,baseline,352000,next_token,9,6,1,4,11422,16320,0.6998774509803921
L,baseline,352000,next_token,9,7,1,1,4793,16320,0.2936887254901961
L,baseline,352000,next_token,9,7,1,2,7500,16320,0.45955882352941174
L,baseline,352000,next_token,9,7,1,4,11372,16320,0.696813725490196
L,baseline,352000,next_token,9,8,1,1,4666,16320,0.285906862745098
L,baseline,352000,next_token,9,8,1,2,7424,16320,0.4549019607843137
L,baseline,352000,next_token,9,8,1,4,11322,16320,0.69375
L,baseline,352000,next_token,9,9,1,1,4870,16320,0.29840686274509803
L,baseline,352000,next_token,9,9,1,2,7585,16320,0.4647671568627451
L,baseline,352000,next_token,9,9,1,4,11307,16320,0.6928308823529412
L,baseline,352000,next_token,10,0,1,1,4132,16320,0.2531862745098039
L,baseline,352000,next_token,10,0,1,2,7216,16320,0.442156862745098
L,baseline,352000,next_token,10,0,1,4,11670,16320,0.7150735294117647
L,baseline,352000,next_token,10,1,1,1,5427,16320,0.33253676470588234
L,baseline,352000,next_token,10,1,1,2,8412,16320,0.5154411764705882
L,baseline,352000,next_token,10,1,1,4,12359,16320,0.7572916666666667
L,baseline,352000,next_token,10,2,1,1,4782,16320,0.29301470588235295
L,baseline,352000,next_token,10,2,1,2,7622,16320,0.4670343137254902
L,baseline,352000,next_token,10,2,1,4,11576,16320,0.7093137254901961
L,baseline,352000,next_token,10,3,1,1,3939,16320,0.24136029411764706
L,baseline,352000,next_token,10,3,1,2,6637,16320,0.40667892156862745
L,baseline,352000,next_token,10,3,1,4,10824,16320,0.663235294117647
L,baseline,352000,next_token,10,4,1,1,4333,16320,0.26550245098039216
L,baseline,352000,next_token,10,4,1,2,7056,16320,0.4323529411764706
L,baseline,352000,next_token,10,4,1,4,11067,16320,0.678125
L,baseline,352000,next_token,10,5,1,1,4351,16320,0.26660539215686274
L,baseline,352000,next_token,10,5,1,2,7117,16320,0.4360906862745098
L,baseline,352000,next_token,10,5,1,4,11221,16320,0.687561274509804
L,baseline,352000,next_token,10,6,1,1,4968,16320,0.3044117647058823
L,baseline,352000,next_token,10,6,1,2,7712,16320,0.4725490196078431
L,baseline,352000,next_token,10,6,1,4,11501,16320,0.704718137254902
L,baseline,352000,next_token,10,7,1,1,4896,16320,0.3
L,baseline,352000,next_token,10,7,1,2,7624,16320,0.46715686274509804
L,baseline,352000,next_token,10,7,1,4,11564,16320,0.7085784313725491
L,baseline,352000,next_token,10,8,1,1,4744,16320,0.29068627450980394
L,baseline,352000,next_token,10,8,1,2,7491,16320,0.45900735294117645
L,baseline,352000,next_token,10,8,1,4,11487,16320,0.7038602941176471
L,baseline,352000,next_token,10,9,1,1,4947,16320,0.303125
L,baseline,352000,next_token,10,9,1,2,7733,16320,0.47383578431372547
L,baseline,352000,next_token,10,9,1,4,11397,16320,0.6983455882352941
L,baseline,352000,next_token,10,10,1,1,5410,16320,0.3314950980392157
L,baseline,352000,next_token,10,10,1,2,8291,16320,0.5080269607843138
L,baseline,352000,next_token,10,10,1,4,12143,16320,0.7440563725490196
L,baseline,352000,next_token,11,0,1,1,4064,16320,0.24901960784313726
L,baseline,352000,next_token,11,0,1,2,7218,16320,0.44227941176470587
L,baseline,352000,next_token,11,0,1,4,11662,16320,0.7145833333333333
L,baseline,352000,next_token,11,1,1,1,5469,16320,0.33511029411764703
L,baseline,352000,next_token,11,1,1,2,8450,16320,0.5177696078431373
L,baseline,352000,next_token,11,1,1,4,12403,16320,0.7599877450980392
L,baseline,352000,next_token,11,2,1,1,4837,16320,0.29638480392156863
L,baseline,352000,next_token,11,2,1,2,7695,16320,0.47150735294117646
L,baseline,352000,next_token,11,2,1,4,11596,16320,0.7105392156862745
L,baseline,352000,next_token,11,3,1,1,4016,16320,0.246078431372549
L,baseline,352000,next_token,11,3,1,2,6759,16320,0.4141544117647059
L,baseline,352000,next_token,11,3,1,4,10890,16320,0.6672794117647058
L,baseline,352000,next_token,11,4,1,1,4359,16320,0.2670955882352941
L,baseline,352000,next_token,11,4,1,2,7083,16320,0.4340073529411765
L,baseline,352000,next_token,11,4,1,4,11047,16320,0.6768995098039216
L,baseline,352000,next_token,11,5,1,1,4412,16320,0.27034313725490194
L,baseline,352000,next_token,11,5,1,2,7215,16320,0.4420955882352941
L,baseline,352000,next_token,11,5,1,4,11301,16320,0.6924632352941177
L,baseline,352000,next_token,11,6,1,1,5048,16320,0.3093137254901961
L,baseline,352000,next_token,11,6,1,2,7893,16320,0.48363970588235294
L,baseline,352000,next_token,11,6,1,4,11602,16320,0.7109068627450981
L,baseline,352000,next_token,11,7,1,1,4924,16320,0.3017156862745098
L,baseline,352000,next_token,11,7,1,2,7672,16320,0.47009803921568627
L,baseline,352000,next_token,11,7,1,4,11531,16320,0.7065563725490196
L,baseline,352000,next_token,11,8,1,1,4835,16320,0.2962622549019608
L,baseline,352000,next_token,11,8,1,2,7695,16320,0.47150735294117646
L,baseline,352000,next_token,11,8,1,4,11502,16320,0.7047794117647059
L,baseline,352000,next_token,11,9,1,1,5076,16320,0.3110294117647059
L,baseline,352000,next_token,11,9,1,2,7753,16320,0.4750612745098039
L,baseline,352000,next_token,11,9,1,4,11414,16320,0.6993872549019607
L,baseline,352000,next_token,11,10,1,1,5513,16320,0.33780637254901963
L,baseline,352000,next_token,11,10,1,2,8428,16320,0.516421568627451
L,baseline,352000,next_token,11,10,1,4,12204,16320,0.7477941176470588
L,baseline,352000,next_token,11,11,1,1,5837,16320,0.3576593137254902
L,baseline,352000,next_token,11,11,1,2,8724,16320,0.5345588235294118
