size,method,step,task,source_layer,target_layer,target_token_offset,recall_k,correct,total,recall
L,proposed,352000,next_token,13,9,1,4,15067,16320,0.9232230392156863
L,proposed,352000,next_token,13,10,1,1,8164,16320,0.5002450980392157
L,proposed,352000,next_token,13,10,1,2,10911,16320,0.6685661764705882
L,proposed,352000,next_token,13,10,1,4,13539,16320,0.8295955882352941
L,proposed,352000,next_token,13,11,1,1,7868,16320,0.4821078431372549
L,proposed,352000,next_token,13,11,1,2,10504,16320,0.6436274509803922
L,proposed,352000,next_token,13,11,1,4,13446,16320,0.8238970588235294
L,proposed,352000,next_token,13,12,1,1,8692,16320,0.5325980392156863
L,proposed,352000,next_token,13,12,1,2,11654,16320,0.714093137254902
L,proposed,352000,next_token,13,12,1,4,14126,16320,0.8655637254901961
L,proposed,352000,next_token,13,13,1,1,7996,16320,0.48995098039215684
L,proposed,352000,next_token,13,13,1,2,10558,16320,0.646936274509804
L,proposed,352000,next_token,13,13,1,4,13301,16320,0.8150122549019608
L,proposed,352000,next_token,14,0,1,1,6415,16320,0.39307598039215685
L,proposed,352000,next_token,14,0,1,2,9407,16320,0.5764093137254902
L,proposed,352000,next_token,14,0,1,4,12978,16320,0.7952205882352941
L,proposed,352000,next_token,14,1,1,1,7723,16320,0.47322303921568626
L,proposed,352000,next_token,14,1,1,2,10584,16320,0.6485294117647059
L,proposed,352000,next_token,14,1,1,4,13734,16320,0.8415441176470588
L,proposed,352000,next_token,14,2,1,1,7656,16320,0.46911764705882353
L,proposed,352000,next_token,14,2,1,2,10723,16320,0.657046568627451
L,proposed,352000,next_token,14,2,1,4,13836,16320,0.8477941176470588
L,proposed,352000,next_token,14,3,1,1,8632,16320,0.528921568627451
L,proposed,352000,next_token,14,3,1,2,11483,16320,0.7036151960784314
L,proposed,352000,next_token,14,3,1,4,14544,16320,0.8911764705882353
L,proposed,352000,next_token,14,4,1,1,8972,16320,0.5497549019607844
L,proposed,352000,next_token,14,4,1,2,12018,16320,0.7363970588235295
L,proposed,352000,next_token,14,4,1,4,14596,16320,0.8943627450980393
L,proposed,352000,next_token,14,5,1,1,8544,16320,0.5235294117647059
L,proposed,352000,next_token,14,5,1,2,11820,16320,0.7242647058823529
L,proposed,352000,next_token,14,5,1,4,14610,16320,0.8952205882352942
L,proposed,352000,next_token,14,6,1,1,8071,16320,0.494546568627451
L,proposed,352000,next_token,14,6,1,2,11788,16320,0.7223039215686274
L,proposed,352000,next_token,14,6,1,4,14910,16320,0.9136029411764706
L,proposed,352000,next_token,14,7,1,1,9015,16320,0.5523897058823529
L,proposed,352000,next_token,14,7,1,2,12365,16320,0.7576593137254902
L,proposed,352000,next_token,14,7,1,4,15210,16320,0.9319852941176471
L,proposed,352000,next_token,14,8,1,1,9653,16320,0.5914828431372549
L,proposed,352000,next_token,14,8,1,2,12080,16320,0.7401960784313726
L,proposed,352000,next_token,14,8,1,4,14159,16320,0.8675857843137255
L,proposed,352000,next_token,14,9,1,1,9297,16320,0.5696691176470589
L,proposed,352000,next_token,14,9,1,2,12768,16320,0.7823529411764706
L,proposed,352000,next_token,14,9,1,4,15127,16320,0.9268995098039216
L,proposed,352000,next_token,14,10,1,1,8548,16320,0.5237745098039216
L,proposed,352000,next_token,14,10,1,2,11235,16320,0.6884191176470589
L,proposed,352000,next_token,14,10,1,4,13616,16320,0.8343137254901961
L,proposed,352000,next_token,14,11,1,1,8333,16320,0.5106004901960784
L,proposed,352000,next_token,14,11,1,2,11049,16320,0.6770220588235294
L,proposed,352000,next_token,14,11,1,4,13872,16320,0.85
L,proposed,352000,next_token,14,12,1,1,8502,16320,0.5209558823529412
L,proposed,352000,next_token,14,12,1,2,11596,16320,0.7105392156862745
L,proposed,352000,next_token,14,12,1,4,14147,16320,0.8668504901960784
L,proposed,352000,next_token,14,13,1,1,8312,16320,0.509313725490196
L,proposed,352000,next_token,14,13,1,2,10839,16320,0.6641544117647059
L,proposed,352000,next_token,14,13,1,4,13485,16320,0.8262867647058824
L,proposed,352000,next_token,14,14,1,1,8745,16320,0.5358455882352942
L,proposed,352000,next_token,14,14,1,2,11814,16320,0.7238970588235294
L,proposed,352000,next_token,14,14,1,4,14218,16320,0.8712009803921569
L,proposed,352000,next_token,15,0,1,1,6471,16320,0.39650735294117645
L,proposed,352000,next_token,15,0,1,2,9458,16320,0.5795343137254902
L,proposed,352000,next_token,15,0,1,4,12898,16320,0.7903186274509804
L,proposed,352000,next_token,15,1,1,1,7778,16320,0.476593137254902
L,proposed,352000,next_token,15,1,1,2,10650,16320,0.6525735294117647
L,proposed,352000,next_token,15,1,1,4,13754,16320,0.8427696078431373
L,proposed,352000,next_token,15,2,1,1,7545,16320,0.46231617647058826
L,proposed,352000,next_token,15,2,1,2,10555,16320,0.6467524509803921
L,proposed,352000,next_token,15,2,1,4,13809,16320,0.846139705882353
L,proposed,352000,next_token,15,3,1,1,8420,16320,0.5159313725490197
L,proposed,352000,next_token,15,3,1,2,11297,16320,0.692218137254902
L,proposed,352000,next_token,15,3,1,4,14445,16320,0.8851102941176471
L,proposed,352000,next_token,15,4,1,1,8860,16320,0.5428921568627451
L,proposed,352000,next_token,15,4,1,2,11971,16320,0.7335171568627451
L,proposed,352000,next_token,15,4,1,4,14621,16320,0.8958946078431372
L,proposed,352000,next_token,15,5,1,1,8640,16320,0.5294117647058824
L,proposed,352000,next_token,15,5,1,2,12010,16320,0.7359068627450981
L,proposed,352000,next_token,15,5,1,4,14707,16320,0.9011642156862745
L,proposed,352000,next_token,15,6,1,1,8209,16320,0.5030024509803922
L,proposed,352000,next_token,15,6,1,2,11887,16320,0.7283700980392157
L,proposed,352000,next_token,15,6,1,4,14948,16320,0.9159313725490196
L,proposed,352000,next_token,15,7,1,1,9116,16320,0.558578431372549
L,proposed,352000,next_token,15,7,1,2,12504,16320,0.7661764705882353
L,proposed,352000,next_token,15,7,1,4,15248,16320,0.9343137254901961
L,proposed,352000,next_token,15,8,1,1,9831,16320,0.602389705882353
L,proposed,352000,next_token,15,8,1,2,12240,16320,0.75
L,proposed,352000,next_token,15,8,1,4,14273,16320,0.8745710784313725
L,proposed,352000,next_token,15,9,1,1,9393,16320,0.5755514705882353
L,proposed,352000,next_token,15,9,1,2,12754,16320,0.7814950980392157
L,proposed,352000,next_token,15,9,1,4,15128,16320,0.9269607843137255
L,proposed,352000,next_token,15,10,1,1,8650,16320,0.5300245098039216
L,proposed,352000,next_token,15,10,1,2,11271,16320,0.690625
L,proposed,352000,next_token,15,10,1,4,13670,16320,0.8376225490196079
L,proposed,352000,next_token,15,11,1,1,8360,16320,0.5122549019607843
L,proposed,352000,next_token,15,11,1,2,11040,16320,0.6764705882352942
L,proposed,352000,next_token,15,11,1,4,13911,16320,0.852389705882353
L,proposed,352000,next_token,15,12,1,1,8594,16320,0.526593137254902
L,proposed,352000,next_token,15,12,1,2,11583,16320,0.7097426470588235
L,proposed,352000,next_token,15,12,1,4,14132,16320,0.8659313725490196
L,proposed,352000,next_token,15,13,1,1,8149,16320,0.49932598039215687
L,proposed,352000,next_token,15,13,1,2,10720,16320,0.6568627450980392
L,proposed,352000,next_token,15,13,1,4,13412,16320,0.821813725490196
L,proposed,352000,next_token,15,14,1,1,8624,16320,0.5284313725490196
L,proposed,352000,next_token,15,14,1,2,11877,16320,0.7277573529411765
L,proposed,352000,next_token,15,14,1,4,14221,16320,0.8713848039215686
L,proposed,352000,next_token,15,15,1,1,8397,16320,0.5145220588235294
L,proposed,352000,next_token,15,15,1,2,11285,16320,0.6914828431372549
L,proposed,352000,next_token,15,15,1,4,13848,16320,0.8485294117647059
L,proposed,352000,next_token,16,0,1,1,6693,16320,0.41011029411764705
L,proposed,352000,next_token,16,0,1,2,9647,16320,0.5911151960784313
L,proposed,352000,next_token,16,0,1,4,13130,16320,0.8045343137254902
L,proposed,352000,next_token,16,1,1,1,7907,16320,0.48449754901960784
L,proposed,352000,next_token,16,1,1,2,10842,16320,0.6643382352941176
L,proposed,352000,next_token,16,1,1,4,13946,16320,0.8545343137254902
L,proposed,352000,next_token,16,2,1,1,7676,16320,0.47034313725490196
L,proposed,352000,next_token,16,2,1,2,10637,16320,0.6517769607843137
L,proposed,352000,next_token,16,2,1,4,13777,16320,0.8441789215686275
L,proposed,352000,next_token,16,3,1,1,8639,16320,0.5293504901960784
L,proposed,352000,next_token,16,3,1,2,11484,16320,0.7036764705882353
L,proposed,352000,next_token,16,3,1,4,14597,16320,0.8944240196078431
L,proposed,352000,next_token,16,4,1,1,8900,16320,0.5453431372549019
L,proposed,352000,next_token,16,4,1,2,12022,16320,0.7366421568627451
L,proposed,352000,next_token,16,4,1,4,14613,16320,0.8954044117647059
L,proposed,352000,next_token,16,5,1,1,8932,16320,0.5473039215686275
L,proposed,352000,next_token,16,5,1,2,12292,16320,0.7531862745098039
L,proposed,352000,next_token,16,5,1,4,14862,16320,0.9106617647058823
L,proposed,352000,next_token,16,6,1,1,8572,16320,0.5252450980392157
L,proposed,352000,next_token,16,6,1,2,12239,16320,0.749938725490196
L,proposed,352000,next_token,16,6,1,4,15173,16320,0.9297181372549019
L,proposed,352000,next_token,16,7,1,1,9181,16320,0.562561274509804
L,proposed,352000,next_token,16,7,1,2,12523,16320,0.7673406862745098
L,proposed,352000,next_token,16,7,1,4,15226,16320,0.9329656862745098
L,proposed,352000,next_token,16,8,1,1,10121,16320,0.6201593137254902
L,proposed,352000,next_token,16,8,1,2,12489,16320,0.7652573529411765
L,proposed,352000,next_token,16,8,1,4,14472,16320,0.8867647058823529
L,proposed,352000,next_token,16,9,1,1,9487,16320,0.5813112745098039
L,proposed,352000,next_token,16,9,1,2,12788,16320,0.783578431372549
L,proposed,352000,next_token,16,9,1,4,15163,16320,0.9291053921568627
L,proposed,352000,next_token,16,10,1,1,8935,16320,0.5474877450980392
L,proposed,352000,next_token,16,10,1,2,11421,16320,0.6998161764705882
L,proposed,352000,next_token,16,10,1,4,13793,16320,0.8451593137254902
L,proposed,352000,next_token,16,11,1,1,8864,16320,0.5431372549019607
L,proposed,352000,next_token,16,11,1,2,11488,16320,0.703921568627451
L,proposed,352000,next_token,16,11,1,4,14155,16320,0.8673406862745098
L,proposed,352000,next_token,16,12,1,1,8881,16320,0.5441789215686275
L,proposed,352000,next_token,16,12,1,2,11937,16320,0.7314338235294118
L,proposed,352000,next_token,16,12,1,4,14256,16320,0.8735294117647059
L,proposed,352000,next_token,16,13,1,1,8306,16320,0.5089460784313725
L,proposed,352000,next_token,16,13,1,2,10991,16320,0.673468137254902
L,proposed,352000,next_token,16,13,1,4,13619,16320,0.8344975490196078
L,proposed,352000,next_token,16,14,1,1,8586,16320,0.5261029411764706
L,proposed,352000,next_token,16,14,1,2,11905,16320,0.7294730392156863
L,proposed,352000,next_token,16,14,1,4,14207,16320,0.8705269607843137
L,proposed,352000,next_token,16,15,1,1,8510,16320,0.5214460784313726
L,proposed,352000,next_token,16,15,1,2,11482,16320,0.7035539215686275
L,proposed,352000,next_token,16,15,1,4,13985,16320,0.8569240196078431
L,proposed,352000,next_token,16,16,1,1,8383,16320,0.5136642156862745
L,proposed,352000,next_token,16,16,1,2,10811,16320,0.6624387254901961
L,proposed,352000,next_token,16,16,1,4,13368,16320,0.8191176470588235
L,proposed,352000,next_token,17,0,1,1,6691,16320,0.4099877450980392
L,proposed,352000,next_token,17,0,1,2,9719,16320,0.5955269607843138
L,proposed,352000,next_token,17,0,1,4,13162,16320,0.8064950980392157
L,proposed,352000,next_token,17,1,1,1,8113,16320,0.4971200980392157
L,proposed,352000,next_token,17,1,1,2,11030,16320,0.6758578431372549
L,proposed,352000,next_token,17,1,1,4,14165,16320,0.867953431372549
L,proposed,352000,next_token,17,2,1,1,7815,16320,0.4788602941176471
L,proposed,352000,next_token,17,2,1,2,10837,16320,0.6640318627450981
L,proposed,352000,next_token,17,2,1,4,13946,16320,0.8545343137254902
L,proposed,352000,next_token,17,3,1,1,8647,16320,0.5298406862745098
L,proposed,352000,next_token,17,3,1,2,11621,16320,0.7120710784313725
L,proposed,352000,next_token,17,3,1,4,14662,16320,0.8984068627450981
L,proposed,352000,next_token,17,4,1,1,8950,16320,0.5484068627450981
L,proposed,352000,next_token,17,4,1,2,12067,16320,0.7393995098039216
L,proposed,352000,next_token,17,4,1,4,14673,16320,0.8990808823529411
L,proposed,352000,next_token,17,5,1,1,9263,16320,0.5675857843137255
L,proposed,352000,next_token,17,5,1,2,12497,16320,0.7657475490196078
L,proposed,352000,next_token,17,5,1,4,14987,16320,0.9183210784313726
L,proposed,352000,next_token,17,6,1,1,8896,16320,0.5450980392156862
L,proposed,352000,next_token,17,6,1,2,12618,16320,0.7731617647058824
L,proposed,352000,next_token,17,6,1,4,15299,16320,0.937438725490196
L,proposed,352000,next_token,17,7,1,1,9490,16320,0.5814950980392157
L,proposed,352000,next_token,17,7,1,2,12786,16320,0.7834558823529412
L,proposed,352000,next_token,17,7,1,4,15359,16320,0.9411151960784314
L,proposed,352000,next_token,17,8,1,1,10527,16320,0.6450367647058823
L,proposed,352000,next_token,17,8,1,2,12749,16320,0.781188725490196
L,proposed,352000,next_token,17,8,1,4,14668,16320,0.8987745098039216
L,proposed,352000,next_token,17,9,1,1,9775,16320,0.5989583333333334
L,proposed,352000,next_token,17,9,1,2,13059,16320,0.8001838235294118
L,proposed,352000,next_token,17,9,1,4,15287,16320,0.936703431372549
L,proposed,352000,next_token,17,10,1,1,9243,16320,0.5663602941176471
L,proposed,352000,next_token,17,10,1,2,11653,16320,0.714031862745098
L,proposed,352000,next_token,17,10,1,4,13869,16320,0.8498161764705883
L,proposed,352000,next_token,17,11,1,1,9111,16320,0.5582720588235294
L,proposed,352000,next_token,17,11,1,2,11659,16320,0.7143995098039215
L,proposed,352000,next_token,17,11,1,4,14366,16320,0.8802696078431372
L,proposed,352000,next_token,17,12,1,1,9350,16320,0.5729166666666666
L,proposed,352000,next_token,17,12,1,2,12193,16320,0.7471200980392156
L,proposed,352000,next_token,17,12,1,4,14370,16320,0.8805147058823529
L,proposed,352000,next_token,17,13,1,1,8694,16320,0.5327205882352941
L,proposed,352000,next_token,17,13,1,2,11398,16320,0.698406862745098
L,proposed,352000,next_token,17,13,1,4,13890,16320,0.8511029411764706
L,proposed,352000,next_token,17,14,1,1,8827,16320,0.5408700980392157
L,proposed,352000,next_token,17,14,1,2,12100,16320,0.741421568627451
L,proposed,352000,next_token,17,14,1,4,14372,16320,0.8806372549019608
L,proposed,352000,next_token,17,15,1,1,8356,16320,0.5120098039215686
L,proposed,352000,next_token,17,15,1,2,11329,16320,0.6941789215686275
L,proposed,352000,next_token,17,15,1,4,14001,16320,0.8579044117647059
L,proposed,352000,next_token,17,16,1,1,8332,16320,0.5105392156862745
L,proposed,352000,next_token,17,16,1,2,10906,16320,0.6682598039215686
L,proposed,352000,next_token,17,16,1,4,13348,16320,0.8178921568627451
L,proposed,352000,next_token,17,17,1,1,10383,16320,0.6362132352941177
L,proposed,352000,next_token,17,17,1,2,12731,16320,0.7800857843137254
L,proposed,352000,next_token,17,17,1,4,14455,16320,0.8857230392156863
L,proposed,352000,next_token,18,0,1,1,6574,16320,0.4028186274509804
L,proposed,352000,next_token,18,0,1,2,9573,16320,0.5865808823529411
L,proposed,352000,next_token,18,0,1,4,13156,16320,0.8061274509803922
L,proposed,352000,next_token,18,1,1,1,8074,16320,0.49473039215686276
L,proposed,352000,next_token,18,1,1,2,11025,16320,0.6755514705882353
L,proposed,352000,next_token,18,1,1,4,14058,16320,0.8613970588235295
L,proposed,352000,next_token,18,2,1,1,7748,16320,0.4747549019607843
L,proposed,352000,next_token,18,2,1,2,10743,16320,0.6582720588235295
L,proposed,352000,next_token,18,2,1,4,13891,16320,0.8511642156862745
L,proposed,352000,next_token,18,3,1,1,8571,16320,0.5251838235294117
L,proposed,352000,next_token,18,3,1,2,11631,16320,0.7126838235294117
L,proposed,352000,next_token,18,3,1,4,14623,16320,0.8960171568627451
L,proposed,352000,next_token,18,4,1,1,8935,16320,0.5474877450980392
L,proposed,352000,next_token,18,4,1,2,12114,16320,0.7422794117647059
L,proposed,352000,next_token,18,4,1,4,14610,16320,0.8952205882352942
L,proposed,352000,next_token,18,5,1,1,9223,16320,0.5651348039215687
L,proposed,352000,next_token,18,5,1,2,12400,16320,0.7598039215686274
L,proposed,352000,next_token,18,5,1,4,14898,16320,0.9128676470588235
L,proposed,352000,next_token,18,6,1,1,8866,16320,0.5432598039215686
L,proposed,352000,next_token,18,6,1,2,12483,16320,0.7648897058823529
L,proposed,352000,next_token,18,6,1,4,15212,16320,0.9321078431372549
L,proposed,352000,next_token,18,7,1,1,9287,16320,0.5690563725490196
L,proposed,352000,next_token,18,7,1,2,12707,16320,0.7786151960784313
L,proposed,352000,next_token,18,7,1,4,15323,16320,0.9389093137254902
L,proposed,352000,next_token,18,8,1,1,10479,16320,0.6420955882352941
L,proposed,352000,next_token,18,8,1,2,12692,16320,0.7776960784313726
L,proposed,352000,next_token,18,8,1,4,14581,16320,0.8934436274509804
L,proposed,352000,next_token,18,9,1,1,9649,16320,0.5912377450980392
L,proposed,352000,next_token,18,9,1,2,12936,16320,0.7926470588235294
L,proposed,352000,next_token,18,9,1,4,15222,16320,0.9327205882352941
L,proposed,352000,next_token,18,10,1,1,9146,16320,0.5604166666666667
L,proposed,352000,next_token,18,10,1,2,11613,16320,0.7115808823529411
L,proposed,352000,next_token,18,10,1,4,13867,16320,0.8496936274509804
L,proposed,352000,next_token,18,11,1,1,8837,16320,0.5414828431372549
L,proposed,352000,next_token,18,11,1,2,11438,16320,0.7008578431372549
L,proposed,352000,next_token,18,11,1,4,14088,16320,0.8632352941176471
L,proposed,352000,next_token,18,12,1,1,9260,16320,0.5674019607843137
L,proposed,352000,next_token,18,12,1,2,12041,16320,0.7378063725490196
L,proposed,352000,next_token,18,12,1,4,14307,16320,0.8766544117647059
L,proposed,352000,next_token,18,13,1,1,8566,16320,0.5248774509803922
L,proposed,352000,next_token,18,13,1,2,11237,16320,0.6885416666666667
L,proposed,352000,next_token,18,13,1,4,13724,16320,0.8409313725490196
L,proposed,352000,next_token,18,14,1,1,8541,16320,0.5233455882352941
L,proposed,352000,next_token,18,14,1,2,11928,16320,0.7308823529411764
L,proposed,352000,next_token,18,14,1,4,14283,16320,0.8751838235294118
L,proposed,352000,next_token,18,15,1,1,8200,16320,0.5024509803921569
L,proposed,352000,next_token,18,15,1,2,11307,16320,0.6928308823529412
L,proposed,352000,next_token,18,15,1,4,13987,16320,0.857046568627451
L,proposed,352000,next_token,18,16,1,1,7934,16320,0.4861519607843137
L,proposed,352000,next_token,18,16,1,2,10589,16320,0.6488357843137255
L,proposed,352000,next_token,18,16,1,4,13209,16320,0.809375
L,proposed,352000,next_token,18,17,1,1,10130,16320,0.6207107843137255
L,proposed,352000,next_token,18,17,1,2,12627,16320,0.7737132352941176
L,proposed,352000,next_token,18,17,1,4,14430,16320,0.8841911764705882
L,proposed,352000,next_token,18,18,1,1,9252,16320,0.5669117647058823
L,proposed,352000,next_token,18,18,1,2,11480,16320,0.7034313725490197
L,proposed,352000,next_token,18,18,1,4,13640,16320,0.8357843137254902
L,proposed,352000,next_token,19,0,1,1,7012,16320,0.429656862745098
L,proposed,352000,next_token,19,0,1,2,10037,16320,0.6150122549019608
L,proposed,352000,next_token,19,0,1,4,13462,16320,0.8248774509803921
L,proposed,352000,next_token,19,1,1,1,8259,16320,0.5060661764705883
L,proposed,352000,next_token,19,1,1,2,11200,16320,0.6862745098039216
L,proposed,352000,next_token,19,1,1,4,14257,16320,0.8735906862745098
L,proposed,352000,next_token,19,2,1,1,7895,16320,0.4837622549019608
L,proposed,352000,next_token,19,2,1,2,10823,16320,0.6631740196078432
L,proposed,352000,next_token,19,2,1,4,13911,16320,0.852389705882353
L,proposed,352000,next_token,19,3,1,1,8801,16320,0.5392769607843138
L,proposed,352000,next_token,19,3,1,2,11842,16320,0.7256127450980392
L,proposed,352000,next_token,19,3,1,4,14681,16320,0.8995710784313725
L,proposed,352000,next_token,19,4,1,1,9006,16320,0.5518382352941177
L,proposed,352000,next_token,19,4,1,2,12099,16320,0.741360294117647
L,proposed,352000,next_token,19,4,1,4,14593,16320,0.8941789215686274
L,proposed,352000,next_token,19,5,1,1,9562,16320,0.5859068627450981
L,proposed,352000,next_token,19,5,1,2,12676,16320,0.7767156862745098
L,proposed,352000,next_token,19,5,1,4,15100,16320,0.9252450980392157
L,proposed,352000,next_token,19,6,1,1,9373,16320,0.5743259803921569
L,proposed,352000,next_token,19,6,1,2,12852,16320,0.7875
L,proposed,352000,next_token,19,6,1,4,15283,16320,0.9364583333333333
L,proposed,352000,next_token,19,7,1,1,9537,16320,0.584375
L,proposed,352000,next_token,19,7,1,2,12857,16320,0.7878063725490196
L,proposed,352000,next_token,19,7,1,4,15353,16320,0.9407475490196079
L,proposed,352000,next_token,19,8,1,1,10656,16320,0.6529411764705882
L,proposed,352000,next_token,19,8,1,2,12867,16320,0.7884191176470589
L,proposed,352000,next_token,19,8,1,4,14687,16320,0.899938725490196
L,proposed,352000,next_token,19,9,1,1,9821,16320,0.6017769607843138
L,proposed,352000,next_token,19,9,1,2,13060,16320,0.8002450980392157
L,proposed,352000,next_token,19,9,1,4,15327,16320,0.9391544117647059
L,proposed,352000,next_token,19,10,1,1,9327,16320,0.5715073529411765
L,proposed,352000,next_token,19,10,1,2,11817,16320,0.7240808823529412
L,proposed,352000,next_token,19,10,1,4,14047,16320,0.8607230392156863
L,proposed,352000,next_token,19,11,1,1,9226,16320,0.5653186274509804
L,proposed,352000,next_token,19,11,1,2,11738,16320,0.7192401960784314
L,proposed,352000,next_token,19,11,1,4,14302,16320,0.8763480392156863
L,proposed,352000,next_token,19,12,1,1,9552,16320,0.5852941176470589
L,proposed,352000,next_token,19,12,1,2,12193,16320,0.7471200980392156
L,proposed,352000,next_token,19,12,1,4,14345,16320,0.8789828431372549
L,proposed,352000,next_token,19,13,1,1,9035,16320,0.5536151960784313
L,proposed,352000,next_token,19,13,1,2,11641,16320,0.7132965686274509
L,proposed,352000,next_token,19,13,1,4,14014,16320,0.8587009803921568
L,proposed,352000,next_token,19,14,1,1,8901,16320,0.5454044117647059
L,proposed,352000,next_token,19,14,1,2,12117,16320,0.7424632352941176
L,proposed,352000,next_token,19,14,1,4,14359,16320,0.8798406862745098
L,proposed,352000,next_token,19,15,1,1,8649,16320,0.5299632352941176
L,proposed,352000,next_token,19,15,1,2,11667,16320,0.7148897058823529
L,proposed,352000,next_token,19,15,1,4,14120,16320,0.8651960784313726
L,proposed,352000,next_token,19,16,1,1,8214,16320,0.5033088235294118
L,proposed,352000,next_token,19,16,1,2,10869,16320,0.6659926470588236
L,proposed,352000,next_token,19,16,1,4,13342,16320,0.8175245098039216
L,proposed,352000,next_token,19,17,1,1,10174,16320,0.623406862745098
L,proposed,352000,next_token,19,17,1,2,12634,16320,0.7741421568627451
L,proposed,352000,next_token,19,17,1,4,14350,16320,0.8792892156862745
L,proposed,352000,next_token,19,18,1,1,9445,16320,0.5787377450980392
L,proposed,352000,next_token,19,18,1,2,11530,16320,0.7064950980392157
L,proposed,352000,next_token,19,18,1,4,13638,16320,0.8356617647058824
L,proposed,352000,next_token,19,19,1,1,7980,16320,0.4889705882352941
L,proposed,352000,next_token,19,19,1,2,10698,16320,0.6555147058823529
L,proposed,352000,next_token,19,19,1,4,13251,16320,0.8119485294117647
L,proposed,352000,next_token,20,0,1,1,7256,16320,0.4446078431372549
L,proposed,352000,next_token,20,0,1,2,10292,16320,0.6306372549019608
L,proposed,352000,next_token,20,0,1,4,13727,16320,0.8411151960784313
L,proposed,352000,next_token,20,1,1,1,8604,16320,0.5272058823529412
L,proposed,352000,next_token,20,1,1,2,11422,16320,0.6998774509803921
L,proposed,352000,next_token,20,1,1,4,14380,16320,0.8811274509803921
L,proposed,352000,next_token,20,2,1,1,7897,16320,0.48388480392156863
L,proposed,352000,next_token,20,2,1,2,10829,16320,0.6635416666666667
L,proposed,352000,next_token,20,2,1,4,13903,16320,0.8518995098039216
L,proposed,352000,next_token,20,3,1,1,8886,16320,0.544485294117647
L,proposed,352000,next_token,20,3,1,2,11923,16320,0.7305759803921569
L,proposed,352000,next_token,20,3,1,4,14695,16320,0.9004289215686274
L,proposed,352000,next_token,20,4,1,1,9040,16320,0.553921568627451
L,proposed,352000,next_token,20,4,1,2,12150,16320,0.7444852941176471
L,proposed,352000,next_token,20,4,1,4,14664,16320,0.8985294117647059
L,proposed,352000,next_token,20,5,1,1,9552,16320,0.5852941176470589
L,proposed,352000,next_token,20,5,1,2,12708,16320,0.7786764705882353
L,proposed,352000,next_token,20,5,1,4,15080,16320,0.9240196078431373
L,proposed,352000,next_token,20,6,1,1,9649,16320,0.5912377450980392
L,proposed,352000,next_token,20,6,1,2,13071,16320,0.8009191176470588
L,proposed,352000,next_token,20,6,1,4,15400,16320,0.9436274509803921
L,proposed,352000,next_token,20,7,1,1,9681,16320,0.5931985294117647
L,proposed,352000,next_token,20,7,1,2,12940,16320,0.7928921568627451
L,proposed,352000,next_token,20,7,1,4,15413,16320,0.9444240196078432
L,proposed,352000,next_token,20,8,1,1,10688,16320,0.6549019607843137
L,proposed,352000,next_token,20,8,1,2,12988,16320,0.7958333333333333
L,proposed,352000,next_token,20,8,1,4,14775,16320,0.9053308823529411
L,proposed,352000,next_token,20,9,1,1,10065,16320,0.6167279411764706
L,proposed,352000,next_token,20,9,1,2,13216,16320,0.8098039215686275
L,proposed,352000,next_token,20,9,1,4,15363,16320,0.9413602941176471
L,proposed,352000,next_token,20,10,1,1,9700,16320,0.5943627450980392
L,proposed,352000,next_token,20,10,1,2,12073,16320,0.7397671568627451
L,proposed,352000,next_token,20,10,1,4,14216,16320,0.871078431372549
L,proposed,352000,next_token,20,11,1,1,9740,16320,0.5968137254901961
L,proposed,352000,next_token,20,11,1,2,12101,16320,0.7414828431372549
L,proposed,352000,next_token,20,11,1,4,14508,16320,0.8889705882352941
L,proposed,352000,next_token,20,12,1,1,9812,16320,0.6012254901960784
L,proposed,352000,next_token,20,12,1,2,12397,16320,0.7596200980392157
L,proposed,352000,next_token,20,12,1,4,14365,16320,0.8802083333333334
L,proposed,352000,next_token,20,13,1,1,9214,16320,0.5645833333333333
L,proposed,352000,next_token,20,13,1,2,11895,16320,0.7288602941176471
L,proposed,352000,next_token,20,13,1,4,14123,16320,0.8653799019607843
L,proposed,352000,next_token,20,14,1,1,9176,16320,0.5622549019607843
L,proposed,352000,next_token,20,14,1,2,12285,16320,0.7527573529411765
L,proposed,352000,next_token,20,14,1,4,14384,16320,0.8813725490196078
L,proposed,352000,next_token,20,15,1,1,9013,16320,0.5522671568627451
L,proposed,352000,next_token,20,15,1,2,11817,16320,0.7240808823529412
L,proposed,352000,next_token,20,15,1,4,14203,16320,0.870281862745098
L,proposed,352000,next_token,20,16,1,1,8543,16320,0.5234681372549019
L,proposed,352000,next_token,20,16,1,2,11087,16320,0.6793504901960784
L,proposed,352000,next_token,20,16,1,4,13373,16320,0.8194240196078432
L,proposed,352000,next_token,20,17,1,1,10224,16320,0.6264705882352941
L,proposed,352000,next_token,20,17,1,2,12644,16320,0.7747549019607843
L,proposed,352000,next_token,20,17,1,4,14397,16320,0.8821691176470589
L,proposed,352000,next_token,20,18,1,1,9426,16320,0.5775735294117647
L,proposed,352000,next_token,20,18,1,2,11470,16320,0.7028186274509803
L,proposed,352000,next_token,20,18,1,4,13603,16320,0.8335171568627451
L,proposed,352000,next_token,20,19,1,1,8158,16320,0.49987745098039216
L,proposed,352000,next_token,20,19,1,2,10893,16320,0.6674632352941177
L,proposed,352000,next_token,20,19,1,4,13412,16320,0.821813725490196
L,proposed,352000,next_token,20,20,1,1,8485,16320,0.5199142156862745
