size,method,step,layer,expert,activation_count,activation_share
M,baseline,172000,14,0,17768,0.13555908203125
M,baseline,172000,14,1,19061,0.14542388916015625
M,baseline,172000,14,2,15325,0.11692047119140625
M,baseline,172000,14,3,14990,0.1143646240234375
M,baseline,172000,14,4,11734,0.0895233154296875
M,baseline,172000,14,5,17686,0.1349334716796875
M,baseline,172000,14,6,17332,0.132232666015625
M,baseline,172000,14,7,17176,0.13104248046875
M,baseline,172000,15,0,15367,0.11724090576171875
M,baseline,172000,15,1,15492,0.118194580078125
M,baseline,172000,15,2,26237,0.20017242431640625
M,baseline,172000,15,3,14223,0.10851287841796875
M,baseline,172000,15,4,14246,0.1086883544921875
M,baseline,172000,15,5,11549,0.08811187744140625
M,baseline,172000,15,6,15970,0.1218414306640625
M,baseline,172000,15,7,17988,0.137237548828125
M,baseline,172000,16,0,16329,0.12458038330078125
M,baseline,172000,16,1,18604,0.141937255859375
M,baseline,172000,16,2,18040,0.13763427734375
M,baseline,172000,16,3,19267,0.14699554443359375
M,baseline,172000,16,4,17239,0.13152313232421875
M,baseline,172000,16,5,12418,0.0947418212890625
M,baseline,172000,16,6,15902,0.1213226318359375
M,baseline,172000,16,7,13273,0.10126495361328125
M,baseline,172000,17,0,21247,0.16210174560546875
M,baseline,172000,17,1,17685,0.13492584228515625
M,baseline,172000,17,2,12882,0.0982818603515625
M,baseline,172000,17,3,15936,0.12158203125
M,baseline,172000,17,4,17926,0.1367645263671875
M,baseline,172000,17,5,14734,0.1124114990234375
M,baseline,172000,17,6,14635,0.11165618896484375
M,baseline,172000,17,7,16027,0.12227630615234375
M,baseline,172000,18,0,18576,0.1417236328125
M,baseline,172000,18,1,17111,0.13054656982421875
M,baseline,172000,18,2,14300,0.109100341796875
M,baseline,172000,18,3,17819,0.13594818115234375
M,baseline,172000,18,4,16945,0.12928009033203125
M,baseline,172000,18,5,14794,0.1128692626953125
M,baseline,172000,18,6,15863,0.12102508544921875
M,baseline,172000,18,7,15664,0.1195068359375
M,baseline,172000,19,0,17729,0.13526153564453125
M,baseline,172000,19,1,15017,0.11457061767578125
M,baseline,172000,19,2,18047,0.13768768310546875
M,baseline,172000,19,3,12502,0.0953826904296875
M,baseline,172000,19,4,16587,0.12654876708984375
M,baseline,172000,19,5,17861,0.13626861572265625
M,baseline,172000,19,6,16315,0.12447357177734375
M,baseline,172000,19,7,17014,0.1298065185546875
M,baseline,172000,20,0,15695,0.11974334716796875
M,baseline,172000,20,1,16265,0.12409210205078125
M,baseline,172000,20,2,15663,0.11949920654296875
M,baseline,172000,20,3,18456,0.14080810546875
M,baseline,172000,20,4,16621,0.12680816650390625
M,baseline,172000,20,5,17872,0.1363525390625
M,baseline,172000,20,6,16234,0.1238555908203125
M,baseline,172000,20,7,14266,0.1088409423828125
M,baseline,172000,21,0,17124,0.130645751953125
M,baseline,172000,21,1,14334,0.1093597412109375
M,baseline,172000,21,2,19752,0.15069580078125
M,baseline,172000,21,3,11378,0.0868072509765625
M,baseline,172000,21,4,16301,0.12436676025390625
M,baseline,172000,21,5,18150,0.1384735107421875
M,baseline,172000,21,6,16823,0.12834930419921875
M,baseline,172000,21,7,17210,0.1313018798828125
M,baseline,172000,22,0,20254,0.1545257568359375
M,baseline,172000,22,1,13969,0.10657501220703125
M,baseline,172000,22,2,16124,0.123016357421875
M,baseline,172000,22,3,17947,0.13692474365234375
M,baseline,172000,22,4,12559,0.09581756591796875
M,baseline,172000,22,5,17210,0.1313018798828125
M,baseline,172000,22,6,14003,0.10683441162109375
M,baseline,172000,22,7,19006,0.1450042724609375
M,baseline,172000,23,0,24345,0.18573760986328125
M,baseline,172000,23,1,12351,0.09423065185546875
M,baseline,172000,23,2,14958,0.1141204833984375
M,baseline,172000,23,3,12974,0.0989837646484375
M,baseline,172000,23,4,13998,0.1067962646484375
M,baseline,172000,23,5,16975,0.12950897216796875
M,baseline,172000,23,6,18159,0.13854217529296875
M,baseline,172000,23,7,17312,0.132080078125
M,proposed,172000,0,0,8384,0.06396484375
M,proposed,172000,0,1,13115,0.10005950927734375
M,proposed,172000,0,2,13174,0.1005096435546875
M,proposed,172000,0,3,13707,0.10457611083984375
M,proposed,172000,0,4,28174,0.2149505615234375
M,proposed,172000,0,5,19355,0.14766693115234375
M,proposed,172000,0,6,24573,0.18747711181640625
M,proposed,172000,0,7,10590,0.0807952880859375
M,proposed,172000,1,0,8363,0.06380462646484375
M,proposed,172000,1,1,36200,0.27618408203125
M,proposed,172000,1,2,29080,0.22186279296875
M,proposed,172000,1,3,22985,0.17536163330078125
M,proposed,172000,1,4,13873,0.10584259033203125
M,proposed,172000,1,5,2721,0.02075958251953125
M,proposed,172000,1,6,11061,0.08438873291015625
M,proposed,172000,1,7,6789,0.05179595947265625
M,proposed,172000,2,0,7397,0.05643463134765625
M,proposed,172000,2,1,10843,0.08272552490234375
M,proposed,172000,2,2,34459,0.26290130615234375
M,proposed,172000,2,3,16553,0.12628936767578125
M,proposed,172000,2,4,11364,0.086700439453125
M,proposed,172000,2,5,15151,0.11559295654296875
M,proposed,172000,2,6,17900,0.136566162109375
M,proposed,172000,2,7,17405,0.13278961181640625
M,proposed,172000,3,0,34842,0.2658233642578125
M,proposed,172000,3,1,12471,0.09514617919921875
M,proposed,172000,3,2,16739,0.12770843505859375
M,proposed,172000,3,3,33271,0.25383758544921875
M,proposed,172000,3,4,9435,0.07198333740234375
M,proposed,172000,3,5,429,0.00327301025390625
M,proposed,172000,3,6,11387,0.08687591552734375
M,proposed,172000,3,7,12498,0.0953521728515625
M,proposed,172000,4,0,32991,0.25170135498046875
M,proposed,172000,4,1,2497,0.01905059814453125
M,proposed,172000,4,2,4513,0.03443145751953125
M,proposed,172000,4,3,9215,0.07030487060546875
M,proposed,172000,4,4,23697,0.18079376220703125
M,proposed,172000,4,5,20964,0.159942626953125
M,proposed,172000,4,6,15908,0.121368408203125
M,proposed,172000,4,7,21287,0.16240692138671875
M,proposed,172000,5,0,27714,0.2114410400390625
M,proposed,172000,5,1,4956,0.037811279296875
M,proposed,172000,5,2,4457,0.03400421142578125
M,proposed,172000,5,3,9785,0.07465362548828125
M,proposed,172000,5,4,27238,0.2078094482421875
M,proposed,172000,5,5,24277,0.18521881103515625
M,proposed,172000,5,6,6698,0.0511016845703125
M,proposed,172000,5,7,25947,0.19795989990234375
M,proposed,172000,6,0,5276,0.040252685546875
M,proposed,172000,6,1,29942,0.2284393310546875
M,proposed,172000,6,2,25430,0.1940155029296875
M,proposed,172000,6,3,1187,0.00905609130859375
M,proposed,172000,6,4,15680,0.11962890625
M,proposed,172000,6,5,27716,0.211456298828125
M,proposed,172000,6,6,21016,0.16033935546875
M,proposed,172000,6,7,4825,0.03681182861328125
M,proposed,172000,7,0,10189,0.07773590087890625
M,proposed,172000,7,1,2444,0.018646240234375
M,proposed,172000,7,2,48677,0.37137603759765625
M,proposed,172000,7,3,10551,0.08049774169921875
M,proposed,172000,7,4,4968,0.03790283203125
M,proposed,172000,7,5,15279,0.11656951904296875
M,proposed,172000,7,6,16251,0.12398529052734375
M,proposed,172000,7,7,22713,0.17328643798828125
M,proposed,172000,8,0,27802,0.2121124267578125
M,proposed,172000,8,1,10552,0.08050537109375
M,proposed,172000,8,2,6753,0.05152130126953125
M,proposed,172000,8,3,11630,0.0887298583984375
M,proposed,172000,8,4,18465,0.14087677001953125
M,proposed,172000,8,5,23988,0.183013916015625
M,proposed,172000,8,6,11355,0.08663177490234375
M,proposed,172000,8,7,20527,0.15660858154296875
M,proposed,172000,9,0,9676,0.073822021484375
M,proposed,172000,9,1,15527,0.11846160888671875
M,proposed,172000,9,2,15332,0.116973876953125
M,proposed,172000,9,3,21070,0.1607513427734375
M,proposed,172000,9,4,22271,0.16991424560546875
M,proposed,172000,9,5,23485,0.17917633056640625
M,proposed,172000,9,6,10553,0.08051300048828125
M,proposed,172000,9,7,13158,0.1003875732421875
M,proposed,172000,10,0,11620,0.088653564453125
M,proposed,172000,10,1,12280,0.09368896484375
M,proposed,172000,10,2,10437,0.07962799072265625
M,proposed,172000,10,3,10225,0.07801055908203125
M,proposed,172000,10,4,12806,0.0977020263671875
M,proposed,172000,10,5,17746,0.1353912353515625
M,proposed,172000,10,6,30292,0.231109619140625
M,proposed,172000,10,7,25666,0.1958160400390625
M,proposed,172000,11,0,24241,0.18494415283203125
M,proposed,172000,11,1,4460,0.034027099609375
M,proposed,172000,11,2,8921,0.06806182861328125
M,proposed,172000,11,3,17322,0.1321563720703125
M,proposed,172000,11,4,18464,0.140869140625
M,proposed,172000,11,5,12533,0.09561920166015625
M,proposed,172000,11,6,23798,0.1815643310546875
M,proposed,172000,11,7,21333,0.16275787353515625
M,proposed,172000,12,0,10238,0.0781097412109375
M,proposed,172000,12,1,18709,0.14273834228515625
M,proposed,172000,12,2,25746,0.1964263916015625
M,proposed,172000,12,3,21814,0.1664276123046875
M,proposed,172000,12,4,19083,0.14559173583984375
M,proposed,172000,12,5,14983,0.11431121826171875
M,proposed,172000,12,6,9148,0.069793701171875
M,proposed,172000,12,7,11351,0.08660125732421875
M,proposed,172000,13,0,15706,0.1198272705078125
M,proposed,172000,13,1,25646,0.1956634521484375
M,proposed,172000,13,2,13533,0.10324859619140625
M,proposed,172000,13,3,10660,0.081329345703125
M,proposed,172000,13,4,28292,0.215850830078125
M,proposed,172000,13,5,8279,0.06316375732421875
M,proposed,172000,13,6,13272,0.10125732421875
M,proposed,172000,13,7,15684,0.119659423828125
M,proposed,172000,14,0,25518,0.1946868896484375
M,proposed,172000,14,1,11238,0.0857391357421875
M,proposed,172000,14,2,3622,0.0276336669921875
M,proposed,172000,14,3,24067,0.18361663818359375
M,proposed,172000,14,4,6089,0.04645538330078125
M,proposed,172000,14,5,23251,0.17739105224609375
M,proposed,172000,14,6,20055,0.15300750732421875
M,proposed,172000,14,7,17232,0.1314697265625
M,proposed,172000,15,0,16961,0.12940216064453125
M,proposed,172000,15,1,6651,0.05074310302734375
M,proposed,172000,15,2,27409,0.20911407470703125
M,proposed,172000,15,3,9232,0.0704345703125
M,proposed,172000,15,4,19055,0.14537811279296875
M,proposed,172000,15,5,14030,0.1070404052734375
M,proposed,172000,15,6,16362,0.1248321533203125
M,proposed,172000,15,7,21372,0.163055419921875
M,proposed,172000,16,0,18446,0.1407318115234375
M,proposed,172000,16,1,18037,0.13761138916015625
M,proposed,172000,16,2,27948,0.213226318359375
M,proposed,172000,16,3,18472,0.14093017578125
M,proposed,172000,16,4,5647,0.04308319091796875
M,proposed,172000,16,5,14049,0.10718536376953125
M,proposed,172000,16,6,18787,0.14333343505859375
M,proposed,172000,16,7,9686,0.0738983154296875
M,proposed,172000,17,0,22243,0.16970062255859375
M,proposed,172000,17,1,19619,0.14968109130859375
M,proposed,172000,17,2,19496,0.14874267578125
M,proposed,172000,17,3,7892,0.060211181640625
M,proposed,172000,17,4,8822,0.0673065185546875
M,proposed,172000,17,5,11010,0.0839996337890625
M,proposed,172000,17,6,29852,0.227752685546875
M,proposed,172000,17,7,12138,0.0926055908203125
M,proposed,172000,18,0,19651,0.14992523193359375
M,proposed,172000,18,1,8629,0.06583404541015625
M,proposed,172000,18,2,8413,0.06418609619140625
M,proposed,172000,18,3,25339,0.19332122802734375
M,proposed,172000,18,4,26078,0.1989593505859375
M,proposed,172000,18,5,24981,0.19058990478515625
M,proposed,172000,18,6,8475,0.06465911865234375
M,proposed,172000,18,7,9506,0.0725250244140625
M,proposed,172000,19,0,32186,0.2455596923828125
M,proposed,172000,19,1,12940,0.098724365234375
M,proposed,172000,19,2,3559,0.02715301513671875
M,proposed,172000,19,3,6719,0.05126190185546875
M,proposed,172000,19,4,23462,0.1790008544921875
M,proposed,172000,19,5,13904,0.1060791015625
M,proposed,172000,19,6,17294,0.1319427490234375
M,proposed,172000,19,7,21008,0.1602783203125
M,proposed,172000,20,0,18018,0.1374664306640625
M,proposed,172000,20,1,11126,0.0848846435546875
M,proposed,172000,20,2,14960,0.1141357421875
M,proposed,172000,20,3,30838,0.2352752685546875
M,proposed,172000,20,4,11223,0.08562469482421875
M,proposed,172000,20,5,22534,0.1719207763671875
M,proposed,172000,20,6,12459,0.09505462646484375
M,proposed,172000,20,7,9914,0.0756378173828125
M,proposed,172000,21,0,25475,0.19435882568359375
M,proposed,172000,21,1,18111,0.13817596435546875
M,proposed,172000,21,2,13640,0.10406494140625
M,proposed,172000,21,3,19289,0.14716339111328125
M,proposed,172000,21,4,8486,0.0647430419921875
M,proposed,172000,21,5,27245,0.20786285400390625
M,proposed,172000,21,6,8807,0.06719207763671875
M,proposed,172000,21,7,10019,0.07643890380859375
M,proposed,172000,22,0,12391,0.09453582763671875
M,proposed,172000,22,1,19104,0.145751953125
M,proposed,172000,22,2,40105,0.30597686767578125
M,proposed,172000,22,3,11789,0.08994293212890625
M,proposed,172000,22,4,17757,0.13547515869140625
M,proposed,172000,22,5,9186,0.0700836181640625
M,proposed,172000,22,6,13665,0.10425567626953125
M,proposed,172000,22,7,7075,0.05397796630859375
M,proposed,172000,23,0,16669,0.12717437744140625
M,proposed,172000,23,1,33804,0.257904052734375
M,proposed,172000,23,2,12086,0.0922088623046875
M,proposed,172000,23,3,17004,0.129730224609375
M,proposed,172000,23,4,11514,0.0878448486328125
M,proposed,172000,23,5,13396,0.102203369140625
M,proposed,172000,23,6,7622,0.0581512451171875
M,proposed,172000,23,7,18977,0.14478302001953125
