size,method,step,num_sequences,sequence_length,mean_normalized_entropy,mean_coefficient_of_variation,minimum_expert_share,maximum_expert_share,max_to_min_share_ratio,zero_load_expert_layer_pairs
L,baseline,352000,64,2048,0.9943055032258862,0.14599108436159383,0.0712890625,0.21770477294921875,3.0538313356164384,0
L,proposed,352000,64,2048,0.9470262183905535,0.45134230909955103,0.0144805908203125,0.32480621337890625,22.4304531085353,0
M,baseline,172000,64,2048,0.9921590803582462,0.17464514601581516,0.08229827880859375,0.20888519287109375,2.5381477704644477,0
M,proposed,172000,64,2048,0.9374940515847134,0.4908186840224286,0.00327301025390625,0.37137603759765625,113.46620046620046,0
