variant,router_metric,seed,step,source_variant,cancel_active,slot_to_expert_NMI,per_slot_route_purity,max_load,load_entropy_norm,active_experts,target_accuracy,cross_entropy_loss,slot_component_variance_ratio,position_component_variance_ratio,residual_component_variance_ratio,alpha,cancel_until
R2P2_alpha_0,dot_product,20260523,0,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.05,3.440250724554062,0.20814839005470276,0.7135859727859497,0.07826564460992813,0.0,
R2P2_alpha_0,dot_product,20260523,1,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.25,3.0184906840324404,0.21587002277374268,0.6941301822662354,0.0899997428059578,0.0,
R2P2_alpha_0,dot_product,20260523,2,original,0,0.18704991971812218,0.9249999970197678,0.925000011920929,0.19215576435455758,2,0.25,2.656384938955307,0.24185161292552948,0.6534715294837952,0.10467693209648132,0.0,
R2P2_alpha_0,dot_product,20260523,5,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.6,1.6987531930208206,0.4799315631389618,0.4205191135406494,0.09954933822154999,0.0,
R2P2_alpha_0,dot_product,20260523,10,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.6115267801098525,0.8428972363471985,0.12058039009571075,0.03652232885360718,0.0,
R2P2_alpha_0,dot_product,20260523,20,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.02559677851386368,0.9927952289581299,0.004124994855374098,0.0030798192601650953,0.0,
R2P2_alpha_0,dot_product,20260523,50,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.0042775158595759425,0.9977172017097473,0.0009070919477380812,0.0013757947599515319,0.0,
R2P2_alpha_0,dot_product,20260523,1600,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,3.580980701372028e-05,0.9997217059135437,0.00013117461639922112,0.00014721097250003368,0.0,
R2P2_alpha_0,dot_product,20260524,0,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.0,3.47450767159462,0.33783119916915894,0.5649762749671936,0.09719250351190567,0.0,
R2P2_alpha_0,dot_product,20260524,1,original,0,0.08852022993815485,0.9749999940395355,0.9750000238418579,0.0843304513508173,2,0.225,3.063661366701126,0.3108181059360504,0.6042436957359314,0.08493811637163162,0.0,
R2P2_alpha_0,dot_product,20260524,2,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.25,2.689919650554657,0.3200857937335968,0.6011570692062378,0.078757144510746,0.0,
R2P2_alpha_0,dot_product,20260524,5,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.25,1.7723510175943376,0.47795015573501587,0.44638997316360474,0.0756598562002182,0.0,
R2P2_alpha_0,dot_product,20260524,10,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.812880152463913,0.7877969145774841,0.1701071411371231,0.04209589585661888,0.0,
R2P2_alpha_0,dot_product,20260524,20,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.031112168869003653,0.9864763617515564,0.008029761724174023,0.005493919365108013,0.0,
R2P2_alpha_0,dot_product,20260524,50,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.004422461235662922,0.9962582588195801,0.001806627493351698,0.0019352269591763616,0.0,
R2P2_alpha_0,dot_product,20260524,1600,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,4.087899915248272e-05,0.9995620846748352,0.00020504540589172393,0.0002329064009245485,0.0,
R2P2_alpha_0,dot_product,20260525,0,original,0,0.08852022993815485,0.9749999940395355,0.9750000238418579,0.0843304513508173,2,0.25,3.348937511444092,0.23901046812534332,0.6499563455581665,0.11103326082229614,0.0,
R2P2_alpha_0,dot_product,20260525,1,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.25,2.9360532730817797,0.27837732434272766,0.6052778363227844,0.11634484678506851,0.0,
R2P2_alpha_0,dot_product,20260525,2,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.25,2.5720165759325027,0.30665287375450134,0.5625,0.13084712624549866,0.0,
R2P2_alpha_0,dot_product,20260525,5,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.525,1.7173414081335068,0.45905181765556335,0.39926877617836,0.14167939126491547,0.0,
