variant,router_metric,seed,step,source_variant,cancel_active,slot_to_expert_NMI,per_slot_route_purity,max_load,load_entropy_norm,active_experts,target_accuracy,cross_entropy_loss,slot_component_variance_ratio,position_component_variance_ratio,residual_component_variance_ratio,alpha,cancel_until
R2P2_alpha_0,dot_product,20260525,10,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.6905196000356227,0.8882070183753967,0.07761073112487793,0.03418227657675743,0.0,
R2P2_alpha_0,dot_product,20260525,20,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.02370461778191384,0.9974514842033386,0.0017557431710883975,0.0007927499827928841,0.0,
R2P2_alpha_0,dot_product,20260525,50,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.004486893769353628,0.9999886155128479,7.739557986496948e-06,3.698230102600064e-06,0.0,
R2P2_alpha_0,dot_product,20260525,1600,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,3.9168414423329524e-05,0.9999831318855286,1.0225297046417836e-05,6.585763458133442e-06,0.0,
R2P2_alpha_0,dot_product,20260526,0,original,0,0.013019350780144998,0.8499999940395355,0.8500000238418579,0.3049201449937279,2,0.0,3.7648286283016206,0.27730557322502136,0.6297672390937805,0.09292715042829514,0.0,
R2P2_alpha_0,dot_product,20260526,1,original,0,0.08852022993815487,0.9749999940395355,0.9750000238418579,0.0843304513508173,2,0.0,3.331215101480484,0.34191498160362244,0.5545499324798584,0.10353519022464752,0.0,
R2P2_alpha_0,dot_product,20260526,2,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.25,2.906769114732742,0.41332361102104187,0.47927770018577576,0.10739871114492416,0.0,
R2P2_alpha_0,dot_product,20260526,5,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.5,1.7834352917969227,0.603373646736145,0.3134084939956665,0.08321796357631683,0.0,
R2P2_alpha_0,dot_product,20260526,10,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.7617074247449637,0.7854776382446289,0.16827614605426788,0.046246279031038284,0.0,
R2P2_alpha_0,dot_product,20260526,20,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.03059201641008258,0.9721091985702515,0.019503476098179817,0.008387362584471703,0.0,
R2P2_alpha_0,dot_product,20260526,50,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.004597274109255522,0.9912210702896118,0.005764535162597895,0.003014465095475316,0.0,
R2P2_alpha_0,dot_product,20260526,1600,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,4.075086171724251e-05,0.9950392246246338,0.002729173982515931,0.002231542021036148,0.0,
R2P2_alpha_0,dot_product,20260527,0,original,0,0.08852022993815487,0.9749999940395355,0.9750000238418579,0.0843304513508173,2,0.0,3.831163763999939,0.3717069923877716,0.5641283988952637,0.06416457146406174,0.0,
R2P2_alpha_0,dot_product,20260527,1,original,0,0.2671569304263323,0.875,0.824999988079071,0.33450791126117735,2,0.0,3.3315560579299928,0.402186781167984,0.5330328345298767,0.06478046625852585,0.0,
R2P2_alpha_0,dot_product,20260527,2,original,0,0.5278675351415099,0.9500000029802322,0.699999988079071,0.4406454778951333,2,0.475,2.8682786701247096,0.438820481300354,0.4946475028991699,0.06653191149234772,0.0,
R2P2_alpha_0,dot_product,20260527,5,original,0,0.48718144512887673,0.949999988079071,0.699999988079071,0.4406454778951333,2,0.5,1.7322190195322036,0.482465535402298,0.44600045680999756,0.07153394818305969,0.0,
R2P2_alpha_0,dot_product,20260527,10,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,0.975,0.7666644090786576,0.5938400626182556,0.34069231152534485,0.06546750664710999,0.0,
R2P2_alpha_0,dot_product,20260527,20,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.04332900330482516,0.9676981568336487,0.02003244124352932,0.012269433587789536,0.0,
R2P2_alpha_0,dot_product,20260527,50,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.004472183075267822,0.9997847676277161,0.00012507711653597653,9.020058496389538e-05,0.0,
R2P2_alpha_0,dot_product,20260527,1600,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,4.1576292596801066e-05,0.999839723110199,8.882935799192637e-05,7.149008888518438e-05,0.0,
R2P2_alpha_0,dot_product,20260528,0,original,0,0.5613605580209552,0.9749999940395355,0.7250000238418579,0.4242740623985381,2,0.0,3.1513808131217957,0.35893213748931885,0.49977394938468933,0.14129391312599182,0.0,
R2P2_alpha_0,dot_product,20260528,1,original,0,0.0851134311566733,0.8749999850988388,0.875,0.2717822268558429,2,0.25,2.7707562863826753,0.3989533483982086,0.4773932695388794,0.123653344810009,0.0,
R2P2_alpha_0,dot_product,20260528,2,original,0,0.06857426065974208,0.949999988079071,0.949999988079071,0.143198495029347,2,0.275,2.4242380231618883,0.4828273057937622,0.40908825397491455,0.10808446258306503,0.0,
R2P2_alpha_0,dot_product,20260528,5,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.775,1.5075605735182762,0.7788091897964478,0.15958958864212036,0.0616011805832386,0.0,
R2P2_alpha_0,dot_product,20260528,10,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.38351133204996585,0.9541208148002625,0.027996089309453964,0.017883170396089554,0.0,
R2P2_alpha_0,dot_product,20260528,20,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.01885071287397295,0.9989954233169556,0.00036214510328136384,0.0006424871389754117,0.0,
R2P2_alpha_0,dot_product,20260528,50,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.004322951013455168,0.9999855756759644,3.928152182197664e-06,1.046035140461754e-05,0.0,
R2P2_alpha_0,dot_product,20260528,1600,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,3.297571947769029e-05,0.9999920129776001,2.328748450963758e-06,5.698182121705031e-06,0.0,
R2P2_alpha_0.05,dot_product,20260521,0,original,0,0.6581986194606974,0.8500000089406967,0.550000011920929,0.8005071790356627,4,0.225,3.435012000799179,0.16776642203330994,0.7427613139152527,0.0894722267985344,0.05,
R2P2_alpha_0.05,dot_product,20260521,1,original,0,0.6530628372611855,0.7750000059604645,0.5249999761581421,0.8476191605084408,4,0.25,2.9745921909809114,0.20818297564983368,0.6830819249153137,0.10873520374298096,0.05,
R2P2_alpha_0.05,dot_product,20260521,2,original,0,0.6126353893821751,0.8499999940395355,0.6000000238418579,0.75136210465571,4,0.275,2.5810432960279286,0.2806398272514343,0.5938595533370972,0.12550058960914612,0.05,
R2P2_alpha_0.05,dot_product,20260521,5,original,0,0.5951437789499552,0.9249999970197678,0.675000011920929,0.615948468811162,4,0.525,1.5239128902554513,0.6154807806015015,0.2916717231273651,0.09284745901823044,0.05,
R2P2_alpha_0.05,dot_product,20260521,10,original,0,0.8417442805882991,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,0.26283353473991156,0.9034206867218018,0.06253565102815628,0.034043651074171066,0.05,
R2P2_alpha_0.05,dot_product,20260521,20,original,0,0.8417442805882991,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,0.017839950951747598,0.9733421802520752,0.01222981046885252,0.014428015798330307,0.05,
R2P2_alpha_0.05,dot_product,20260521,50,original,0,0.8417442805882991,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,0.004148037388222292,0.9845038056373596,0.005768417380750179,0.00972780305892229,0.05,
R2P2_alpha_0.05,dot_product,20260521,1600,original,0,0.8417442805882993,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,2.9563449515990214e-05,0.988524854183197,0.003614338580518961,0.007860726676881313,0.05,
R2P2_alpha_0.05,dot_product,20260522,0,original,0,0.304199313294813,0.8250000029802322,0.824999988079071,0.4100309752020329,3,0.0,3.5493222773075104,0.24910278618335724,0.6413460969924927,0.10955111682415009,0.05,
R2P2_alpha_0.05,dot_product,20260522,1,original,0,0.40573166115870446,0.7750000059604645,0.5249999761581421,0.6143948635345928,3,0.225,3.1161305487155913,0.2844296395778656,0.6166476011276245,0.09892280399799347,0.05,
R2P2_alpha_0.05,dot_product,20260522,2,original,0,0.27419004035591205,0.8499999940395355,0.800000011920929,0.41532047361196944,3,0.4,2.7404829850420356,0.3404117226600647,0.5681452751159668,0.09144286811351776,0.05,
R2P2_alpha_0.05,dot_product,20260522,5,original,0,0.23361700894308304,0.9000000059604645,0.8999999761581421,0.23449780700565565,2,0.35,1.7976258501410485,0.5883270502090454,0.35004982352256775,0.06162312999367714,0.05,
R2P2_alpha_0.05,dot_product,20260522,10,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.6145957723259926,0.8501222729682922,0.11783239245414734,0.03204532340168953,0.05,
R2P2_alpha_0.05,dot_product,20260522,20,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.036894847825169566,0.9897116422653198,0.005902150645852089,0.004386262968182564,0.05,
R2P2_alpha_0.05,dot_product,20260522,50,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.004934625997702824,0.9991476535797119,0.0005358761409297585,0.0003164100053254515,0.05,
R2P2_alpha_0.05,dot_product,20260522,1600,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,3.980020046583377e-05,0.9999718070030212,1.7914187992573716e-05,1.0328151802241337e-05,0.05,
R2P2_alpha_0.05,dot_product,20260523,0,original,0,0.36823317676647616,0.7999999970197678,0.75,0.5675718129152644,4,0.025,3.4241046965122224,0.20814839005470276,0.7135859727859497,0.07826564460992813,0.05,
R2P2_alpha_0.05,dot_product,20260523,1,original,0,1.0000000000001803,1.0,0.25,1.0000000027478353,4,0.25,2.9332016527652742,0.21519024670124054,0.6990675926208496,0.08574213087558746,0.05,
R2P2_alpha_0.05,dot_product,20260523,2,original,0,0.7630676477642586,0.875,0.375,0.9160005803787241,4,0.475,2.52975589632988,0.24957378208637238,0.6506409645080566,0.09978535026311874,0.05,
R2P2_alpha_0.05,dot_product,20260523,5,original,0,0.7191185228009798,0.9249999970197678,0.44999998807907104,0.8283700023106209,4,0.8,1.4175051927566529,0.5195797681808472,0.3826886713504791,0.09773153066635132,0.05,
R2P2_alpha_0.05,dot_product,20260523,10,original,0,0.8052544338082631,0.9749999940395355,0.4749999940395355,0.7611683834252564,3,0.975,0.2943227285053581,0.8638138175010681,0.10075696557760239,0.03542923927307129,0.05,
R2P2_alpha_0.05,dot_product,20260523,20,original,0,0.8417442805882991,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,0.01928591658361256,0.9772394895553589,0.011006876826286316,0.011753689497709274,0.05,
R2P2_alpha_0.05,dot_product,20260523,50,original,0,0.8417442805882993,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,0.004268150093048461,0.9846845269203186,0.006752060726284981,0.008563363924622536,0.05,
R2P2_alpha_0.05,dot_product,20260523,1600,original,0,0.8417442805882993,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,3.360451019034372e-05,0.9901571273803711,0.0036630453541874886,0.006179722957313061,0.05,
R2P2_alpha_0.05,dot_product,20260524,0,original,0,0.1833601555808498,0.8999999910593033,0.8999999761581421,0.30949782870957465,4,0.0,3.4759830832481384,0.33783119916915894,0.5649762749671936,0.09719250351190567,0.05,
R2P2_alpha_0.05,dot_product,20260524,1,original,0,0.20263744113401969,0.8999999910593033,0.8999999761581421,0.2750617210294831,3,0.2,3.0474613469094036,0.3094036877155304,0.6073237061500549,0.08327261358499527,0.05,
R2P2_alpha_0.05,dot_product,20260524,2,original,0,0.16328504948167274,0.9249999970197678,0.925000011920929,0.22659187203464912,3,0.25,2.6663374215364457,0.324947714805603,0.5966430902481079,0.0784091129899025,0.05,
R2P2_alpha_0.05,dot_product,20260524,5,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.35,1.7623999932780863,0.4795035719871521,0.44057315587997437,0.07992329448461533,0.05,
R2P2_alpha_0.05,dot_product,20260524,10,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.8084436303004623,0.7745891213417053,0.17815375328063965,0.04725707694888115,0.05,
R2P2_alpha_0.05,dot_product,20260524,20,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.030620889319106937,0.9853752255439758,0.008726926520466805,0.005897810682654381,0.05,
R2P2_alpha_0.05,dot_product,20260524,50,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.004393917501874967,0.9940902590751648,0.0029534255154430866,0.0029563293792307377,0.05,
R2P2_alpha_0.05,dot_product,20260524,1600,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,3.901047039107652e-05,0.9993773102760315,0.00027843491989187896,0.000344415515428409,0.05,
R2P2_alpha_0.05,dot_product,20260525,0,original,0,0.2432038524195432,0.875,0.875,0.3169027352229551,3,0.25,3.360792189836502,0.23901046812534332,0.6499563455581665,0.11103326082229614,0.05,
R2P2_alpha_0.05,dot_product,20260525,1,original,0,0.08852022993815487,0.9749999940395355,0.9750000238418579,0.0843304513508173,2,0.275,2.9390322834253313,0.27580493688583374,0.6072050333023071,0.11698995530605316,0.05,
R2P2_alpha_0.05,dot_product,20260525,2,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.25,2.570948746800423,0.30337193608283997,0.5642719864845276,0.1323561668395996,0.05,
R2P2_alpha_0.05,dot_product,20260525,5,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.55,1.7258062422275544,0.4521322548389435,0.4006477892398834,0.1472199559211731,0.05,
R2P2_alpha_0.05,dot_product,20260525,10,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,1.0,0.7148704424500465,0.8795989155769348,0.0843970999121666,0.03600408881902695,0.05,
R2P2_alpha_0.05,dot_product,20260525,20,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.022771210831706412,0.9979436993598938,0.0013905403902754188,0.0006657776539213955,0.05,
R2P2_alpha_0.05,dot_product,20260525,50,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.0045495062717236575,0.9999781847000122,1.2417522157193162e-05,9.53900507738581e-06,0.05,
R2P2_alpha_0.05,dot_product,20260525,1600,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,3.8778023463237335e-05,0.999971866607666,1.385121595376404e-05,1.4330279554997105e-05,0.05,
R2P2_alpha_0.05,dot_product,20260526,0,original,0,0.8387939559387657,0.9000000059604645,0.4000000059604645,0.9304820355293252,4,0.0,3.7871034860610964,0.27730557322502136,0.6297672390937805,0.09292715042829514,0.05,
R2P2_alpha_0.05,dot_product,20260526,1,original,0,1.0000000000001803,1.0,0.25,1.0000000027478353,4,0.2,3.2931341946125032,0.33387312293052673,0.5626529455184937,0.10347391664981842,0.05,
R2P2_alpha_0.05,dot_product,20260526,2,original,0,0.8343601402385008,0.9500000029802322,0.44999998807907104,0.86724891631262,4,0.25,2.844385415315628,0.41772380471229553,0.47555166482925415,0.10672453045845032,0.05,
R2P2_alpha_0.05,dot_product,20260526,5,original,0,0.8417442805882993,0.9749999940395355,0.4749999940395355,0.8215993033201284,4,0.8,1.4716009229421616,0.6350244879722595,0.2858303189277649,0.07914526760578156,0.05,
R2P2_alpha_0.05,dot_product,20260526,10,original,0,0.735408743598159,0.875,0.375,0.8468939096697523,4,1.0,0.3354203192517161,0.7967973351478577,0.16165001690387726,0.041552696377038956,0.05,
R2P2_alpha_0.05,dot_product,20260526,20,original,0,1.0000000000001803,1.0,0.25,1.0000000027478353,4,1.0,0.020026733679696918,0.9397836923599243,0.044743411242961884,0.015473010949790478,0.05,
R2P2_alpha_0.05,dot_product,20260526,50,original,0,1.0000000000001803,1.0,0.25,1.0000000027478353,4,1.0,0.004401921184035018,0.9607217907905579,0.029840555042028427,0.009437639266252518,0.05,
R2P2_alpha_0.05,dot_product,20260526,1600,original,0,1.0000000000001803,1.0,0.25,1.0000000027478353,4,1.0,3.3229028895220834e-05,0.985084056854248,0.010020708665251732,0.004895175341516733,0.05,
R2P2_alpha_0.05,dot_product,20260527,0,original,0,0.6105727716430853,0.9500000029802322,0.699999988079071,0.5381488490230042,3,0.0,3.8122735619544983,0.3717069923877716,0.5641283988952637,0.06416457146406174,0.05,
R2P2_alpha_0.05,dot_product,20260527,1,original,0,0.7420611258360611,0.875,0.375,0.7806390552773876,3,0.0,3.261255168914795,0.393132746219635,0.5398956537246704,0.06697159260511398,0.05,
R2P2_alpha_0.05,dot_product,20260527,2,original,0,0.5466850749394856,0.8250000029802322,0.4749999940395355,0.683495428859459,3,0.475,2.788025438785553,0.4349426329135895,0.4974845051765442,0.06757288426160812,0.05,
R2P2_alpha_0.05,dot_product,20260527,5,original,0,0.5436599464230782,0.949999988079071,0.699999988079071,0.5027179721924908,3,0.675,1.6220795361325144,0.5067771673202515,0.423414021730423,0.06980874389410019,0.05,
R2P2_alpha_0.05,dot_product,20260527,10,original,0,0.5436599464230782,0.949999988079071,0.699999988079071,0.5027179721924908,3,0.975,0.6719135578488931,0.6176494359970093,0.3224802613258362,0.05987028405070305,0.05,
R2P2_alpha_0.05,dot_product,20260527,20,original,0,1.0000000000001803,1.0,0.25,1.0000000027478353,4,1.0,0.027585376612842084,0.9721800088882446,0.017613312229514122,0.010206816717982292,0.05,
R2P2_alpha_0.05,dot_product,20260527,50,original,0,1.0000000000001803,1.0,0.25,1.0000000027478353,4,1.0,0.004076291376259178,0.9991019368171692,0.0002386412234045565,0.0006594941951334476,0.05,
R2P2_alpha_0.05,dot_product,20260527,1600,original,0,1.0000000000001803,1.0,0.25,1.0000000027478353,4,1.0,3.880780404870165e-05,0.9996844530105591,9.82883429969661e-05,0.00021731438755523413,0.05,
R2P2_alpha_0.05,dot_product,20260528,0,original,0,0.5098616671310715,0.875,0.625,0.47721702965749424,2,0.0,3.145279113017023,0.35893213748931885,0.49977394938468933,0.14129391312599182,0.05,
R2P2_alpha_0.05,dot_product,20260528,1,original,0,0.48718144512887673,0.949999988079071,0.699999988079071,0.4406454778951333,2,0.5,2.7172998547554017,0.4083658456802368,0.4680840075016022,0.12355005741119385,0.05,
R2P2_alpha_0.05,dot_product,20260528,2,original,0,0.3111159903384943,0.8999999910593033,0.75,0.40563905424694935,2,0.55,2.341384840011597,0.4975704550743103,0.3955956697463989,0.10683388262987137,0.05,
R2P2_alpha_0.05,dot_product,20260528,5,original,0,0.2815547992055248,0.875,0.875,0.2717822268558429,2,0.9,1.3650139823555947,0.7846890687942505,0.15573281049728394,0.059578053653240204,0.05,
R2P2_alpha_0.05,dot_product,20260528,10,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.23499100264161826,0.9584038257598877,0.025249145925045013,0.016347113996744156,0.05,
R2P2_alpha_0.05,dot_product,20260528,20,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.017431135985680156,0.9922202825546265,0.0043648588471114635,0.003414817852899432,0.05,
R2P2_alpha_0.05,dot_product,20260528,50,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.004287738009588793,0.9968421459197998,0.0018301174277439713,0.0013276993995532393,0.05,
R2P2_alpha_0.05,dot_product,20260528,1600,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,2.9512802575482057e-05,0.9998283386230469,8.801136573310941e-05,8.37652842164971e-05,0.05,
R2P2_alpha_0.1,dot_product,20260521,0,original,0,0.8806436264743885,0.9249999970197678,0.32499998807907104,0.9835170135064929,4,0.225,3.4258929550647736,0.16776642203330994,0.7427613139152527,0.0894722267985344,0.1,
R2P2_alpha_0.1,dot_product,20260521,1,original,0,0.6181434989237283,0.8500000089406967,0.6000000238418579,0.7452342768141427,4,0.25,2.9981094509363175,0.20584626495838165,0.6860495805740356,0.10810413956642151,0.1,
R2P2_alpha_0.1,dot_product,20260521,2,original,0,0.595143778949955,0.9249999970197678,0.675000011920929,0.615948468811162,4,0.3,2.5963490277528765,0.27667036652565,0.5980044603347778,0.12532515823841095,0.1,
R2P2_alpha_0.1,dot_product,20260521,5,original,0,0.5941906349123078,0.949999988079071,0.699999988079071,0.5631488060960373,4,0.525,1.5223819725215435,0.6112072467803955,0.29496508836746216,0.09382771700620651,0.1,
R2P2_alpha_0.1,dot_product,20260521,10,original,0,0.8417442805882991,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,0.2888618029654026,0.9008110165596008,0.06390406936407089,0.03528492525219917,0.1,
R2P2_alpha_0.1,dot_product,20260521,20,original,0,0.8417442805882991,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,0.01799069461412728,0.973243236541748,0.012265775352716446,0.01449095830321312,0.1,
R2P2_alpha_0.1,dot_product,20260521,50,original,0,0.8417442805882991,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,0.004170029779197648,0.9840664863586426,0.006000661291182041,0.009932942688465118,0.1,
R2P2_alpha_0.1,dot_product,20260521,1600,original,0,0.8417442805882993,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,2.8678343142019003e-05,0.9888030290603638,0.003369715763255954,0.007827208377420902,0.1,
R2P2_alpha_0.1,dot_product,20260522,0,original,0,0.6877381565959764,0.8999999910593033,0.550000011920929,0.7737357576630799,4,0.0,3.5457615315914155,0.24910278618335724,0.6413460969924927,0.10955111682415009,0.1,
R2P2_alpha_0.1,dot_product,20260522,1,original,0,0.5469494667189807,0.875,0.625,0.6746510490561882,4,0.225,3.1086114406585694,0.2876538634300232,0.6135848164558411,0.0987614095211029,0.1,
R2P2_alpha_0.1,dot_product,20260522,2,original,0,0.25364148717683926,0.8499999940395355,0.8500000238418579,0.3987923389247755,4,0.35,2.728868976980448,0.3568032383918762,0.5526672601699829,0.09052952378988266,0.1,
R2P2_alpha_0.1,dot_product,20260522,5,original,0,0.2815547992055249,0.875,0.875,0.2717822268558429,2,0.375,1.7559538632631302,0.6149663925170898,0.32577723264694214,0.059256285429000854,0.1,
R2P2_alpha_0.1,dot_product,20260522,10,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.5955125964712351,0.860942542552948,0.109383225440979,0.029674140736460686,0.1,
R2P2_alpha_0.1,dot_product,20260522,20,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.03775068051181733,0.9885618090629578,0.006797919515520334,0.004640358500182629,0.1,
R2P2_alpha_0.1,dot_product,20260522,50,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,0.004928401764482259,0.9983132481575012,0.0009737052023410797,0.0007130240555852652,0.1,
R2P2_alpha_0.1,dot_product,20260522,1600,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,3.855749055219349e-05,0.9999706745147705,1.750434239511378e-05,1.1836386875074822e-05,0.1,
R2P2_alpha_0.1,dot_product,20260523,0,original,0,0.7514319279316788,0.8499999940395355,0.4000000059604645,0.954435951124148,4,0.025,3.410670679807663,0.20814839005470276,0.7135859727859497,0.07826564460992813,0.1,
R2P2_alpha_0.1,dot_product,20260523,1,original,0,1.0000000000001803,1.0,0.25,1.0000000027478353,4,0.25,2.918512690067291,0.21488520503044128,0.6994488835334778,0.08566603809595108,0.1,
R2P2_alpha_0.1,dot_product,20260523,2,original,0,0.744558972870716,0.875,0.375,0.8868595820425534,4,0.5,2.503823420405388,0.2526003122329712,0.6477362513542175,0.09966352581977844,0.1,
R2P2_alpha_0.1,dot_product,20260523,5,original,0,0.6272168905116711,0.8500000089406967,0.44999998807907104,0.796316735756065,4,0.775,1.4237321719527245,0.5316246151924133,0.371947705745697,0.09642767906188965,0.1,
R2P2_alpha_0.1,dot_product,20260523,10,original,0,0.8417442805882991,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,0.2512081328779459,0.8754884600639343,0.09095826745033264,0.03355327621102333,0.1,
R2P2_alpha_0.1,dot_product,20260523,20,original,0,0.8343601402385008,0.9500000029802322,0.44999998807907104,0.86724891631262,4,1.0,0.018710262631066142,0.9751165509223938,0.011922438628971577,0.012961042113602161,0.1,
R2P2_alpha_0.1,dot_product,20260523,50,original,0,0.8417442805882993,0.9749999940395355,0.4749999940395355,0.821599217328803,4,1.0,0.004296877991873771,0.9825592637062073,0.007843281142413616,0.009597505442798138,0.1,
R2P2_alpha_0.1,dot_product,20260523,1600,original,0,1.0000000000001803,1.0,0.25,1.0000000027478353,4,1.0,3.271941600360151e-05,0.9930624961853027,0.0027516097761690617,0.004185972735285759,0.1,
R2P2_alpha_0.1,dot_product,20260524,0,original,0,0.4312091262312969,0.6500000059604645,0.6499999761581421,0.7430801081207605,4,0.0,3.4820456564426423,0.33783119916915894,0.5649762749671936,0.09719250351190567,0.1,
R2P2_alpha_0.1,dot_product,20260524,1,original,0,0.38558731842113536,0.7249999940395355,0.7250000238418579,0.609704896645564,4,0.2,3.0313549876213073,0.3085182011127472,0.6083246469497681,0.08315704762935638,0.1,
R2P2_alpha_0.1,dot_product,20260524,2,original,0,0.2916707965316869,0.8250000029802322,0.824999988079071,0.42071539738688485,3,0.25,2.6480925787240266,0.3321779668331146,0.5882596969604492,0.07956239581108093,0.1,
R2P2_alpha_0.1,dot_product,20260524,5,original,0,0.1242308847268948,0.949999988079071,0.949999988079071,0.1681984950980429,3,0.5,1.7450653210282325,0.49938610196113586,0.41867920756340027,0.08193463832139969,0.1,
R2P2_alpha_0.1,dot_product,20260524,10,original,0,0.16328504948167274,0.9249999970197678,0.925000011920929,0.22659187203464912,3,1.0,0.7282715456094593,0.7811996340751648,0.17094118893146515,0.04785909876227379,0.1,
R2P2_alpha_0.1,dot_product,20260524,20,original,0,0.866025403784751,1.0,0.5,0.7500000020608765,3,1.0,0.0251161209307611,0.9852797985076904,0.00820525549352169,0.0065149120055139065,0.1,
R2P2_alpha_0.1,dot_product,20260524,50,original,0,0.7417664110783095,0.9500000029802322,0.550000011920929,0.7193793509880078,3,1.0,0.005286560923559591,0.9973349571228027,0.0010652095079421997,0.0015997735317796469,0.1,
R2P2_alpha_0.1,dot_product,20260524,1600,original,0,0.6368979998637679,1.0,0.75,0.40563905424694935,2,1.0,3.654292931969394e-05,0.99803626537323,0.0008759873453527689,0.0010878341272473335,0.1,
R2P2_alpha_0.1,dot_product,20260525,0,original,0,0.6581986194606975,0.8500000089406967,0.550000011920929,0.8005071790356627,4,0.25,3.384180749952793,0.23901046812534332,0.6499563455581665,0.11103326082229614,0.1,
R2P2_alpha_0.1,dot_product,20260525,1,original,0,0.21752735685019406,0.8749999850988388,0.875,0.3574666707446139,4,0.275,2.948461957089603,0.2820444107055664,0.601292073726654,0.11666341871023178,0.1,
R2P2_alpha_0.1,dot_product,20260525,2,original,0,0.15095719193169269,0.9249999821186066,0.925000011920929,0.251591872103345,4,0.275,2.586491560935974,0.32033786177635193,0.5484325885772705,0.13122954964637756,0.1,
R2P2_alpha_0.1,dot_product,20260525,5,original,0,1.000088900581841e-06,1.0,1.0,-0.0,1,0.525,1.7587190866470337,0.4943564832210541,0.36779317259788513,0.1378502994775772,0.1,
R2P2_alpha_0.1,dot_product,20260525,10,original,0,0.08852022993815487,0.9749999940395355,0.9750000238418579,0.0843304513508173,2,1.0,0.664917948609218,0.8881634473800659,0.07872361689805984,0.033112987875938416,0.1,
R2P2_alpha_0.1,dot_product,20260525,20,original,0,0.866025403784751,1.0,0.5,0.7500000020608765,3,1.0,0.019739219173789024,0.9973107576370239,0.0018469516653567553,0.0008421848178841174,0.1,
R2P2_alpha_0.1,dot_product,20260525,50,original,0,0.866025403784751,1.0,0.5,0.7500000020608765,3,1.0,0.004547606862615794,0.9999633431434631,2.0256522475392558e-05,1.6541343939024955e-05,0.1,
