layer,a_band,h_band,energy_fraction,a_band_adjacent_cosine,a_band_sequence_gap,a_band_sequence_accuracy
4,5_10,0_1,0.01163044910114704,0.2508985698223114,0.24163731187582016,0.328125
4,5_10,1_2,0.00785064075523051,0.2508985698223114,0.24163731187582016,0.328125
4,5_10,2_5,0.02552845325297125,0.2508985698223114,0.24163731187582016,0.328125
4,5_10,5_10,0.04852753488001423,0.2508985698223114,0.24163731187582016,0.328125
4,5_10,10_20,0.1152337074021474,0.2508985698223114,0.24163731187582016,0.328125
4,5_10,20_50,0.3246203352294575,0.2508985698223114,0.24163731187582016,0.328125
4,5_10,50_100,0.46660886887085146,0.2508985698223114,0.24163731187582016,0.328125
4,10_20,0_1,0.007172371228867584,0.1968299150466919,0.1950822143116966,0.193359375
4,10_20,1_2,0.006992917096145248,0.1968299150466919,0.1950822143116966,0.193359375
4,10_20,2_5,0.021919246642822843,0.1968299150466919,0.1950822143116966,0.193359375
4,10_20,5_10,0.041285478552978,0.1968299150466919,0.1950822143116966,0.193359375
4,10_20,10_20,0.10103732013643965,0.1968299150466919,0.1950822143116966,0.193359375
4,10_20,20_50,0.32352859602934114,0.1968299150466919,0.1950822143116966,0.193359375
4,10_20,50_100,0.4980641796234663,0.1968299150466919,0.1950822143116966,0.193359375
4,20_50,0_1,0.007052876608939793,0.1067843958735466,0.09838822763413191,0.103515625
4,20_50,1_2,0.006585666071487067,0.1067843958735466,0.09838822763413191,0.103515625
4,20_50,2_5,0.02198726320939438,0.1067843958735466,0.09838822763413191,0.103515625
4,20_50,5_10,0.03830554309544113,0.1067843958735466,0.09838822763413191,0.103515625
4,20_50,10_20,0.09406890848340947,0.1067843958735466,0.09838822763413191,0.103515625
4,20_50,20_50,0.3129281304122246,0.1067843958735466,0.09838822763413191,0.103515625
4,20_50,50_100,0.5190716888941019,0.1067843958735466,0.09838822763413191,0.103515625
4,50_100,0_1,0.00848513541172891,-0.05830070748925209,-0.06601423909887671,0.03125
4,50_100,1_2,0.008456757436732704,-0.05830070748925209,-0.06601423909887671,0.03125
4,50_100,2_5,0.02661335499836314,-0.05830070748925209,-0.06601423909887671,0.03125
4,50_100,5_10,0.04522864622336209,-0.05830070748925209,-0.06601423909887671,0.03125
4,50_100,10_20,0.09319236052210855,-0.05830070748925209,-0.06601423909887671,0.03125
4,50_100,20_50,0.29639397636342746,-0.05830070748925209,-0.06601423909887671,0.03125
4,50_100,50_100,0.5216297906958349,-0.05830070748925209,-0.06601423909887671,0.03125
