band,x_source_energy_fraction,a_source_energy_fraction,h_energy_fraction,a_norm_share_in_band,x_norm_share_in_band,cross_term_over_h_energy,a_shapley_share_in_h_band,x_shapley_share_in_h_band,a_to_x_norm_ratio,a_adjacent_cosine,a_between_cosine,a_sequence_gap,a_sequence_accuracy,h_adjacent_cosine,h_between_cosine,h_sequence_gap,h_sequence_accuracy
0_1,0.9078239248415139,0.09939272230783233,0.9080600395110274,0.008512055920143242,0.991487944079857,0.012597601418623618,0.013195591249239337,0.9868044021922209,0.036567914780649635,0.6145654850535922,0.13926082863299935,0.4753046564205929,0.509765625,0.5715810237107454,0.2267428811777521,0.3448381425329932,0.5015190972222222
1_2,0.01066840257141506,0.029286600262818527,0.01147626216454762,0.03400919947056632,0.965990800529434,0.14081541058047548,0.09775648455573398,0.9022435459259673,0.17597208928626984,0.6152503283487426,0.02984416822868365,0.585406160120059,0.5009403935185185,0.41703001216605856,0.009968019252011328,0.40706199291404727,0.3648726851851852
2_5,0.019838965509213127,0.057770720285643,0.021124058721671314,0.03398653300537036,0.9660134669946296,0.11331305345674816,0.08509349296714727,0.914906488285038,0.17785393032196148,0.5762345470764019,0.022147115457940986,0.5540874316184609,0.6105324074074074,0.35024812320868176,-0.00020116513823503974,0.3504492883469168,0.3793402777777778
5_10,0.018314303339197587,0.07060619405378912,0.019352967358587252,0.04200252609830482,0.957997473901695,0.09513984514419319,0.08427664082331832,0.9157233693232955,0.20229533289870402,0.5477592404241916,0.02435491221991402,0.5234043282042775,0.6676070601851852,0.31397054537578867,0.0007066421192710684,0.3132639032565176,0.32523148148148145
10_20,0.018779622584739315,0.12687738745854443,0.01956706599769696,0.07274966017581627,0.9272503398241836,0.06803281352193645,0.10120686858764082,0.8987931226635818,0.27481494293737607,0.5269804045006081,0.0242959742123882,0.5026844302882199,0.7400173611111112,0.2959075774307604,-0.003760871701632385,0.2996684491323928,0.2669270833333333
20_50,0.018567174909499082,0.2801400629096297,0.017792669526465014,0.1540491347040483,0.8459508652959519,-0.11353968512269735,0.11692488564475262,0.8830751199091232,0.42311753385082057,0.48837795853614807,0.024560347095959716,0.46381761144018835,0.8263165509259259,0.16483386081677895,-0.0018908294169469391,0.1667246902337259,0.10590277777777778
50_100,0.006004072697818428,0.3359263377050012,0.002623411141981686,0.37455878156485334,0.6254412184351467,-2.3209212052405666,0.1300388394083095,0.8699612028585333,0.776001403433336,0.46773872441715664,0.025545184707476035,0.4421935397096806,0.8538049768518519,-0.10770786360458091,-0.0012852689633965147,-0.1064225946411844,0.021122685185185185
