role,band,band_index,b,q,j,e,q_enrichment,j_enrichment,layer,split,floor_ratio
coarse,F16,16,8.30815027885734e-10,0.000779688072354243,0.06757345050573349,0.00027067207612063184,0.1038454867747785,0.43721891349125547,1,confirmation,1e-06
fine,F1,1,2.003579902520869e-05,0.003383200782837034,0.5054961442947388,6.057779994452203,0.1517004218802525,1.4448050270191504,1,confirmation,1e-06
fine,F2,2,7.918739356682636e-06,0.004771088907198564,0.41306447982788086,2.394213517306617,0.2139323813478435,1.1806175846722164,1,confirmation,1e-06
fine,F3,3,6.036907507223077e-06,0.006232963902535006,0.3669607639312744,1.8252457753046047,0.27948186178475815,1.0488443135138097,1,confirmation,1e-06
fine,F4,4,5.361394869396463e-06,0.008793371618956946,0.36189135909080505,1.621006007363377,0.3942888022232594,1.0343549812406148,1,confirmation,1e-06
fine,F5,5,4.552039627014892e-06,0.012367538946362932,0.28600600361824036,1.3762992207992195,0.5545520340682906,0.8174600666080527,1,confirmation,1e-06
fine,F6,6,3.37611118084169e-06,0.016688525956598636,0.25956565141677856,1.0207598281764145,0.7483021525115039,0.741888463920308,1,confirmation,1e-06
fine,F7,7,2.1466798898472916e-06,0.019988879514077018,0.2523116171360016,0.649043967492798,0.8962877611585977,0.7211550412951794,1,confirmation,1e-06
fine,F8,8,1.3478597793437075e-06,0.02355636860757681,0.2762465476989746,0.4075224549997714,1.0562515455377486,0.7895656679419664,1,confirmation,1e-06
fine,F9,9,8.435018230557034e-07,0.02721622204545887,0.27504807710647583,0.25503093051401676,1.22035688429362,0.7861402089027234,1,confirmation,1e-06
fine,F10,10,5.436244236989296e-07,0.03195591031645887,0.3227896988391876,0.16436365498753464,1.4328812824727448,0.922594929390661,1,confirmation,1e-06
fine,F11,11,3.3872646554300445e-07,0.0366099819692009,0.33466559648513794,0.10241320568130141,1.6415666897248211,0.9565385248322702,1,confirmation,1e-06
fine,F12,12,2.112800672193771e-07,0.042732928443342866,0.3737526834011078,0.0638800660167197,1.9161154448532818,1.0682569232911117,1,confirmation,1e-06
fine,F13,13,1.2110851344004914e-07,0.04918055891700882,0.3985503613948822,0.03661689403811206,2.2052228096733177,1.1391334477278983,1,confirmation,1e-06
fine,F14,14,5.948793813104203e-08,0.04901898582886239,0.4111931622028351,0.017986047926914824,2.197977982301365,1.1752689996388177,1,confirmation,1e-06
fine,F15,15,2.2004293498412153e-08,0.020650188289309715,0.4131806790828705,0.006652949991114588,0.9259403968238649,1.180949704451249,1,confirmation,1e-06
fine,F16,16,3.924467861793346e-09,0.003682962855983605,0.34722164273262024,0.0011865542707895436,0.16514154934473038,0.9924261155539709,1,confirmation,1e-06
coarse,F1,1,2.641439095896203e-05,0.004258669602371645,0.5839131474494934,9.717081291963732,0.6496837224794405,4.319598056038161,1,design,1e-06
coarse,F2,2,5.904050794924842e-06,0.0034592471784693542,0.29175451397895813,2.171927477536744,0.5277273875937427,2.158304256255635,1,design,1e-06
coarse,F3,3,3.374621428520186e-06,0.003468556635671617,0.18224914371967316,1.2414244493268447,0.5291475970427362,1.3482194233247906,1,design,1e-06
