layer,band,rank,split_half_overlap,random_expectation,normalized_excess,stability_pass,reconstruction_relative_error,trace_relative_error,orthogonality_relative_error
5,F8,256,0.3390663282432942,0.0625,0.2950040834595138,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,F9,256,0.35899813315665957,0.0625,0.31626467536710356,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,F10,256,0.38754453025745617,0.0625,0.34671416560795326,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,F11,256,0.4287103120592858,0.0625,0.39062433286323817,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,F12,256,0.4859427386400429,0.0625,0.4516722545493791,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,F13,256,0.5558157125677876,0.0625,0.5262034267389735,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,F14,256,0.6481809392136497,0.0625,0.6247263351612263,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,F15,256,0.7771102713379021,0.0625,0.7622509560937623,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,F16,256,0.92749833132475,0.0625,0.9226648867464,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,H,256,0.7418851790355723,0.0625,0.7246775243046104,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,M,1792,0.8763008498160375,0.4375,0.7800903996729556,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
5,T,2048,0.9220999901106637,0.5,0.8441999802213274,True,3.855030175493998e-15,1.6278936032418443e-16,5.845618421976317e-15
6,F1,256,0.8265106089895082,0.0625,0.8149446495888087,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F2,256,0.6342575799762344,0.0625,0.60987475197465,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F3,256,0.5310726049644603,0.0625,0.49981077862875767,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F4,256,0.46391341161679667,0.0625,0.4281743057245831,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F5,256,0.42639858910692785,0.0625,0.3881584950473897,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F6,256,0.40786182160941425,0.0625,0.36838594305004185,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F7,256,0.39942405690064636,0.0625,0.3593856606940228,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F8,256,0.4028155719024551,0.0625,0.3630032766959521,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F9,256,0.4196435570751551,0.0625,0.38095312754683214,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F10,256,0.44755620363563187,0.0625,0.4107266172113407,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F11,256,0.4891552235431029,0.0625,0.4550989051126431,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F12,256,0.5505454998536554,0.0625,0.5205818665105658,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F13,256,0.6340316252410275,0.0625,0.6096337335904294,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F14,256,0.7432054915171997,0.0625,0.7260858576183463,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F15,256,0.8649697869685552,0.0625,0.8559677727664589,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,F16,256,0.9633672135114686,0.0625,0.9609250277455665,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,H,256,0.8265106089895082,0.0625,0.8149446495888087,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,M,1792,0.9030749153766815,0.4375,0.8276887384474337,True,4.388568239162764e-15,0.0,5.782274904004389e-15
6,T,2048,0.9362487457707007,0.5,0.8724974915414014,True,4.388568239162764e-15,0.0,5.782274904004389e-15
7,F1,256,0.8138564819531309,0.0625,0.8014469140833396,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F2,256,0.6029466894276606,0.0625,0.576476468722838,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F3,256,0.49907228760473155,0.0625,0.4656771067783803,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F4,256,0.44121630392547045,0.0625,0.4039640575205018,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F5,256,0.4048384006585576,0.0625,0.3651609607024614,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F6,256,0.380080459070842,0.0625,0.33875248967556476,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F7,256,0.37009162827939945,0.0625,0.3280977368313594,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F8,256,0.372501004006576,0.0625,0.3306677376070144,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F9,256,0.385906329347508,0.0625,0.34496675130400856,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F10,256,0.4162956766415417,0.0625,0.37738205508431116,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F11,256,0.45818666106382916,0.0625,0.42206577180141774,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F12,256,0.5200852468083228,0.0625,0.48809092992887765,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F13,256,0.6080729989784605,0.0625,0.5819445322436911,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F14,256,0.7189600725708918,0.0625,0.7002240774089512,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F15,256,0.8440019840850497,0.0625,0.8336021163573863,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,F16,256,0.9557210234844394,0.0625,0.9527690917167354,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,H,256,0.8138564819531309,0.0625,0.8014469140833396,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,M,1792,0.8933071156544086,0.4375,0.810323761163393,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
7,T,2048,0.9291082581123614,0.5,0.8582165162247228,True,4.908286766839401e-15,0.0,5.8843749513715906e-15
8,F1,256,0.8142338948461145,0.0625,0.8018494878358555,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F2,256,0.5989484451802327,0.0625,0.5722116748589149,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F3,256,0.4895819942081174,0.0625,0.45555412715532523,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F4,256,0.4286027285733125,0.0625,0.39050957714486667,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F5,256,0.398438234232375,0.0625,0.35833411651453334,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F6,256,0.38337486865734327,0.0625,0.3422665265678328,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F7,256,0.38442144473583445,0.0625,0.34338287438489007,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F8,256,0.3987842749827559,0.0625,0.358703226648273,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F9,256,0.4237917998513009,0.0625,0.38537791984138764,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F10,256,0.46148890774518403,0.0625,0.4255881682615296,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F11,256,0.5165487797501077,0.0625,0.4843186984001149,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F12,256,0.5806764616457959,0.0625,0.5527215590888489,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F13,256,0.6673867524537962,0.0625,0.6452125359507159,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F14,256,0.7822307409932335,0.0625,0.7677127903927824,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F15,256,0.8931597955259803,0.0625,0.8860371152277123,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,F16,256,0.9716675338456933,0.0625,0.9697787027687395,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,H,256,0.8142338948461145,0.0625,0.8018494878358555,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,M,1792,0.9017528197718089,0.4375,0.8253383462609936,True,3.966090245801637e-15,0.0,5.735359464088879e-15
8,T,2048,0.9365193635058865,0.5,0.873038727011773,True,3.966090245801637e-15,0.0,5.735359464088879e-15
9,F1,256,0.7008780973491774,0.0625,0.6809366371724559,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F2,256,0.4711587321849793,0.0625,0.4359026476639779,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F3,256,0.38075386713867,0.0625,0.3394707916145813,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F4,256,0.3346219172078452,0.0625,0.29026337835503485,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F5,256,0.30769501276325906,0.0625,0.2615413469474763,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F6,256,0.29987862315457686,0.0625,0.2532038646982153,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F7,256,0.3019842614854915,0.0625,0.2554498789178576,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F8,256,0.3149853740135183,0.0625,0.2693177322810862,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F9,256,0.3391448838093425,0.0625,0.29508787606329867,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F10,256,0.3773367527894774,0.0625,0.33582586964210925,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F11,256,0.42844158972190494,0.0625,0.39033769570336524,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F12,256,0.49663429465439723,0.0625,0.4630765809646904,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F13,256,0.5879540961758639,0.0625,0.5604843692542548,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F14,256,0.6950825717677619,0.0625,0.674754743218946,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F15,256,0.8224435388107785,0.0625,0.8106064413981637,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,F16,256,0.9480772439182734,0.0625,0.9446157268461584,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,H,256,0.7008780973491774,0.0625,0.6809366371724559,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,M,1792,0.8651350554811377,0.4375,0.7602400986331337,True,4.106234029751722e-15,0.0,5.921132223694027e-15
9,T,2048,0.9173453572818144,0.5,0.8346907145636289,True,4.106234029751722e-15,0.0,5.921132223694027e-15
10,F1,256,0.7484207327848935,0.0625,0.7316487816372198,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F2,256,0.5262063675981479,0.0625,0.4946201254380244,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F3,256,0.42454134392357934,0.0625,0.3861774335184846,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F4,256,0.3615233207367234,0.0625,0.3189582087858383,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F5,256,0.3267879068368079,0.0625,0.28190710062592844,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F6,256,0.31341856455787553,0.0625,0.2676464688617339,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F7,256,0.31450341386035385,0.0625,0.26880364145104413,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F8,256,0.3237679896263501,0.0625,0.2786858556014401,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F9,256,0.34169537929603444,0.0625,0.29780840458243674,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F10,256,0.369011842425273,0.0625,0.32694596525362457,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F11,256,0.4066300167529385,0.0625,0.36707201786980104,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F12,256,0.46549926349570325,0.0625,0.42986588106208345,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F13,256,0.5457723217686946,0.0625,0.5154904765532743,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F14,256,0.6595005258700397,0.0625,0.6368005609280424,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F15,256,0.7988542855500136,0.0625,0.7854445712533479,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,F16,256,0.9395814474154404,0.0625,0.935553543909803,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,H,256,0.7484207327848935,0.0625,0.7316487816372198,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,M,1792,0.8748185029517044,0.4375,0.7774551163585856,True,4.223685250596245e-15,0.0,5.754353447098796e-15
10,T,2048,0.9206711884891672,0.5,0.8413423769783344,True,4.223685250596245e-15,0.0,5.754353447098796e-15
11,F1,256,0.6635311118179756,0.0625,0.6410998526058407,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F2,256,0.44509786278619823,0.0625,0.4081043869719448,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F3,256,0.35789792895353967,0.0625,0.315091124217109,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F4,256,0.31574768839113876,0.0625,0.27013086761721466,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F5,256,0.2967919944424604,0.0625,0.24991146073862444,False,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F6,256,0.28419716318942906,0.0625,0.23647697406872434,False,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F7,256,0.2829817354684207,0.0625,0.23518051783298208,False,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F8,256,0.2887862449153607,0.0625,0.24137199457638475,False,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F9,256,0.30558498692648606,0.0625,0.25929065272158514,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F10,256,0.33464476110789754,0.0625,0.2902877451817574,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F11,256,0.3768336191040591,0.0625,0.33528919371099636,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F12,256,0.4400446597854826,0.0625,0.4027143037711814,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F13,256,0.5315315047381055,0.0625,0.5003002717206458,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F14,256,0.65727005817415,0.0625,0.6344213953857599,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F15,256,0.8060504610964723,0.0625,0.7931204918362371,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,F16,256,0.9436751645952948,0.0625,0.9399201755683144,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,H,256,0.6635311118179756,0.0625,0.6410998526058407,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,M,1792,0.8514413909564303,0.4375,0.735895806144765,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
11,T,2048,0.908723567842318,0.5,0.817447135684636,True,4.6328661326042915e-15,1.6860340956351463e-16,5.887543384444997e-15
12,F1,256,0.6282260524721023,0.0625,0.6034411226369091,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F2,256,0.4060267327065679,0.0625,0.3664285148870058,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F3,256,0.3197275590883354,0.0625,0.27437606302755774,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F4,256,0.28576288108838077,0.0625,0.2381470731609395,False,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F5,256,0.27000102752632543,0.0625,0.2213344293614138,False,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F6,256,0.2644690668326054,0.0625,0.21543367128811244,False,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F7,256,0.270622844752078,0.0625,0.2219977010688832,False,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F8,256,0.28361094059799236,0.0625,0.23585166997119184,False,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F9,256,0.30580000533546825,0.0625,0.2595200056911661,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F10,256,0.34268392332191744,0.0625,0.2988628515433786,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F11,256,0.3941427680923411,0.0625,0.35375228596516384,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F12,256,0.46937319977362035,0.0625,0.4339980797585284,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F13,256,0.5739583775814892,0.0625,0.5455556027535884,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F14,256,0.7003920139492477,0.0625,0.6804181482125309,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F15,256,0.8356356829738619,0.0625,0.824678061838786,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,F16,256,0.9539587084361246,0.0625,0.950889288998533,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,H,256,0.6282260524721023,0.0625,0.6034411226369091,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,M,1792,0.8459674347874839,0.4375,0.7261643285110826,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
12,T,2048,0.9080725040163533,0.5,0.8161450080327066,True,7.0852678447539034e-15,0.0,5.8457758877010724e-15
13,F1,256,0.6970434185151938,0.0625,0.6768463130828734,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F2,256,0.46551276459332624,0.0625,0.42988028223288133,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F3,256,0.36041242041853494,0.0625,0.3177732484464373,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F4,256,0.3095648821590762,0.0625,0.2635358743030146,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F5,256,0.2875911806809587,0.0625,0.2400972593930226,False,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F6,256,0.27746476604909026,0.0625,0.22929575045236295,False,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F7,256,0.2827316841578913,0.0625,0.23491379643508406,False,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F8,256,0.2926298183345904,0.0625,0.2454718062235631,False,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F9,256,0.31790598417363736,0.0625,0.27243304978521315,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F10,256,0.3532489560174591,0.0625,0.3101322197519564,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F11,256,0.4007156448288527,0.0625,0.3607633544841095,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F12,256,0.4642723552763521,0.0625,0.42855717896144224,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F13,256,0.5471637896969526,0.0625,0.5169747090100827,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F14,256,0.6475255933968195,0.0625,0.6240272996232741,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F15,256,0.7806665566386948,0.0625,0.7660443270812745,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,F16,256,0.9306124346546305,0.0625,0.9259865969649392,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,H,256,0.6970434185151938,0.0625,0.6768463130828734,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,M,1792,0.8584974664947586,0.4375,0.7484399404351263,True,5.013257864654453e-15,0.0,5.792438746038852e-15
13,T,2048,0.9116326108383714,0.5,0.8232652216767429,True,5.013257864654453e-15,0.0,5.792438746038852e-15
14,F1,256,0.7078569916839741,0.0625,0.6883807911295724,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
14,F2,256,0.47649084711445056,0.0625,0.4415902369220806,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
14,F3,256,0.38475791714148055,0.0625,0.3437417782842459,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
14,F4,256,0.3459389281684658,0.0625,0.3023348567130302,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
14,F5,256,0.3241481887630306,0.0625,0.27909140134723265,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
14,F6,256,0.32032779020297475,0.0625,0.27501630954983974,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
14,F7,256,0.3256808560813982,0.0625,0.2807262464868247,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
14,F8,256,0.34098859873648873,0.0625,0.2970545053189213,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
14,F9,256,0.3676590332724745,0.0625,0.32550296882397284,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
14,F10,256,0.4073398835822527,0.0625,0.36782920915440287,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
14,F11,256,0.4665720353915422,0.0625,0.43101017108431167,True,4.576050557062471e-15,1.8995273247098655e-16,5.776891931083399e-15
