condition,seed,metric,sign_sensitivity_mean,sign_sensitivity_max,n_variants,status
C3_orthogonal_unequal_singular,27,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,27,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,27,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,27,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,28,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,28,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,28,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,28,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,28,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,29,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,29,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,29,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,29,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,29,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,30,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,30,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,30,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,30,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,30,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,31,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,31,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,31,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,31,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,31,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,32,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,32,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,32,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,32,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,32,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,33,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,33,M2_unsigned_prototype,0.7167999999999998,1.0,15,ok
C3_orthogonal_unequal_singular,33,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,33,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,33,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,34,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,34,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,34,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,34,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,34,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,35,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,35,M2_unsigned_prototype,0.16629333333333335,0.3116,15,ok
C3_orthogonal_unequal_singular,35,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,35,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,35,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,36,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,36,M2_unsigned_prototype,0.08309333333333331,0.156,15,ok
C3_orthogonal_unequal_singular,36,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,36,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,36,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,37,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,37,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,37,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,37,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,37,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,38,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,38,M2_unsigned_prototype,0.08309333333333331,0.156,15,ok
C3_orthogonal_unequal_singular,38,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,38,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,38,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,39,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,39,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,39,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,39,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,39,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,40,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,40,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,40,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,40,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,40,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,41,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,41,M2_unsigned_prototype,0.3498666666666666,0.844,15,ok
C3_orthogonal_unequal_singular,41,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,41,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,41,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,42,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,42,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,42,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,42,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,42,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,43,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,43,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,43,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,43,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,43,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,44,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,44,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,44,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,44,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,44,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,45,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,45,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,45,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,45,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,45,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,46,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,46,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,46,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,46,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,46,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,47,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,47,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,47,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,47,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,47,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,48,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,48,M2_unsigned_prototype,0.08309333333333332,0.156,15,ok
C3_orthogonal_unequal_singular,48,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,48,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,48,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,49,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,49,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,49,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,49,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,49,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,50,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,50,M2_unsigned_prototype,0.7167999999999998,1.0,15,ok
C3_orthogonal_unequal_singular,50,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,50,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,50,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,51,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,51,M2_unsigned_prototype,0.7167999999999998,1.0,15,ok
C3_orthogonal_unequal_singular,51,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,51,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,51,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,52,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,52,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,52,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,52,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,52,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,53,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,53,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,53,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,53,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,53,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,54,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,54,M2_unsigned_prototype,0.3498666666666666,0.844,15,ok
C3_orthogonal_unequal_singular,54,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,54,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,54,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,55,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,55,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,55,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,55,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,55,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,56,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,56,M2_unsigned_prototype,0.34986666666666655,1.0,15,ok
C3_orthogonal_unequal_singular,56,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,56,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,56,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,57,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,57,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,57,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,57,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,57,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,58,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,58,M2_unsigned_prototype,0.34976,0.844,15,ok
C3_orthogonal_unequal_singular,58,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,58,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,58,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,59,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,59,M2_unsigned_prototype,0.08309333333333332,0.156,15,ok
C3_orthogonal_unequal_singular,59,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,59,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,59,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,60,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,60,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,60,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,60,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,60,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,61,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,61,M2_unsigned_prototype,0.3498666666666666,0.844,15,ok
C3_orthogonal_unequal_singular,61,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,61,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,61,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,62,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,62,M2_unsigned_prototype,0.34986666666666655,1.0,15,ok
C3_orthogonal_unequal_singular,62,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,62,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,62,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,63,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,63,M2_unsigned_prototype,0.7167999999999998,1.0,15,ok
C3_orthogonal_unequal_singular,63,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,63,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,63,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,64,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,64,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,64,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,64,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,64,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,65,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,65,M2_unsigned_prototype,0.16608,0.3116,15,ok
C3_orthogonal_unequal_singular,65,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,65,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,65,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,66,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,66,M2_unsigned_prototype,0.3497599999999999,1.0,15,ok
C3_orthogonal_unequal_singular,66,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,66,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,66,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,67,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,67,M2_unsigned_prototype,0.16629333333333335,0.3116,15,ok
C3_orthogonal_unequal_singular,67,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,67,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,67,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,68,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,68,M2_unsigned_prototype,0.7167999999999998,1.0,15,ok
C3_orthogonal_unequal_singular,68,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,68,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,68,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,69,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,69,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,69,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,69,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,69,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,70,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,70,M2_unsigned_prototype,0.34986666666666655,1.0,15,ok
C3_orthogonal_unequal_singular,70,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,70,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,70,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,71,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,71,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,71,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,71,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,71,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,72,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,72,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,72,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,72,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,72,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,73,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,73,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,73,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,73,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,73,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,74,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,74,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,74,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,74,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,74,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,75,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,75,M2_unsigned_prototype,0.34986666666666655,1.0,15,ok
C3_orthogonal_unequal_singular,75,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,75,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,75,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,76,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,76,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,76,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,76,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,76,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,77,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,77,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,77,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,77,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,77,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,78,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,78,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,78,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,78,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,78,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,79,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,79,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,79,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,79,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,79,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,80,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,80,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,80,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,80,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,80,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,81,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,81,M2_unsigned_prototype,0.3498666666666666,0.844,15,ok
C3_orthogonal_unequal_singular,81,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,81,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,81,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,82,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,82,M2_unsigned_prototype,0.16608,0.3116,15,ok
C3_orthogonal_unequal_singular,82,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,82,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,82,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,83,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,83,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,83,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,83,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,83,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,84,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,84,M2_unsigned_prototype,0.16629333333333335,0.3116,15,ok
C3_orthogonal_unequal_singular,84,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,84,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,84,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,85,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,85,M2_unsigned_prototype,0.08309333333333331,0.156,15,ok
C3_orthogonal_unequal_singular,85,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,85,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,85,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,86,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,86,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,86,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,86,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,86,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,87,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,87,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,87,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,87,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,87,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,88,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,88,M2_unsigned_prototype,0.7167999999999998,1.0,15,ok
C3_orthogonal_unequal_singular,88,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,88,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,88,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,89,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,89,M2_unsigned_prototype,0.16629333333333335,0.3116,15,ok
C3_orthogonal_unequal_singular,89,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,89,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,89,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,90,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,90,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,90,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,90,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,90,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,91,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,91,M2_unsigned_prototype,0.3498666666666666,0.844,15,ok
C3_orthogonal_unequal_singular,91,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,91,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,91,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,92,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,92,M2_unsigned_prototype,0.0832,0.156,15,ok
C3_orthogonal_unequal_singular,92,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,92,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,92,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,93,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,93,M2_unsigned_prototype,0.34976,0.844,15,ok
C3_orthogonal_unequal_singular,93,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,93,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,93,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,94,M1_signed_prototype,0.5333333333333333,1.0,15,ok
C3_orthogonal_unequal_singular,94,M2_unsigned_prototype,0.16640000000000002,0.312,15,ok
C3_orthogonal_unequal_singular,94,M3_top1_projection,,,0,not_applicable
C3_orthogonal_unequal_singular,94,M3_fullspan_control,,,0,not_applicable
C3_orthogonal_unequal_singular,94,M4_matrix_response,,,0,not_applicable
C3_orthogonal_unequal_singular,95,M1_signed_prototype,0.5333333333333333,1.0,15,ok
