condition,seed,metric,sign_sensitivity_mean,sign_sensitivity_max,n_variants,status
C2_orthogonal_equal_singular,20,M1_signed_prototype,,,0,undefined_prototype_equal_singular_values/undefined_prototype_equal_singular_values
C2_orthogonal_equal_singular,20,M2_unsigned_prototype,,,0,undefined_prototype_equal_singular_values/undefined_prototype_equal_singular_values
C2_orthogonal_equal_singular,20,M3_top1_projection,,,0,not_applicable
C2_orthogonal_equal_singular,20,M3_fullspan_control,,,0,not_applicable
C2_orthogonal_equal_singular,20,M4_matrix_response,,,0,not_applicable
C2_orthogonal_equal_singular,21,M1_signed_prototype,,,0,undefined_prototype_equal_singular_values/undefined_prototype_equal_singular_values
C2_orthogonal_equal_singular,21,M2_unsigned_prototype,,,0,undefined_prototype_equal_singular_values/undefined_prototype_equal_singular_values
C2_orthogonal_equal_singular,21,M3_top1_projection,,,0,not_applicable
C2_orthogonal_equal_singular,21,M3_fullspan_control,,,0,not_applicable
C2_orthogonal_equal_singular,21,M4_matrix_response,,,0,not_applicable
C2_orthogonal_equal_singular,22,M1_signed_prototype,,,0,undefined_prototype_equal_singular_values/undefined_prototype_equal_singular_values
C2_orthogonal_equal_singular,22,M2_unsigned_prototype,,,0,undefined_prototype_equal_singular_values/undefined_prototype_equal_singular_values
C2_orthogonal_equal_singular,22,M3_top1_projection,,,0,not_applicable
C2_orthogonal_equal_singular,22,M3_fullspan_control,,,0,not_applicable
C2_orthogonal_equal_singular,22,M4_matrix_response,,,0,not_applicable
C2_orthogonal_equal_singular,23,M1_signed_prototype,,,0,undefined_prototype_equal_singular_values/undefined_prototype_equal_singular_values
C2_orthogonal_equal_singular,23,M2_unsigned_prototype,,,0,undefined_prototype_equal_singular_values/undefined_prototype_equal_singular_values
