1.000000476837158203e+00,2.490473389625549316e-01,1.009616255760192871e-01,2.876440286636352539e-01,2.600850462913513184e-01,4.706111550331115723e-02,2.410218417644500732e-01,3.149521052837371826e-01,4.421552121639251709e-01,4.560196995735168457e-01,3.775469958782196045e-01,4.357127249240875244e-01,4.124443233013153076e-01,4.397925436496734619e-01,2.986958026885986328e-01,3.396360874176025391e-01,3.578847348690032959e-01,2.969181537628173828e-01,1.863798946142196655e-01,1.960527524352073669e-02,1.053376793861389160e-01,1.145060826092958450e-02,3.048337399959564209e-01,2.358784973621368408e-01,2.882303595542907715e-01,2.473396360874176025e-01,3.447914421558380127e-01,6.683023180812597275e-03
2.490473389625549316e-01,1.000000238418579102e+00,9.274438768625259399e-02,3.196465075016021729e-01,1.992843300104141235e-01,2.393113970756530762e-01,1.622883379459381104e-01,2.364415526390075684e-01,3.820346295833587646e-01,3.502287864685058594e-01,3.032768964767456055e-01,3.430048525333404541e-01,3.234029710292816162e-01,3.121537864208221436e-01,1.967615634202957153e-01,2.986233830451965332e-01,2.646415829658508301e-01,2.349070906639099121e-01,2.299707978963851929e-01,7.450168579816818237e-02,1.623595803976058960e-01,3.724467381834983826e-02,1.607110649347305298e-01,1.450378894805908203e-01,1.824265867471694946e-01,1.940542906522750854e-01,2.423063516616821289e-01,3.704372420907020569e-02
1.009616255760192871e-01,9.274438768625259399e-02,1.000000119209289551e+00,6.632395833730697632e-02,9.495390206575393677e-02,7.022263016551733017e-03,1.025279164314270020e-01,1.567299216985702515e-01,2.004335522651672363e-01,2.072038352489471436e-01,1.623681038618087769e-01,1.797877848148345947e-01,2.019634395837783813e-01,2.119508385658264160e-01,1.315333694219589233e-01,1.483918875455856323e-01,1.830187439918518066e-01,1.408410817384719849e-01,1.199230030179023743e-01,1.017200946807861328e-02,2.828789688646793365e-02,2.262263558804988861e-02,5.878338590264320374e-02,1.403126493096351624e-02,9.264385700225830078e-02,1.011621430516242981e-01,5.934984236955642700e-02,1.218323968350887299e-02
2.876440286636352539e-01,3.196465075016021729e-01,6.632395833730697632e-02,9.999997019767761230e-01,4.073046445846557617e-01,1.885638236999511719e-01,3.756836950778961182e-01,3.557788431644439697e-01,4.851894378662109375e-01,4.509571492671966553e-01,4.033447504043579102e-01,4.448474645614624023e-01,4.345642030239105225e-01,4.494409263134002686e-01,3.057478964328765869e-01,3.297202289104461670e-01,3.882408142089843750e-01,2.853440344333648682e-01,2.826170325279235840e-01,1.294039785861968994e-01,2.633112370967864990e-01,9.238538332283496857e-03,2.057736068964004517e-01,2.095073908567428589e-01,2.769546806812286377e-01,2.417151480913162231e-01,2.907662689685821533e-01,6.804625689983367920e-02
2.600850462913513184e-01,1.992843300104141235e-01,9.495390206575393677e-02,4.073046445846557617e-01,1.000000238418579102e+00,1.240802556276321411e-01,3.405383229255676270e-01,3.828169703483581543e-01,4.710647463798522949e-01,4.774361252784729004e-01,4.119858443737030029e-01,4.562158584594726562e-01,4.202872216701507568e-01,4.410623013973236084e-01,2.462002784013748169e-01,3.636810183525085449e-01,3.507100045680999756e-01,3.135266304016113281e-01,2.738403081893920898e-01,1.006503105163574219e-01,1.634573191404342651e-01,2.152954787015914917e-02,1.275960057973861694e-01,9.188903123140335083e-02,2.060433030128479004e-01,1.959925591945648193e-01,2.390985786914825439e-01,5.196003988385200500e-02
4.706111550331115723e-02,2.393113970756530762e-01,7.022263016551733017e-03,1.885638236999511719e-01,1.240802556276321411e-01,1.000000357627868652e+00,5.038330331444740295e-02,1.255977153778076172e-01,9.873373061418533325e-02,6.688694655895233154e-02,1.316961646080017090e-01,5.716802179813385010e-02,1.178186237812042236e-01,8.637058734893798828e-02,7.941264659166336060e-02,1.765297949314117432e-01,1.178363263607025146e-01,1.216298565268516541e-01,1.613162010908126831e-01,1.130376979708671570e-01,1.104350462555885315e-01,2.947782352566719055e-02,4.146122559905052185e-02,6.606314331293106079e-02,8.165546506643295288e-02,6.268475204706192017e-02,7.019255310297012329e-02,1.645118370652198792e-02
2.410218417644500732e-01,1.622883379459381104e-01,1.025279164314270020e-01,3.756836950778961182e-01,3.405383229255676270e-01,5.038330331444740295e-02,9.999996423721313477e-01,3.169051408767700195e-01,5.085931420326232910e-01,4.934631288051605225e-01,3.821001946926116943e-01,5.292049050331115723e-01,4.258699715137481689e-01,4.611734151840209961e-01,2.795513272285461426e-01,3.111028075218200684e-01,4.604576528072357178e-01,2.937283813953399658e-01,3.143177628517150879e-01,1.141851767897605896e-02,1.939107626676559448e-01,1.842608302831649780e-02,1.648748517036437988e-01,1.515768766403198242e-01,2.473306804895401001e-01,2.359958440065383911e-01,2.846938967704772949e-01,5.977819859981536865e-02
3.149521052837371826e-01,2.364415526390075684e-01,1.567299216985702515e-01,3.557788431644439697e-01,3.828169703483581543e-01,1.255977153778076172e-01,3.169051408767700195e-01,1.000000357627868652e+00,5.284341573715209961e-01,5.431050658226013184e-01,5.179992914199829102e-01,5.088623166084289551e-01,4.954802691936492920e-01,4.662993252277374268e-01,1.733040511608123779e-01,4.214100539684295654e-01,4.050385653972625732e-01,3.083622455596923828e-01,2.721006870269775391e-01,8.617641031742095947e-02,1.600208282470703125e-01,3.544190526008605957e-02,2.312398552894592285e-01,1.709015816450119019e-01,2.977116405963897705e-01,2.233182489871978760e-01,3.281954526901245117e-01,5.658364668488502502e-02
4.421552121639251709e-01,3.820346295833587646e-01,2.004335522651672363e-01,4.851894378662109375e-01,4.710647463798522949e-01,9.873373061418533325e-02,5.085931420326232910e-01,5.284341573715209961e-01,1.000000238418579102e+00,8.351444005966186523e-01,7.001220583915710449e-01,7.827085852622985840e-01,7.390832901000976562e-01,7.306475639343261719e-01,4.827023744583129883e-01,5.645274519920349121e-01,6.197512745857238770e-01,4.694460332393646240e-01,3.858445584774017334e-01,7.877714186906814575e-02,2.118586450815200806e-01,2.379006333649158478e-02,3.476191461086273193e-01,2.755435407161712646e-01,4.045399427413940430e-01,3.739245235919952393e-01,4.967103600502014160e-01,5.251923203468322754e-02
4.560196995735168457e-01,3.502287864685058594e-01,2.072038352489471436e-01,4.509571492671966553e-01,4.774361252784729004e-01,6.688694655895233154e-02,4.934631288051605225e-01,5.431050658226013184e-01,8.351444005966186523e-01,1.000000476837158203e+00,7.205266356468200684e-01,8.401990532875061035e-01,7.770498991012573242e-01,7.620388269424438477e-01,5.338065624237060547e-01,5.664640069007873535e-01,6.118006706237792969e-01,4.924994409084320068e-01,3.552943766117095947e-01,1.508019305765628815e-02,2.026792764663696289e-01,1.233484689146280289e-02,3.714436292648315430e-01,2.706315219402313232e-01,3.725873529911041260e-01,3.496388196945190430e-01,5.036501288414001465e-01,8.368246257305145264e-02
