start_record,end_record,start_global_step,end_global_step,loss_mean,loss_min,loss_max,batch_time_mean,num_records
29479,30197,7370,7549,3.7592058414464535,3.339,4.239,0.8615688456189151,719
30198,30916,7549,7729,3.7436008344923506,3.357,4.246,0.8616592489568845,719
30917,31635,7729,7909,3.7270625869262863,3.166,4.286,0.8614756606397774,719
31636,32354,7909,8088,3.721969401947149,3.245,4.334,0.8706509040333796,719
32355,33073,8089,8268,3.716863699582754,3.269,4.244,0.8618150208623088,719
33074,33792,8268,8448,3.704443671766342,3.247,4.094,0.86257719054242,719
33793,34511,8448,8628,3.6981293463143254,3.223,4.212,0.86184561891516,719
34512,35230,8628,8807,3.6861126564673157,3.105,4.188,0.8617121001390821,719
35231,35949,8808,8987,3.6763616133518777,3.11,4.091,0.8622239221140473,719
35950,36668,8987,9167,3.6748497913769125,3.191,4.259,0.8653963838664812,719
36669,37387,9167,9347,3.6663296244784425,2.972,4.122,0.8645118219749652,719
37388,38106,9347,9526,3.654702364394993,3.213,4.188,0.8618108484005563,719
38107,38825,9527,9706,3.6429054242002783,3.147,4.305,0.8623490959666203,719
38826,39544,9706,9886,3.6531029207232266,3.274,4.175,0.8614700973574408,719
39545,40263,9886,10066,3.6320904033379695,3.184,4.155,0.8651891515994437,719
40264,40982,10066,10245,3.632635605006954,3.171,4.255,0.8625618915159944,719
40983,41701,10246,10425,3.618682892906815,3.183,4.203,0.8679930458970793,719
41702,42420,10425,10605,3.6237357440890126,3.171,4.067,0.8616077885952712,719
42421,43139,10605,10785,3.6041029207232267,3.121,4.124,0.8623991655076495,719
43140,43858,10785,10964,3.602175243393602,3.122,4.13,0.8619471488178025,719
43859,44577,10965,11144,3.5945535465924894,3.164,4.041,0.8649221140472879,719
44578,45296,11144,11324,3.58361752433936,3.064,4.07,0.8623685674547983,719
45297,46015,11324,11504,3.597901251738526,3.058,4.152,0.8625757997218358,719
46016,46734,11504,11683,3.5838609179415855,3.119,4.217,0.867692628650904,719
46735,47453,11684,11863,3.5795034770514604,3.185,4.066,0.8622948539638386,719
47454,48172,11863,12043,3.5639582753824754,3.105,4.01,0.8657246175243394,719
48173,48891,12043,12223,3.563700973574409,3.048,4.0,0.8614269819193324,719
48892,49610,12223,12402,3.5590904033379696,3.102,4.374,0.8618776077885952,719
49611,50329,12403,12582,3.5542851182197497,3.143,4.198,0.8613518776077885,719
50330,51048,12582,12762,3.5528247566063977,3.166,4.196,0.8616536856745479,719
51049,51767,12762,12942,3.542107093184979,2.965,4.036,0.864751043115438,719
51768,52486,12942,13121,3.5505827538247567,2.83,4.084,0.8652225312934632,719
52487,53205,13122,13301,3.536452016689847,3.007,3.976,0.8614979137691238,719
53206,53924,13301,13481,3.5303435326842836,3.049,4.131,0.8618428372739917,719
53925,54643,13481,13661,3.540968011126565,3.07,4.143,0.8614186369958275,719
54644,55362,13661,13840,3.519210013908206,3.049,3.952,0.8619638386648122,719
55363,56081,13841,14020,3.516173852573018,3.028,3.996,0.8681808066759388,719
56082,56800,14020,14200,3.511304589707928,3.057,4.015,0.8618261474269819,719
56801,57519,14200,14380,3.5088789986091795,2.984,4.065,0.8620278164116829,719
