dim,seed,lr,variant,trainable_parameters,first_stable_tail_step,success,final_tail_loss,final_a_bayes_gap,final_cake_loss,final_the_retention_gap,base_max_abs_drift,final_embedding_common_energy_fraction,final_embedding_residual_energy_fraction,final_map_common_energy_fraction,final_map_residual_energy_fraction
8,3,0.01,residual_oracle,14,895,1,0.5549409985542297,0.007825374603271484,0.0034444599878042936,3.337860107421875e-06,0.0,1.3095121741254958e-14,1.000000238418579,1.6866870516918896e-14,1.000000238418579
8,3,0.03,residual_oracle,14,295,1,0.5495181083679199,0.00030410289764404297,0.0001197494930238463,3.337860107421875e-06,0.0,8.677750053633689e-15,1.000000238418579,1.848296364050095e-14,1.000000238418579
8,3,0.1,residual_oracle,14,140,1,0.5493529438972473,9.238719940185547e-05,1.2715636330540292e-06,3.337860107421875e-06,0.0,1.0610190501257437e-14,1.0000003576278687,1.5437590509853778e-14,1.000000238418579
8,3,0.3,residual_oracle,14,90,1,0.5493089556694031,5.364418029785156e-06,1.1920926823449918e-07,3.337860107421875e-06,0.0,5.07941263919523e-15,1.0000001192092896,1.3145605751944262e-14,1.000000238418579
8,3,1.0,residual_oracle,14,85,1,0.5493263602256775,4.0411949157714844e-05,0.0,3.337860107421875e-06,0.0,4.3718419726404556e-15,1.0000003576278687,1.206576156397238e-14,1.000000238418579
8,4,0.003,common_oracle,14,,0,0.8556501865386963,0.4830440282821655,0.12964405119419098,2.86102294921875e-06,0.0,0.9999998211860657,1.435557368237219e-14,0.9999998807907104,1.4958039418633967e-14
8,4,0.01,common_oracle,14,615,1,0.5538108944892883,0.007464408874511719,0.0015451262006536126,2.86102294921875e-06,0.0,0.9999998211860657,1.5532219336655134e-14,0.9999999403953552,2.0655132199889556e-14
8,4,0.03,common_oracle,14,285,1,0.5498782992362976,0.000727534294128418,0.0004167467122897506,2.86102294921875e-06,0.0,1.0,1.7118386786210693e-14,0.9999998807907104,2.3742750251748088e-14
8,4,0.1,common_oracle,14,80,1,0.549418568611145,0.00012934207916259766,9.547651279717684e-05,2.86102294921875e-06,0.0,0.9999997615814209,1.487241624612782e-14,0.9999998807907104,1.226718091663177e-14
8,4,0.3,common_oracle,14,50,1,0.5493260025978088,3.135204315185547e-05,8.503536264470313e-06,2.86102294921875e-06,0.0,0.9999997615814209,1.3228803022089473e-14,1.0,5.104580529156997e-15
8,4,1.0,common_oracle,14,75,1,0.5493149161338806,1.71661376953125e-05,3.178912777457299e-07,2.86102294921875e-06,0.0,0.9999998807907104,1.0618939504569627e-14,1.0000001192092896,1.3937844561357155e-15
8,4,0.003,residual_oracle,14,,0,0.6282457709312439,0.09653675556182861,0.06134234368801117,2.86102294921875e-06,0.0,8.888656175302326e-15,0.9999995231628418,2.3805539110062154e-14,0.9999997615814209
8,4,0.01,residual_oracle,14,390,1,0.5511279702186584,0.0020712614059448242,0.0015724602853879333,2.86102294921875e-06,0.0,9.108173233912751e-15,0.9999997615814209,1.885436895314712e-14,0.9999999403953552
8,4,0.03,residual_oracle,14,185,1,0.5497307181358337,0.0005664825439453125,0.000282674707705155,2.86102294921875e-06,0.0,8.979415755600625e-15,0.9999997019767761,2.2941174174641137e-14,0.9999998807907104
8,4,0.1,residual_oracle,14,95,1,0.5493906736373901,0.0001348257064819336,3.4212283935630694e-05,2.86102294921875e-06,0.0,3.904652480252874e-15,0.9999997019767761,1.792538726231186e-14,0.9999998211860657
8,4,0.3,residual_oracle,14,70,1,0.5504424571990967,0.0022619962692260742,1.0569722689979244e-05,2.86102294921875e-06,0.0,3.756588156457507e-15,0.9999996423721313,2.1357939153148972e-14,0.9999997615814209
8,4,1.0,residual_oracle,14,40,1,0.5549189448356628,0.011225581169128418,0.0,2.86102294921875e-06,0.0,8.110307435674983e-15,0.9999998211860657,1.995876608516106e-14,0.9999997615814209
8,5,0.003,common_oracle,14,,0,0.6836779713630676,0.18452417850494385,0.0842195674777031,9.5367431640625e-07,0.0,0.9999997019767761,4.255157254925545e-15,0.9999997019767761,8.201155954432743e-15
8,5,0.01,common_oracle,14,945,1,0.5588760375976562,0.01622605323791504,0.0029137551318854094,9.5367431640625e-07,0.0,0.9999997019767761,5.67331529587674e-15,0.9999995827674866,2.9365063152771804e-15
8,5,0.03,common_oracle,14,370,1,0.5499787330627441,0.0011712312698364258,0.00017391012806911021,9.5367431640625e-07,0.0,0.9999995827674866,5.599296898264449e-15,0.9999995231628418,3.2093673913233126e-15
8,5,0.1,common_oracle,14,105,1,0.5495639443397522,0.0004878044128417969,2.7815067369374447e-05,9.5367431640625e-07,0.0,0.9999996423721313,4.996552488163025e-15,0.9999998807907104,3.574779734109423e-15
