layer,band,x_source_energy_fraction,a_source_energy_fraction,h_energy_fraction,a_norm_share_in_band,x_norm_share_in_band,cross_term_over_h_energy,a_shapley_share_in_h_band,x_shapley_share_in_h_band,a_to_x_norm_ratio,a_adjacent_cosine,a_between_cosine,a_sequence_gap,a_sequence_accuracy,h_adjacent_cosine,h_between_cosine,h_sequence_gap,h_sequence_accuracy,x_own_adjacent_cosine,x_own_between_cosine,x_own_sequence_gap,x_own_sequence_accuracy,a_own_adjacent_cosine,a_own_between_cosine,a_own_sequence_gap,a_own_sequence_accuracy
20,20_50,0.0059852600870635726,0.29086954569781753,0.006393973635761757,0.1437308131835529,0.8562691868164471,-0.08898578554281321,0.11202791771587543,0.8879720682710078,0.4097036030888548,0.4990287125110626,0.019878486171364784,0.47915022633969784,0.84765625,0.18891873955726624,-0.0026048661675304174,0.19152360572479665,0.076171875,0.19113831222057343,-0.002459656447172165,0.1935979686677456,0.095703125,0.21571515500545502,0.007371777202934027,0.208343377802521,0.083984375
20,50_100,0.0017869403723421598,0.27961641632745404,0.0010751051936824056,0.35085027595791585,0.6491497240420842,-1.5505542166023878,0.11958554243937979,0.8804144575606202,0.7351711786739917,0.5089672207832336,0.023338420316576958,0.4856288004666567,0.875,-0.12367855757474899,-0.0011601514415815473,-0.12251840613316745,0.017578125,-0.11768045276403427,-0.0052526663057506084,-0.11242778645828366,0.0078125,-0.1299816519021988,0.007233696524053812,-0.1372153484262526,0.0234375
21,0_1,0.9541660926770066,0.0605244062342869,0.9493254404516321,0.00024125382221657727,0.9997587461777834,0.0018755124328595648,0.0011785575268918112,0.9988212882309659,0.015534221566222563,0.6534072160720825,0.11751063168048859,0.5358965843915939,0.65625,0.5768548250198364,0.11871033161878586,0.45814449340105057,0.650390625,0.5524280071258545,0.11851447075605392,0.43391353636980057,0.61328125,0.6478750705718994,0.0797308012843132,0.5681442692875862,0.72265625
21,1_2,0.005111474234664299,0.027928196683408336,0.006032777555393526,0.020362658679042016,0.979637341320958,0.1413137178365897,0.08814199474305139,0.9118580125589152,0.14417321240467582,0.6622090339660645,-0.05055632069706917,0.7127653546631336,0.626953125,0.5905759334564209,-0.009151069447398186,0.5997270029038191,0.470703125,0.5583099126815796,-0.007369957864284515,0.5656798705458641,0.455078125,0.5464186072349548,0.042896777391433716,0.5035218298435211,0.484375
21,2_5,0.009808337015045375,0.05308397711272025,0.01102836643633432,0.020173883876688007,0.9798261161233119,0.09883113696352942,0.06759564443765867,0.932404353565167,0.1434895431556662,0.5546635985374451,0.015339613892138004,0.5393239846453071,0.611328125,0.41634371876716614,0.00523079140111804,0.4111129273660481,0.33203125,0.40561050176620483,0.0019845813512802124,0.4036259204149246,0.404296875,0.49928808212280273,0.0008646446513012052,0.49842343747150153,0.38671875
21,5_10,0.00945280678785633,0.07947599870828917,0.010641765878010013,0.03099375676234309,0.9690062432376569,0.08989502235837027,0.07315508425419158,0.9268449405825548,0.17884377265460116,0.5210091471672058,-0.001995856175199151,0.523005003342405,0.650390625,0.35350507497787476,-0.0017919082893058658,0.3552969832671806,0.294921875,0.3386051654815674,-0.003983714617788792,0.3425888800993562,0.29296875,0.4480033218860626,0.016826653853058815,0.4311766680330038,0.3984375
21,10_20,0.009823381526353304,0.15718415248831147,0.011244422829642477,0.05737953727752994,0.94262046272247,0.07985141048295596,0.09272340688327793,0.9072766166223163,0.24672325678669477,0.4873281717300415,0.019133614376187325,0.4681945573538542,0.65234375,0.2975270450115204,3.125225703115575e-05,0.29749579275448923,0.18359375,0.29755899310112,0.0007497835904359818,0.296809209510684,0.208984375,0.3854272961616516,0.004204495809972286,0.3812228003516793,0.275390625
21,20_50,0.009165279285194774,0.3221391203546252,0.01004572435038989,0.11794172515041224,0.8820582748495878,-0.02692361513903563,0.10765534140386163,0.8923447112169014,0.36566643583775127,0.46425753831863403,0.022770965471863747,0.4414865728467703,0.82421875,0.1688126027584076,-0.0031538563780486584,0.17196645913645625,0.07421875,0.1767873466014862,-0.0020333421416580677,0.17882068874314427,0.078125,0.2123776376247406,0.009893693029880524,0.20248394459486008,0.11328125
21,50_100,0.0024693618016075466,0.29966413092371974,0.0016785554773263694,0.31584647659389,0.68415352340611,-1.1348454127706031,0.10686072846656712,0.89313937650736,0.6794558376344046,0.4651104807853699,0.02586461417376995,0.4392458666115999,0.884765625,-0.11442836374044418,5.859628799953498e-05,-0.11448696002844372,0.015625,-0.1163855567574501,-0.0024430558551102877,-0.11394250090233982,0.01171875,-0.09873371571302414,0.0027943525929003954,-0.10152806830592453,0.01953125
22,0_1,0.9348679245417449,0.08127239589060065,0.9331392948211267,0.00030962260535858207,0.9996903773946414,0.0018689626476802764,0.0012435253001689816,0.9987566169845127,0.017598821017552675,0.6507921814918518,0.11445438861846924,0.5363377928733826,0.677734375,0.575344979763031,0.09628545492887497,0.47905952483415604,0.712890625,0.5462092757225037,0.10546880215406418,0.4407404735684395,0.642578125,0.6692999601364136,0.08558954298496246,0.5837104171514511,0.796875
