model,interval,contrast,eligible_layers,eligible_count,B_update_median,B_update_ci_lower,B_update_ci_upper,deltaW_B_median,deltaW_B_ci_lower,deltaW_B_ci_upper,deltaU_B_median,deltaU_B_ci_lower,deltaU_B_ci_upper,B_update_null_q95,update_supported,deltaW_positive,deltaW_precise_nonpositive,deltaU_positive
lb,30000->40000,H:M,"1,2,3,4,5,6,7,8,9,10,11,12",12,0.990431934595108,0.9736927509307861,1.0385372400283814,-0.036257266998291,-0.0349657379090786,-0.028449921309947966,0.019146084785461398,-0.011772277951240539,0.023966450244188316,0.04302448872476816,True,False,True,False
lb,30000->40000,H:T,"1,2,3,4,5,6,7,8,9,10,11,12",12,2.630082130432129,2.5608751237392426,2.6309744656085967,0.0797299742698669,0.07448552697896957,0.08088768124580384,-0.0984079837799072,-0.1057399183511734,-0.08327883630990982,0.03992848191410303,True,True,False,False
lb,40000->80000,H:M,"1,2,3,4,5,6,7,8,9,10,11,12",12,0.9736133813858032,0.953448686003685,1.0224912583827972,-0.05392530560493465,-0.05513884350657463,-0.04223693497478962,0.11896532773971549,0.08067277818918228,0.12604522332549095,0.0408793305978179,True,False,True,True
lb,40000->80000,H:T,"1,2,3,4,5,6,7,8,9,10,11,12",12,2.81358003616333,2.7575843572616576,2.8231630444526674,0.16226124763488764,0.154936483502388,0.1637389913201332,-0.10822844505310056,-0.12355489879846573,-0.09187466800212858,0.03984192572534084,True,True,False,False
decommon,30000->40000,H:M,"1,2,3,4,5,6,7,8,9,10,11,12",12,0.2931747063994407,0.2844854772090912,0.36047804430127145,-0.06713765859603875,-0.06806130148470402,-0.06043819412589073,0.006995290517807001,-0.019669844210147856,0.01210707388818264,0.05608923453837633,True,False,True,False
decommon,30000->40000,H:T,"1,2,3,4,5,6,7,8,9,10,11,12",12,1.5105042457580566,1.468387895822525,1.5375236392021179,-0.0148215889930725,-0.019395871460437773,-0.011449963599443435,-0.10524702072143549,-0.11623455286026001,-0.0871203824877739,0.03907394502311945,True,False,True,False
decommon,40000->80000,H:M,"1,2,3,4,5,6,7,8,9,10,11,12",12,0.40992631018161774,0.37670072466135024,0.4612526915967465,-0.0609504729509353,-0.06639743633568287,-0.05033121109008789,0.088115245103836,0.07098463103175164,0.11348018608987331,0.050256398506462574,True,False,True,True
decommon,40000->80000,H:T,"1,2,3,4,5,6,7,8,9,10,11,12",12,1.5701850652694702,1.5272350877523422,1.613602387905121,0.007725149393081649,-0.000517815351486206,0.012776051461696625,-0.1001730859279632,-0.10916355699300766,-0.06243727207183838,0.046007721684873104,True,False,False,False
