model,step,layer,control,contrast,actual_router_input_B,control_B,actual_minus_control_B
lb,30000,8,next_layer_basis,H:M,1.3029215591664756,0.17686020776384392,1.1260613514026316
lb,30000,8,next_layer_basis,H:T,2.6259314280298045,0.2358077957357417,2.390123632294063
lb,30000,9,next_layer_basis,H:M,1.70625312843204,0.024364787307176228,1.6818883411248637
lb,30000,9,next_layer_basis,H:T,2.9016934954982982,0.1390677161309839,2.7626257793673146
lb,30000,10,next_layer_basis,H:M,1.2209554038410149,0.0027244165374815045,1.2182309873035333
lb,30000,10,next_layer_basis,H:T,2.731674527141482,-0.0709648168414481,2.8026393439829302
lb,30000,11,next_layer_basis,H:M,1.1564331183738061,-0.12728196033592942,1.2837150787097356
lb,30000,11,next_layer_basis,H:T,2.2753904165815357,-0.28458836465332843,2.559978781234864
lb,30000,12,next_layer_basis,H:M,1.5814120263804345,-0.0600418165727009,1.6414538429531353
lb,30000,12,next_layer_basis,H:T,2.8258538248755616,-0.012061920704730725,2.8379157455802924
lb,40000,1,next_layer_basis,H:M,1.6892950015460775,-0.017504951779013418,1.7067999533250908
lb,40000,1,next_layer_basis,H:T,3.0104144045593277,-0.12227386353686215,3.13268826809619
lb,40000,2,next_layer_basis,H:M,2.5809694795711677,0.08674058539851083,2.494228894172657
lb,40000,2,next_layer_basis,H:T,4.19278147838821,0.46047971032321355,3.7323017680649966
lb,40000,3,next_layer_basis,H:M,2.566483297379105,-0.06538635052626267,2.631869647905368
lb,40000,3,next_layer_basis,H:T,4.1609836110981,0.15254166737369967,4.0084419437244
lb,40000,4,next_layer_basis,H:M,2.5174980208060593,0.09892013426369664,2.4185778865423626
lb,40000,4,next_layer_basis,H:T,4.175759170073999,0.4000832260842604,3.7756759439897385
lb,40000,5,next_layer_basis,H:M,2.268788593757672,0.1885194350398452,2.080269158717827
lb,40000,5,next_layer_basis,H:T,4.0858751683088945,0.37865613451171076,3.707219033797184
lb,40000,6,next_layer_basis,H:M,2.0516222006168703,0.20260091007817022,1.8490212905387
lb,40000,6,next_layer_basis,H:T,3.5400970677123382,0.46581711670148285,3.0742799510108556
lb,40000,7,next_layer_basis,H:M,1.2552266732638877,-0.007768318581219551,1.2629949918451073
lb,40000,7,next_layer_basis,H:T,2.9786563474373677,0.06232877384157915,2.9163275735957885
lb,40000,8,next_layer_basis,H:M,1.2487094847107287,0.20526902722170987,1.0434404574890188
lb,40000,8,next_layer_basis,H:T,2.5475384829727314,0.2562477763968884,2.291290706575843
lb,40000,9,next_layer_basis,H:M,1.6880422377493216,0.011301759832009426,1.6767404779173123
lb,40000,9,next_layer_basis,H:T,2.841467755736849,0.13089872619590698,2.7105690295409417
lb,40000,10,next_layer_basis,H:M,1.2078162710646545,-0.004897789080492238,1.2127140601451467
lb,40000,10,next_layer_basis,H:T,2.6560811934339243,-0.08149941456908862,2.737580608003013
lb,40000,11,next_layer_basis,H:M,1.093230377839956,-0.08950674198232329,1.1827371198222791
lb,40000,11,next_layer_basis,H:T,2.1135197323645403,-0.28908758518939087,2.4026073175539313
lb,40000,12,next_layer_basis,H:M,1.4765372579554332,-0.02892634866410583,1.505463606619539
lb,40000,12,next_layer_basis,H:T,2.616744996253408,-0.004145621695947676,2.6208906179493554
lb,80000,1,next_layer_basis,H:M,1.9434519501293401,0.01028469975641608,1.933167250372924
lb,80000,1,next_layer_basis,H:T,3.520469698804206,-0.2269491428226118,3.7474188416268177
lb,80000,2,next_layer_basis,H:M,2.7692898243813064,0.1565625917169345,2.612727232664372
lb,80000,2,next_layer_basis,H:T,4.57143705004932,0.6085861300551573,3.9628509199941626
lb,80000,3,next_layer_basis,H:M,2.6830896647076847,-0.041201900049801586,2.724291564757486
lb,80000,3,next_layer_basis,H:T,4.404390026622604,0.1738562080408712,4.2305338185817325
lb,80000,4,next_layer_basis,H:M,2.510711868181556,0.15846611951286094,2.352245748668695
lb,80000,4,next_layer_basis,H:T,4.284487908738586,0.5025736449229009,3.7819142638156853
lb,80000,5,next_layer_basis,H:M,2.3358089485281868,0.14762264910945055,2.188186299418736
lb,80000,5,next_layer_basis,H:T,4.169534866282642,0.34949247347532253,3.820042392807319
lb,80000,6,next_layer_basis,H:M,2.10445066062327,0.13830452599279403,1.9661461346304758
lb,80000,6,next_layer_basis,H:T,3.5884140091270895,0.41886272973106004,3.1695512793960297
lb,80000,7,next_layer_basis,H:M,1.303621019561984,0.02886104437350549,1.2747599751884784
lb,80000,7,next_layer_basis,H:T,2.945928794007372,0.13034789344785488,2.8155809005595174
lb,80000,8,next_layer_basis,H:M,1.2595670783018167,0.2558509445431067,1.00371613375871
lb,80000,8,next_layer_basis,H:T,2.516903057173572,0.3076589029628575,2.209244154210715
lb,80000,9,next_layer_basis,H:M,1.7558360909770412,-0.004429856274276911,1.760265947251318
lb,80000,9,next_layer_basis,H:T,2.847520198778613,0.10505365944658397,2.742466539332029
lb,80000,10,next_layer_basis,H:M,1.2651830624041327,0.04293002746626738,1.2222530349378653
lb,80000,10,next_layer_basis,H:T,2.6192959717066775,-0.08605197756036481,2.7053479492670425
lb,80000,11,next_layer_basis,H:M,1.0899732138629012,-0.07376792043640318,1.1637411342993045
lb,80000,11,next_layer_basis,H:T,1.9347564016876404,-0.34296597724439387,2.2777223789320344
