variant,layer,metric,step0_mean,step10_mean,step300_mean,delta_0_10_mean,delta_0_10_std,delta_0_300_mean,delta_0_300_std
freeze_prefix_before_layer5,3,dominance_ratio,0.2773568954296349,0.2773568954296349,0.2773568954296349,0.0,0.0,0.0,0.0
freeze_prefix_before_layer5,3,centered_max_load,0.16380167007446286,0.16380167007446286,0.16380167007446286,0.0,0.0,0.0,0.0
freeze_prefix_before_layer5,3,delta_max_load,0.11085621515909823,0.11085621515909823,0.11085621515909823,0.0,0.0,0.0,0.0
freeze_prefix_before_layer5,4,common_margin,0.1587225794792175,0.1587225794792175,0.1587225794792175,0.0,0.0,0.0,0.0
freeze_prefix_before_layer5,4,raw_max_load,0.2659002939860025,0.2659002939860025,0.2659002939860025,0.0,0.0,0.0,0.0
freeze_prefix_before_layer5,4,dominance_ratio,0.6686168335710576,0.6686168335710576,0.6686168335710576,0.0,0.0,0.0,0.0
freeze_prefix_before_layer5,4,centered_max_load,0.15896987915039057,0.15896987915039057,0.15896987915039057,0.0,0.0,0.0,0.0
freeze_prefix_before_layer5,4,delta_max_load,0.10693041483561198,0.10693041483561198,0.10693041483561198,0.0,0.0,0.0,0.0
freeze_prefix_before_layer5,5,common_margin,0.14822087188561758,0.17606522142887115,1.8162461519241333,0.02784434954325356,0.023491252580984234,1.6680252800385158,0.8697402661440878
freeze_prefix_before_layer5,5,raw_max_load,0.25818681716918945,0.3242225646972656,0.7810873985290527,0.06603574752807617,0.053184557792133595,0.5229005813598633,0.17481969964130992
freeze_prefix_before_layer5,5,dominance_ratio,0.6184157520517529,0.7047204894612094,3.1282819096208065,0.08630473740945656,0.10755853868841182,2.509866157569054,1.605100523963565
freeze_prefix_before_layer5,5,centered_max_load,0.15379587809244785,0.15341361363728837,0.3013388315836589,-0.000382264455159496,0.01653395388010143,0.14754295349121097,0.043161392935384325
freeze_prefix_before_layer5,5,delta_max_load,0.1043909390767415,0.17080895105997718,0.47974856694539386,0.06641801198323567,0.06490243438890902,0.37535762786865234,0.13750212816318752
normal,3,common_margin,0.0649567196766535,0.687457929054896,0.0873358845710754,0.6225012093782425,0.21573053496971356,0.02237916489442189,0.029887775348858607
normal,3,raw_max_load,0.27465788523356116,0.9889828364054362,0.43253358205159503,0.7143249511718751,0.009487543248525175,0.15787569681803387,0.09875072089351349
normal,3,dominance_ratio,0.2773568954296349,17.848845879913608,0.5038444456112997,17.57148898448397,5.454194477646724,0.2264875501816649,0.14977364032002427
normal,3,centered_max_load,0.16380167007446286,0.2041759490966797,0.3160425821940104,0.040374279022216804,0.017043458069621098,0.15224091211954752,0.08663262366669444
normal,3,delta_max_load,0.11085621515909823,0.7848068873087565,0.11649099985758464,0.6739506721496582,0.009368982525646776,0.005634784698486402,0.13891183163760837
normal,4,common_margin,0.1587225794792175,0.9560761054356893,0.1915518442789713,0.7973535259564718,0.21760085796468276,0.03282926479975379,0.15314651715168207
normal,4,raw_max_load,0.2659002939860025,0.9911704063415527,0.46526527404785156,0.7252701123555502,0.0460395628106896,0.199364980061849,0.07553674470802646
normal,4,dominance_ratio,0.6686168335710576,30.57758433281698,1.1752984453985638,29.90896749924592,4.161807627307592,0.5066816118275063,0.7076962863832493
normal,4,centered_max_load,0.15896987915039057,0.28181584676106763,0.29856077829996747,0.12284596761067708,0.02730758202838785,0.1395908991495768,0.09133298853161734
normal,4,delta_max_load,0.10693041483561198,0.709354559580485,0.16670449574788412,0.602424144744873,0.052887901596693265,0.05977408091227213,0.1510864556209785
normal,5,common_margin,0.14822087188561758,1.4241766532262166,0.07925615708033236,1.275955781340599,0.33323446437799176,-0.0689647148052852,0.024096324873384083
normal,5,raw_max_load,0.25818681716918945,0.9915798505147299,0.37855132420857746,0.7333930333455404,0.03995309438006123,0.12036450703938802,0.08162879457815989
normal,5,dominance_ratio,0.6184157520517529,47.20979923921439,0.3356100086706584,46.59138348716263,11.641936932616046,-0.2828057433810945,0.18064219693003242
normal,5,centered_max_load,0.15379587809244785,0.3913385073343913,0.3039023081461588,0.23754262924194344,0.11239970573938218,0.15010643005371097,0.06112344301714051
normal,5,delta_max_load,0.1043909390767415,0.6002413431803385,0.0746490160624186,0.495850404103597,0.15028126218382948,-0.029741923014322897,0.12650072382921063
