layer,a_centered_adjacent_cosine,a_centered_between_cosine,a_centered_sequence_centroid_accuracy,a_centered_sequence_gap,a_centered_within_cosine,a_raw_adjacent_cosine,a_raw_between_cosine,a_raw_sequence_centroid_accuracy,a_raw_sequence_gap,a_raw_within_cosine,attention_common_centered_sequence_accuracy,attention_common_centered_sequence_gap,attention_energy_common,attention_energy_middle,attention_energy_tail,attention_middle_centered_sequence_accuracy,attention_middle_centered_sequence_gap,attention_tail_centered_sequence_accuracy,attention_tail_centered_sequence_gap,h_centered_adjacent_cosine,h_centered_between_cosine,h_centered_sequence_centroid_accuracy,h_centered_sequence_gap,h_centered_within_cosine,h_optimal_energy_top1,h_optimal_energy_top10,h_optimal_energy_top5,h_raw_adjacent_cosine,h_raw_between_cosine,h_raw_sequence_centroid_accuracy,h_raw_sequence_gap,h_raw_within_cosine,h_recovery_a_top1,h_recovery_a_top10,h_recovery_a_top5,h_recovery_x_top1,h_recovery_x_top10,h_recovery_x_top5,ha_overlap_top1,ha_overlap_top10,ha_overlap_top5,hx_overlap_top1,hx_overlap_top10,hx_overlap_top5,x_centered_adjacent_cosine,x_centered_between_cosine,x_centered_sequence_centroid_accuracy,x_centered_sequence_gap,x_centered_within_cosine,x_raw_adjacent_cosine,x_raw_between_cosine,x_raw_sequence_centroid_accuracy,x_raw_sequence_gap,x_raw_within_cosine,x_to_a_norm_ratio
0,0.136248379945755,-0.0027766528073698282,0.32568359375,0.025072271237149835,0.022295618429780006,0.3554736375808716,0.25993862748146057,0.35009765625,0.017060399055480957,0.27699902653694153,0.2265625,0.03995334077626467,0.21739549072660008,0.3421930026689367,0.44041165711124214,0.33837890625,0.01855256233830005,0.57275390625,0.016783364582806826,0.1362772285938263,-0.0025625356938689947,0.3271484375,0.024958314141258597,0.022395778447389603,0.23920748304264394,0.7244262889471902,0.5481769987104542,0.35117825865745544,0.2547794580459595,0.3603515625,0.017015457153320312,0.2717949151992798,0.9746764907166124,0.9788602214255613,0.9779124026834243,0.04922705838043787,0.1499467723232607,0.10176007666963775,0.9670488834381104,0.8065564632415771,0.9390265941619873,0.01813673786818981,0.11256146430969238,0.058196790516376495,0.028350912034511566,-0.005942788906395435,0.24951171875,0.016153848730027676,0.01021105982363224,0.06892703473567963,0.04419954866170883,0.26513671875,0.013864502310752869,0.0580640509724617,0.1537693738937378
1,0.4585459530353546,0.003638962749391794,0.685546875,0.06042050337418914,0.06405946612358093,0.5257921814918518,0.12452391535043716,0.685546875,0.05214359611272812,0.17666751146316528,0.310546875,0.1287458948791027,0.04524163986460864,0.14225939375394386,0.8124989767695736,0.52978515625,0.07565329782664776,0.75,0.05277625983580947,0.14259673655033112,0.0014766606036573648,0.42431640625,0.02025416470132768,0.021730825304985046,0.21029119030703083,0.6932496808543762,0.5179904015715269,0.3662472069263458,0.26074090600013733,0.42919921875,0.01686742901802063,0.27760833501815796,0.21506003287820216,0.23338002279147838,0.22113526815884926,0.9086609018345653,0.923369268088133,0.9201421016558672,0.09383401274681091,0.15593327581882477,0.12167822569608688,0.8530091643333435,0.7438086271286011,0.8562585115432739,0.0828552320599556,0.0014238638104870915,0.33154296875,0.013905255938880146,0.015329119749367237,0.3211528956890106,0.25766074657440186,0.3349609375,0.0125998854637146,0.27026063203811646,3.065863847732544
2,0.4304659068584442,0.0020648736972361803,0.74609375,0.062069478211924434,0.06413435190916061,0.48476526141166687,0.09518618881702423,0.75244140625,0.05360366404056549,0.14878985285758972,0.28271484375,0.08695925585925579,0.12061580235017834,0.1520422611813681,0.7273418603662424,0.55810546875,0.07249805610626936,0.8310546875,0.05761792277917266,0.16780678927898407,-0.0005108466721139848,0.498046875,0.026667916623409837,0.026157069951295853,0.2773129876667609,0.725288318564492,0.5638650189984675,0.42569008469581604,0.3105083405971527,0.48583984375,0.012158721685409546,0.32266706228256226,0.4727812398838463,0.3688854892925718,0.37334680231141915,0.7766081223746052,0.8777132341892862,0.857078266711943,0.18695911765098572,0.2060777246952057,0.1826120913028717,0.82855623960495,0.7511500120162964,0.8409618735313416,0.11739807575941086,-0.0006478109280578792,0.3818359375,0.021579203836154193,0.020931392908096313,0.4144364893436432,0.33636897802352905,0.38037109375,0.008364170789718628,0.3447331488132477,3.1901252269744873
3,0.4080977737903595,0.0028439611196517944,0.833984375,0.11744406819343567,0.12028802931308746,0.496853232383728,0.14934346079826355,0.89306640625,0.10438314080238342,0.253726601600647,0.435546875,0.18939046561717987,0.08765615834851333,0.14865478253979467,0.7636890851305669,0.79150390625,0.20915898540988564,0.90087890625,0.08795212348923087,0.6517574787139893,0.565938413143158,0.47265625,0.01364290714263916,0.5795813202857971,0.9998374217873391,0.9999331500772771,0.9998977765755672,0.4710620939731598,0.3454665541648865,0.517578125,0.023740798234939575,0.36920735239982605,0.3328448697683678,0.5200492224204648,0.4670784936303199,0.9999958024614366,0.9999895071582167,0.9999920051710554,0.16134339570999146,0.16657690703868866,0.13072223961353302,0.8245280981063843,0.7507829666137695,0.8504647016525269,0.6677372455596924,0.6080303192138672,0.3759765625,0.007437467575073242,0.6154677867889404,0.4365471303462982,0.3420368731021881,0.3583984375,0.01392701268196106,0.35596388578414917,70.70223236083984
4,0.3243787884712219,0.0015096822753548622,0.7724609375,0.06242557521909475,0.06393525749444962,0.3887011408805847,0.09473101049661636,0.77294921875,0.054097242653369904,0.14882825314998627,0.36669921875,0.14059099182486534,0.044672867950534524,0.1089450680441045,0.8463820382710452,0.58984375,0.10095616383478045,0.791015625,0.0526754813909065,0.6196304559707642,0.5114844441413879,0.46484375,0.018740713596343994,0.5302251577377319,0.9997987849328799,0.9999175348085573,0.99987315354189,0.5290577411651611,0.3899860978126526,0.4814453125,0.02292788028717041,0.412913978099823,0.38213672421129413,0.5655878763571891,0.505125287015273,0.9999953010375309,0.9999858048206829,0.9999899029806402,0.10390086472034454,0.12688125669956207,0.09406813979148865,0.8491811752319336,0.7465513944625854,0.857363760471344,0.6008793115615845,0.5195295810699463,0.43798828125,0.014282286167144775,0.5338118672370911,0.48808470368385315,0.3803430497646332,0.42724609375,0.01848164200782776,0.39882469177246094,62.727779388427734
5,0.4854236841201782,0.0013636198127642274,0.8037109375,0.06476385926362127,0.0661274790763855,0.5388923287391663,0.105677530169487,0.79541015625,0.061043545603752136,0.16672107577323914,0.4375,0.148245457559824,0.05678583524253467,0.19759284447409992,0.7456213445858264,0.6806640625,0.08072523819282651,0.85595703125,0.05404109330265783,0.5559478402137756,0.3954877257347107,0.4755859375,0.019692182540893555,0.41517990827560425,0.9996733819158156,0.9998734317433188,0.9997995502727915,0.5399350523948669,0.37267500162124634,0.5185546875,0.022640734910964966,0.3953157365322113,0.377728044558582,0.6494227916892722,0.5779459293197552,0.9999931994838408,0.9999778027568976,0.9999836008248785,0.1636103391647339,0.3100718855857849,0.2490064948797226,0.8296200037002563,0.7477304339408875,0.8340086340904236,0.5674353837966919,0.46226030588150024,0.43017578125,0.012164950370788574,0.4744252562522888,0.5301932096481323,0.41243860125541687,0.4423828125,0.017367392778396606,0.4298059940338135,49.513248443603516
6,0.4897157549858093,0.0101248100399971,0.828125,0.08444472402334213,0.09456953406333923,0.5871686935424805,0.1942838430404663,0.8291015625,0.06776419281959534,0.26204803586006165,0.4033203125,0.15327555686235428,0.06804421966892445,0.09957579177882149,0.8323799803178874,0.78369140625,0.13259124383330345,0.85791015625,0.07269905996508896,0.5366525650024414,0.3496997058391571,0.5048828125,0.026806801557540894,0.376506507396698,0.9996128166299559,0.9998515296844586,0.9997637881300584,0.5529016852378845,0.374358594417572,0.53662109375,0.02500629425048828,0.3993648886680603,0.5014735681527522,0.6980907624542465,0.6320541688436283,0.9999922933676723,0.9999801876767349,0.9999849893469395,0.13639779388904572,0.12301719188690186,0.09511387348175049,0.8252079486846924,0.7792757153511047,0.8934587240219116,0.5315564870834351,0.369987815618515,0.439453125,0.021273761987686157,0.39126157760620117,0.5252360701560974,0.36639881134033203,0.466796875,0.020034968852996826,0.38643378019332886,47.731101989746094
7,0.5297919511795044,0.005433541256934404,0.8876953125,0.08031298546120524,0.08574652671813965,0.573111891746521,0.09597986191511154,0.888671875,0.07088520377874374,0.16686506569385529,0.443359375,0.14715880155563354,0.040376367446982045,0.11219849856544167,0.8474252007783205,0.76611328125,0.12689534574747086,0.9150390625,0.07070176932029426,0.5341611504554749,0.3130636215209961,0.5380859375,0.031242936849594116,0.3443065583705902,0.9995506261515767,0.9998248932899709,0.99972453212988,0.5720917582511902,0.37272822856903076,0.5732421875,0.02510356903076172,0.3978317975997925,0.3777362588299715,0.5812463296209547,0.5039700623141293,0.9999901896157082,0.9999751805316089,0.9999806829101706,0.10435208678245544,0.13625693321228027,0.09796718508005142,0.8725045919418335,0.7631796002388,0.8803125619888306,0.5099618434906006,0.3313971161842346,0.4638671875,0.024824053049087524,0.35622116923332214,0.5355257391929626,0.3692784309387207,0.49609375,0.019819200038909912,0.3890976309776306,45.27653121948242
8,0.4718974530696869,0.008117320016026497,0.77978515625,0.07431756518781185,0.08243488520383835,0.5368584394454956,0.13207629323005676,0.85595703125,0.0613691508769989,0.19344544410705566,0.3623046875,0.12013835832476616,0.10133019188054102,0.13347957214036554,0.7651903196657278,0.740234375,0.12734756246209145,0.88916015625,0.06415828270837665,0.5232319831848145,0.2886611819267273,0.5458984375,0.03174981474876404,0.32041099667549133,0.9995060173653972,0.9998088358302338,0.9996987837492631,0.5855635404586792,0.3822748363018036,0.58544921875,0.02767220139503479,0.4099470376968384,0.6731558518533954,0.7241261055387914,0.7030942967731802,0.9999894802734087,0.9999759621933377,0.9999822701660084,0.15953229367733002,0.11997689306735992,0.10071548074483871,0.844114363193512,0.7732574939727783,0.8860036134719849,0.5147740244865417,0.3008611500263214,0.5009765625,0.025118201971054077,0.3259793519973755,0.5421861410140991,0.3463122844696045,0.53125,0.02311617136001587,0.36942845582962036,41.96676254272461
9,0.3803529143333435,0.0004939961363561451,0.83740234375,0.07439195335609838,0.07488594949245453,0.47476738691329956,0.15198971331119537,0.87451171875,0.06075774133205414,0.2127474546432495,0.3564453125,0.1047716811299324,0.10517469948014346,0.1906441219527547,0.7041812547080485,0.7060546875,0.08546212315559387,0.92138671875,0.06760561326518655,0.4925675690174103,0.24616581201553345,0.6044921875,0.03959345817565918,0.2857592701911926,0.9993982457196764,0.9997812167559864,0.9996470363902772,0.5974668860435486,0.40096670389175415,0.638671875,0.028434664011001587,0.42940136790275574,0.7394612522499037,0.7862840066572844,0.7695878887020097,0.9999848366231501,0.9999520177634657,0.9999558263223516,0.22105193138122559,0.20379339158535004,0.24520279467105865,0.7917590737342834,0.7543273568153381,0.7931263446807861,0.503954291343689,0.270913690328598,0.51904296875,0.03170347213745117,0.3026171624660492,0.5622339844703674,0.3606244623661041,0.5458984375,0.024999290704727173,0.3856237530708313,34.67333221435547
