model,step,layer,coarse_band,coarse_V,sum_constituent_fine_V,within_group_response_cross_term,cross_term_over_coarse_V,coarse_input_energy,sum_constituent_fine_energy,energy_reconstruction_relative_error
batchgrad,20000,6,M,0.738236129283905,0.6826816899701953,0.055554439313709736,0.07525294023146495,14.826955795288086,14.826955795288086,0.0
batchgrad,20000,6,T,0.0102528119459748,0.00994862801235253,0.00030418393362227104,0.029668342228952326,1.171163558959961,1.1711634153034538,1.226613533484684e-07
batchgrad,20000,7,H,21.274120330810547,21.274120330810547,0.0,0.0,43.282814025878906,43.282814025878906,0.0
batchgrad,20000,7,M,0.6492677330970764,0.6073779985308646,0.04188973456621181,0.06451842965673545,12.62691593170166,12.62691617012024,1.8881774488018798e-08
batchgrad,20000,7,T,0.0106639228761196,0.010673606368982031,-9.683492862431337e-06,-0.0009080610367237555,1.1877707242965698,1.187770820921287,8.134963687843013e-08
batchgrad,20000,8,H,22.99825859069824,22.99825859069824,0.0,0.0,74.37591552734375,74.37591552734375,0.0
batchgrad,20000,8,M,1.2822688817977903,1.102224176749587,0.18004470504820325,0.1404110382806558,27.07684135437012,27.0768404006958,3.5221032892193076e-08
batchgrad,20000,8,T,0.0186898168176412,0.016838575253131833,0.0018512415645093663,0.09905081374377041,2.014079093933105,2.01407911721617,1.156015415661203e-08
batchgrad,20000,9,H,28.20745658874512,28.20745658874512,0.0,0.0,95.22640991210938,95.22640991210938,0.0
batchgrad,20000,9,M,1.5115065574645996,1.5352355018258095,-0.02372894436120987,-0.01569886961060413,35.85346221923828,35.85346245765686,6.649806304441964e-09
batchgrad,20000,9,T,0.0172184761613607,0.01717375272710311,4.472343425758821e-05,0.0025974095406857372,2.5334630012512207,2.533462938852608,2.462977058217143e-08
batchgrad,20000,10,H,24.54448509216309,24.54448509216309,0.0,0.0,161.8845977783203,161.8845977783203,0.0
batchgrad,20000,10,M,2.8513340950012207,3.0111997425556183,-0.15986564755439758,-0.05606696452536515,113.11701965332033,113.11702156066895,1.686172977724541e-08
batchgrad,20000,10,T,0.0665321052074432,0.0653089872648703,0.0012231179425728905,0.01838387555540713,7.666762351989746,7.666762579232454,2.9639983316712657e-08
batchgrad,20000,11,H,53.79568099975586,53.79568099975586,0.0,0.0,179.12803649902344,179.12803649902344,0.0
batchgrad,20000,11,M,2.7536327838897705,3.006176933646202,-0.2525441497564316,-0.0917130821632973,72.2098388671875,72.20982885360718,1.3867335088066295e-07
batchgrad,20000,11,T,0.0295932479202747,0.029575062899311583,1.8185020963117082e-05,0.0006144989901787123,3.9829916954040527,3.982991611585021,2.1044239638287792e-08
batchgrad,20000,12,H,39.33611297607422,39.33611297607422,0.0,0.0,416.7328186035156,416.7328186035156,0.0
batchgrad,20000,12,M,3.070082664489746,3.5514431670308118,-0.48136050254106566,-0.1567907301352971,127.4005126953125,127.40050792694092,3.742819774544514e-08
batchgrad,20000,12,T,0.0431635789573192,0.041555057428922265,0.001608521528396932,0.03726571260431075,7.092370510101318,7.092370608821511,1.3919209771773535e-08
batchgrad,30000,1,H,1.0319225788116455,1.0319225788116455,0.0,0.0,9.45223331451416,9.45223331451416,0.0
batchgrad,30000,1,M,0.1330446600914001,0.13256839942187051,0.0004762606695295768,0.003579705259890862,8.00469970703125,8.004699349403381,4.4677237340734584e-08
batchgrad,30000,1,T,0.0071965190581977,0.007117066910723058,7.945214747464256e-05,0.011040358099814523,0.7653321027755737,0.7653320750687268,3.620238433406231e-08
batchgrad,30000,2,H,8.539172172546387,8.539172172546387,0.0,0.0,5.886534214019775,5.886534214019775,0.0
batchgrad,30000,2,M,0.0866026729345321,0.0789993194630367,0.0076033534714953915,0.087795829087668,1.0164828300476074,1.0164827331900597,9.528694917106804e-08
batchgrad,30000,2,T,0.0016158062499016,0.0016093241692941064,6.482080607493699e-06,0.004011669473297586,0.1196573823690414,0.11965738254366419,1.4593565812162757e-09
batchgrad,30000,3,H,10.523396492004396,10.523396492004396,0.0,0.0,10.255592346191406,10.255592346191406,0.0
batchgrad,30000,3,M,0.2488742470741272,0.247326977085322,0.0015472699888051944,0.006217075519044523,4.5338287353515625,4.53382870554924,6.573323371330297e-09
batchgrad,30000,3,T,0.0033599203452467,0.0033401785331077403,1.9741812138959584e-05,0.005875678620443621,0.3780179619789123,0.3780179360765028,6.852163680125872e-08
batchgrad,30000,4,H,9.299532890319824,9.299532890319824,0.0,0.0,12.580333709716797,12.580333709716797,0.0
batchgrad,30000,4,M,0.2992475926876068,0.2981306836009023,0.0011169090867045317,0.0037323912171634585,4.475887298583984,4.475887328386307,6.658416622135177e-09
batchgrad,30000,4,T,0.0035009519197046,0.0034448947435520186,5.605717615258165e-05,0.01601198115206095,0.389104962348938,0.38910497364122393,2.9021182026278884e-08
batchgrad,30000,5,H,10.719548225402832,10.719548225402832,0.0,0.0,23.42678451538086,23.42678451538086,0.0
batchgrad,30000,5,M,0.648183286190033,0.6244346480816602,0.0237486381083728,0.036638769641786514,8.283578872680664,8.283578336238861,6.47596662292559e-08
batchgrad,30000,5,T,0.0069946930743753,0.006668861757134192,0.0003258313172411079,0.046582646840470275,0.6446655988693237,0.6446655660402028,5.09242637342819e-08
batchgrad,30000,6,H,17.252565383911133,17.252565383911133,0.0,0.0,30.07758331298828,30.07758331298828,0.0
batchgrad,30000,6,M,0.9422559142112732,0.8803318608552216,0.061924053356051556,0.06571893306489442,15.858569145202637,15.858569383621216,1.5034053634888385e-08
batchgrad,30000,6,T,0.0143510093912482,0.014178831215758464,0.00017217817548973585,0.01199763520430394,1.2583116292953491,1.258311562705785,5.291977164853565e-08
batchgrad,30000,7,H,20.23137855529785,20.23137855529785,0.0,0.0,44.46891021728516,44.46891021728516,0.0
batchgrad,30000,7,M,0.9056917428970336,0.8511780016124247,0.05451374128460884,0.06019017144866077,15.353004455566406,15.353004932403564,3.105823095298082e-08
batchgrad,30000,7,T,0.01741598919034,0.01650520118164388,0.0009107880086961194,0.05229608256769587,1.3420188426971436,1.3420187146402895,9.542105515617352e-08
