model,step,layer,control,contrast,actual_router_input_B,control_B,actual_minus_control_B
batchgrad,20000,2,next_layer_basis,H:T,3.7782425386613108,0.3020396696747566,3.476202868986554
batchgrad,20000,3,next_layer_basis,H:M,2.6003251501804914,0.20238072260105883,2.3979444275794326
batchgrad,20000,3,next_layer_basis,H:T,4.037116169707467,0.4784946101598759,3.558621559547591
batchgrad,20000,4,next_layer_basis,H:M,2.4135079546757154,0.2585952931184469,2.1549126615572685
batchgrad,20000,4,next_layer_basis,H:T,4.057950451189766,0.41426418275415,3.6436862684356166
batchgrad,20000,5,next_layer_basis,H:M,1.8096252504054995,0.029132734627893963,1.7804925157776055
batchgrad,20000,5,next_layer_basis,H:T,3.5472347902853847,0.11542107185854125,3.4318137184268434
batchgrad,20000,6,next_layer_basis,H:M,2.009025218433447,0.37690292309343804,1.6321222953400092
batchgrad,20000,6,next_layer_basis,H:T,3.597980662967329,0.5910630417612915,3.006917621206038
batchgrad,20000,7,next_layer_basis,H:M,2.009616795810485,0.23136802686244118,1.7782487689480437
batchgrad,20000,7,next_layer_basis,H:T,3.5316159820391957,0.22379649853271702,3.3078194835064787
batchgrad,20000,8,next_layer_basis,H:M,1.616922547004474,0.27356644920404705,1.3433560978004269
batchgrad,20000,8,next_layer_basis,H:T,3.0426415023273945,0.4584867349471186,2.584154767380276
batchgrad,20000,9,next_layer_basis,H:M,1.7525755608950182,0.057116770068526765,1.6954587908264915
batchgrad,20000,9,next_layer_basis,H:T,3.438087076555372,0.03374969007746222,3.40433738647791
batchgrad,20000,10,next_layer_basis,H:M,1.1275597139913318,0.1917673886885628,0.935792325302769
batchgrad,20000,10,next_layer_basis,H:T,2.447781613775846,0.20898349915817926,2.238798114617667
batchgrad,20000,11,next_layer_basis,H:M,1.1412818331456929,-0.05303605917679268,1.1943178923224855
batchgrad,20000,11,next_layer_basis,H:T,2.858471297862699,-0.03288891876239376,2.891360216625093
batchgrad,20000,12,next_layer_basis,H:M,0.9198358480212475,0.09670527645771697,0.8231305715635305
batchgrad,20000,12,next_layer_basis,H:T,2.465438826582138,0.08362345614490742,2.3818153704372307
batchgrad,30000,1,next_layer_basis,H:M,1.4336561586908951,0.3546611370919024,1.0789950215989927
batchgrad,30000,1,next_layer_basis,H:T,2.233334718440645,0.274182522431844,1.959152196008801
batchgrad,30000,2,next_layer_basis,H:M,2.5961821750426495,0.10702784340160279,2.4891543316410467
batchgrad,30000,2,next_layer_basis,H:T,3.889904944067697,0.3586110990836278,3.531293844984069
batchgrad,30000,3,next_layer_basis,H:M,2.5709799561080913,0.20956102868006554,2.3614189274280255
batchgrad,30000,3,next_layer_basis,H:T,4.086875286579303,0.47991316590369043,3.606962120675613
batchgrad,30000,4,next_layer_basis,H:M,2.3852437362290178,0.2777543558100886,2.107489380418929
batchgrad,30000,4,next_layer_basis,H:T,4.083726907400946,0.4321489708450666,3.651577936555879
batchgrad,30000,5,next_layer_basis,H:M,1.6256836838583772,-0.004738708011617869,1.6304223918699952
batchgrad,30000,5,next_layer_basis,H:T,3.411662001072797,0.09758769480472176,3.3140743062680755
