rank,pooled_eigenvalue,complex_old_variance,complex_new_variance,complex_update_variance,simple_old_variance,simple_new_variance,simple_update_variance,innovation_top2_mass
52,0.020554817748991122,0.018869049746972403,0.015368585177617085,0.030342197674681964,0.02161396668164384,0.026427947549592004,0.032001837255196605,0.001660081562510919
53,0.019744043346143603,0.009048656947652918,0.014327104402046865,0.008527661245432945,0.02792899629254988,0.02772931605018797,0.014484883321362734,0.001667136662061051
54,0.01897056683434874,0.010403621193495716,0.01671941349987864,0.017205503280008933,0.02460361155144369,0.02421125321871885,0.018292345992957804,0.0021124191048546184
55,0.018455907446796913,0.010001935104469633,0.015035502096534408,0.01296258116644325,0.02246844048881278,0.026371875051798294,0.021565646644074846,0.0001034966117257721
56,0.01757702636532096,0.0078054970878757,0.01450115327010401,0.011503973462458026,0.026270729714723027,0.02178227094861139,0.021503390516790136,0.0006596042112617788
57,0.01748691832876074,0.009749573462952065,0.012088972453236693,0.010761916577524244,0.02494910205360373,0.023211306590550342,0.019771366550636736,0.0019114834745061265
58,0.016754257025355688,0.011299598751668489,0.014398208817160746,0.011858721560352179,0.019578196733173202,0.021790156435538072,0.015690810935336964,0.003148043575177931
59,0.016379535531392295,0.0051669266532973004,0.014391691523785109,0.010123331741610807,0.021994459861850234,0.02401309799497728,0.02169511721091959,0.0015487864796966504
60,0.015197950586200937,0.007854431991977875,0.010923738590249754,0.012157630806767393,0.022794987535016926,0.019263213029787764,0.021991223662924695,0.003684355818606011
61,0.0148159693675239,0.007275194132778454,0.008576263389311717,0.007438821053862106,0.021361704196838287,0.022094164405815984,0.013562432823188832,0.00050482783393268
62,0.014723748185280012,0.005759900424116389,0.0098134946766831,0.006459761897275034,0.017404767244760793,0.02596000848280993,0.012695690990824637,0.002475218369994712
63,0.014482274801900006,0.007392559611237025,0.011720421336850192,0.008506750988634548,0.018348713076303563,0.020509875149413614,0.014642232012724568,0.0006101070387862566
64,0.014114673345593434,0.006981863366836311,0.007642980680889074,0.009781022210183512,0.024741608448176366,0.017133632883736673,0.01663663557696954,0.001118641325274247
65,0.013396345336933473,0.006514749930076215,0.011874619018303981,0.007206897636485541,0.017916029022859974,0.01731926885910525,0.011940634258216802,0.005293113158852492
66,0.013232554253788619,0.006834679692530594,0.00790306653209366,0.011145826458627333,0.021603857484316022,0.016627418321721318,0.020418334332988723,0.0017561722891024803
67,0.012842214652310478,0.006373423527670925,0.009901470960865862,0.008363071441897088,0.01816190748021722,0.016969717039881992,0.014460316756765323,0.000808934881850155
68,0.01226855986158853,0.006122192335987572,0.008331523064237114,0.004533972115274275,0.017008892172510642,0.017647609972222145,0.010290687444405948,0.00022975170534803073
69,0.011637783948323776,0.005422210027614167,0.009285141125911636,0.010883010722274253,0.016902148331623422,0.014975764679227697,0.013293134528628004,0.011796758631643759
70,0.011478170338040805,0.005539071370382193,0.00834750508740026,0.006797837403467303,0.017243515634112055,0.014816249705328202,0.010225945478982697,0.001087882986880457
71,0.011252672823825593,0.006076382651047568,0.007353119027467601,0.007569466806675516,0.01495720557366314,0.016656983164322882,0.012598261216712045,0.0012372695953328286
72,0.011144007325085702,0.0056442912830877035,0.00901090929708252,0.006380657593112454,0.01528789283452492,0.014665616289760774,0.012607258710138288,0.001514799454674412
73,0.010825203315956511,0.005583379760682569,0.00799435784683026,0.00700743760227796,0.01543287238664095,0.014321948749481608,0.013245099709356724,0.0044805885207784635
74,0.01057446844041992,0.007522057298341591,0.007279768560400333,0.007913978251263788,0.012360253723106535,0.015166804322501469,0.009324917126211167,0.0029319424177257137
75,0.010424012815225966,0.004801989118700159,0.009892686491200809,0.0063900862673071665,0.01171856782888573,0.015313376768219394,0.014063890342570216,0.0018395558470218323
76,0.010244397809764444,0.008049395545330473,0.009320829018353453,0.01467395886545448,0.012039406269110554,0.011598002650565088,0.01564419682706257,0.005459270984833328
77,0.009917614901611388,0.004391788165558284,0.007647314749459756,0.004443648975484728,0.012211728066152651,0.015448712577088361,0.007250377815735435,0.0010602400920941097
78,0.009673323023325204,0.004024387957150205,0.006657106740477635,0.00597653400184487,0.01562812957554861,0.012412035371084502,0.011270251099717327,0.005159164854327582
79,0.009404382324317583,0.005133991230216866,0.00686034430005934,0.00533532477471828,0.01255913219615075,0.013091640476236998,0.009467298034155854,0.0011062956543785268
80,0.009203765068922145,0.0033956246093199685,0.007128191455113077,0.005407353821040657,0.012492130480590712,0.013826104272981492,0.008867292102505349,0.0038640992682851113
